@params:A1 Pan < Env|A1 Pan < Key|A1 Pan < LFO|A2 Pan < Env|A2 Pan < Key|A2 Pan < LFO|AEG1 < Vel|AEG1 A < Vel|AEG1 Attack|AEG1 Decay|AEG1 Exp|AEG1 Free|AEG1 Legato|AEG1 Loop|AEG1 Rel|AEG1 S Time|AEG1 Sustain|AEG2 < Vel|AEG2 A < Vel|AEG2 Attack|AEG2 Decay|AEG2 Exp|AEG2 Free|AEG2 Legato|AEG2 Loop|AEG2 Rel|AEG2 S Time|AEG2 Sustain|AMP1 < Key|AMP1 < LFO|AMP1 Level|AMP1 On/Off|AMP1 Pan|AMP2 < Key|AMP2 < LFO|AMP2 Level|AMP2 On/Off|AMP2 Pan|Detune|F1 Drive|F1 Freq|F1 Freq < Env|F1 Freq < Key|F1 Freq < LFO|F1 On/Off|F1 Res < Env|F1 Res < LFO|F1 Reso < Key|F1 Resonance|F1 To F2|F1 Type|F2 Drive|F2 Freq|F2 Freq < Env|F2 Freq < Key|F2 Freq < LFO|F2 On/Off|F2 Res < Env|F2 Res < LFO|F2 Reso < Key|F2 Resonance|F2 Slave|F2 Type|FEG1 < Vel|FEG1 A < Vel|FEG1 Attack|FEG1 Decay|FEG1 Exp|FEG1 Free|FEG1 Legato|FEG1 Loop|FEG1 Rel|FEG1 S Time|FEG1 Sustain|FEG2 < Vel|FEG2 A < Vel|FEG2 Attack|FEG2 Decay|FEG2 Exp|FEG2 Free|FEG2 Legato|FEG2 Loop|FEG2 Rel|FEG2 S Time|FEG2 Sustain|Glide Legato|Glide Mode|Glide On/Off|Glide Time|Key Error|Key Priority|Key Stretch|LFO1 Delay|LFO1 Fade In|LFO1 On/Off|LFO1 PW|LFO1 Phase|LFO1 Retrig|LFO1 Shape|LFO1 SncRate|LFO1 Speed|LFO1 Sync|LFO2 Delay|LFO2 Fade In|LFO2 On/Off|LFO2 PW|LFO2 Phase|LFO2 Retrig|LFO2 Shape|LFO2 SncRate|LFO2 Speed|LFO2 Sync|Noise Balance|Noise Color|Noise Level|Noise On/Off|Note PB Range|O1 Keytrack|O1 PW < LFO|O1 Sub/Sync|O2 Keytrack|O2 PW < LFO|O2 Sub/Sync|OSC1 < LFO|OSC1 Balance|OSC1 Detune|OSC1 Level|OSC1 Mode|OSC1 Octave|OSC1 On/Off|OSC1 PW|OSC1 Semi|OSC1 Shape|OSC2 < LFO|OSC2 Balance|OSC2 Detune|OSC2 Level|OSC2 Mode|OSC2 Octave|OSC2 On/Off|OSC2 PW|OSC2 Semi|OSC2 Shape|Octave|PB Range|PEG1 Amount|PEG1 Time|PEG2 Amount|PEG2 Time|Press Amt A|Press Amt B|Press Dest A|Press Dest B|Semitone|Slide Amt A|Slide Amt B|Slide Dest A|Slide Dest B|Unison Delay|Unison Detune|Unison On/Off|Unison Voices|Vib < ModWh|Vib Amount|Vib Delay|Vib Error|Vib Fade-In|Vib On/Off|Vib Speed|Voices|Volume
Deep Air Bass:0.046875|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.0|0.6545454263687134|1.0|0.0|0.0|0.0|0.15748031437397003|1.0|0.7578125|0.5|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.5718053579330444|1.0|0.5|0.0|1.0|0.7936508059501648|1.0|0.5|0.0|0.0|0.4743117690086365|1.0|0.2380952388048172|0.5|1.0|0.15079365670681|0.7047610282897949|0.0|0.0|1.0|0.0|0.0|0.0|0.15151327848434448|0.0|1.0|1.0|0.2460317462682724|0.7047610282897949|0.0|0.0|1.0|0.0|0.0|0.0|0.2857142984867096|0.0|0.0|0.0|0.0|0.0|0.6000000238418579|0.0|0.0|0.0|0.0|0.4847841262817383|1.0|0.5|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.4847841262817383|1.0|0.5|0.0|0.0|0.0|0.5|0.0|2.0|0.5|0.0|0.0|0.0|0.09375|0.0|0.0|1.0|10.0|0.65625|1.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|13.0|0.5|0.0|0.5|0.15079365670681|0.5|1.0|48.0|0.5|0.0|1.0|0.5|0.0|0.0|0.0|0.5|0.5|0.8062000274658203|0.0|0.0|1.0|0.5|0.0|1.0|0.0|0.5|0.3650793731212616|0.8062000274658203|0.0|-1.0|1.0|0.5|0.0|1.0|1.0|0.1666666716337204|0.0|0.5|0.0|0.5|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.390625|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.372477263212204
Deep Pure Sub:0.0|0.0|0.0|0.0|0.0|0.0|0.2578125|0.0|0.0|0.0859375|1.0|0.0|0.0|0.0|0.40901821851730347|0.4609375|0.9921875|0.0|0.0|0.0|0.3671875|1.0|0.0|0.0|0.0|0.3671875|1.0|1.0|0.0|0.0|0.7936508059501648|1.0|0.5|0.0|0.0|0.7460317611694336|1.0|0.5|0.5|0.0|0.3174603283405304|-0.6349206566810608|0.0|0.0|1.0|0.0|0.0|0.0|0.3095238208770752|0.0|1.0|1.0|0.523809552192688|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3203125|0.0|0.0|0.0|0.0|0.658730149269104|0.817460298538208|1.0|0.0|1.0|0.0|0.579365074634552|1.0|0.8095238208770752|0.0|0.0|0.3671875|0.3671875|1.0|0.0|0.0|0.0|0.3671875|1.0|1.0|0.0|1.0|0.0|0.453125|0.0|2.0|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|14.0|0.6349206566810608|0.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|14.0|0.6349206566810608|0.0|0.5|1.0|0.0|0.0|48.0|0.5|0.0|0.5859375|0.0|0.0|0.0|0.0|1.0|0.5|0.7857142686843872|0.0|0.0|1.0|1.0|0.0|2.0|0.0|0.5|0.5|0.8015872836112976|0.0|-1.0|0.0|0.3515625|0.0|2.0|0.0|0.5|0.8235294818878174|0.1719745248556137|0.0|0.484375|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.1796875|0.0|0.0|0.738095223903656|0.4488188922405243|0.296875|0.0|0.296875|1.0|0.375|0.0|0.7222222089767456
Dual OSC Buzz Lead:0.0|0.0|0.0|0.0|0.0|-0.03125|0.0|0.0|0.0972222164273262|0.84375|1.0|0.0|0.0|0.0|0.3720472455024719|1.0|0.671875|0.0|0.0|0.0|0.4363636374473572|1.0|0.0|0.0|0.0|0.5|1.0|0.9482758641242981|0.0|0.0|0.5555555820465088|1.0|0.5|0.0|0.0|0.7063491940498352|1.0|0.5396825671195984|0.5|3.0|0.5984252095222473|1.0|0.0|0.234375|1.0|0.0|0.0625|0.0|0.27559053897857666|0.0|0.0|6.0|0.5984252095222473|0.875|0.0|0.171875|1.0|0.296875|0.6875|0.0|0.27559053897857666|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0078125|1.0|0.0859375|1.0|1.0|1.0|0.2421875|0.3515625|2.0|0.5|0.015625|0.0003808485926128924|1.0|0.3671875|0.0|0.0|0.0|13.0|0.3095238208770752|0.0|0.0|0.0|1.0|0.0546875|0.1953125|0.0|0.0|23.0|0.60317462682724|0.0|1.0|0.0|0.765625|0.0|48.0|0.5|-0.046875|0.0158730149269104|0.5|1.0|0.0|0.0|1.0|0.4920634925365448|0.7109375|1.0|0.0|1.0|0.3515625|0.0|1.0|0.046875|0.0|0.4609375|0.7109375|1.0|-1.0|1.0|0.234375|0.0|2.0|1.0|0.5|-0.0005881786346435547|0.7515923380851746|0.0|0.3757961690425873|0.421875|0.5|3.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.0625|1.0|1.0|0.0|0.26771652698516846|0.0|0.0|0.0|1.0|0.03125|0.0|0.4426840841770172
Dual OSC Buzz Octaves Bass:0.0|0.0|0.0|0.0|0.0|0.0|0.4467821717262268|0.0|0.08206022530794144|1.0|1.0|0.0|0.0|0.0|0.37610939145088196|1.0|1.0|0.4296875298023224|0.0|0.09090909361839294|0.4727272689342499|1.0|0.0|0.0|0.0|0.37610939145088196|1.0|0.7818182110786438|0.0|0.0|0.8690000176429749|1.0|0.7063491940498352|0.0|0.0|0.9023810029029846|1.0|0.453125|0.5|1.0|0.6417242884635925|0.4375|0.25|0.0|1.0|0.0|0.03125|0.3125|0.4724409580230713|0.0|0.0|2.0|0.420634925365448|-0.5|0.0|0.0|1.0|0.0|0.0|0.0|0.3174603581428528|0.0|1.0|0.4476315677165985|0.0|0.0|0.6545454263687134|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.2265625|0.0|0.359375|0.8181818127632141|1.0|0.0|1.0|0.0|0.6000000238418579|1.0|0.7454545497894287|1.0|1.0|1.0|0.3251968324184418|0.0|2.0|0.5|0.0|0.0|1.0|0.5|0.0|0.0|0.0|10.0|0.5|1.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|13.0|0.5|0.0|0.1171875|0.2857142984867096|0.4296875|0.0|48.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|1.0|0.5|0.8062000274658203|0.0|0.0|1.0|0.5|0.0|1.0|0.0|0.0|0.5634920597076416|0.7502480149269104|0.0|-1.0|1.0|0.5|0.0|2.0|1.0|0.1666666716337204|0.0|0.5|0.0|0.5|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.29571428894996643
Dual OSC Muted Sweep Lead:-0.609375|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6295521259307861|0.6640625|1.0|0.0|0.0|0.0|0.546875|1.0|0.359375|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.8727272748947144|0.0|0.0|0.817460298538208|0.0|0.5|0.0|0.0|0.5354330539703369|1.0|0.5|0.484375|5.0|0.2687007784843445|0.3125|0.5|0.015625|1.0|0.015625|-0.015625|-0.515625|0.658730149269104|1.0|0.0|5.0|0.3779527544975281|0.8110235929489136|0.0|0.546875|1.0|0.0|0.0|0.0|0.4375|0.0|0.0|0.7637795209884644|0.0|0.9370078444480896|0.9291338324546814|1.0|0.0|0.0|0.0|0.625|1.0|0.2109375|0.7637795209884644|0.34375|1.0|0.9296875|0.0|0.0|0.0|0.0|0.6000000238418579|0.40625|0.046875|0.0|0.0|1.0|0.4140625|0.0|2.0|0.5|0.0|0.125|1.0|0.71875|0.0|0.0|2.0|13.0|0.7777777910232544|0.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|13.0|0.5|0.0|1.0|0.6349206566810608|0.0078125|1.0|48.0|0.5|0.03125|0.84375|0.5|0.03125|0.0078125|0.046875|1.0|0.5|0.625|1.0|-1.0|1.0|0.5078125|0.0|1.0|0.0625|1.0|0.5158730149269104|0.84375|0.0|-2.0|1.0|0.5|0.0|1.0|2.0|0.1666666716337204|0.0|0.0|0.015625|0.8917197585105896|0.21875|0.4375|1.0|3.0|0.0|0.5|0.5|0.0|0.0|0.515625|0.234375|1.0|1.0|1.0|0.2421875|0.0|0.0|0.0078125|1.0|0.6484375|0.0|0.3945482075214386
Dual OSC Plastic Bass:0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5142756700515747|1.0|0.0|0.0|0.0|0.0625|1.0|0.0|0.0|0.0|0.0|0.625|1.0|0.0|0.0|0.0|0.171875|1.0|0.9482758641242981|0.0|0.0|0.5546875|1.0|0.5|0.0|0.0|0.761904776096344|1.0|0.5|0.5|5.0|0.3650793731212616|0.5625|0.3125|0.078125|1.0|0.359375|0.09375|0.0|0.261904776096344|0.625|1.0|5.0|0.261904776096344|0.640625|0.5625|0.484375|1.0|0.5|0.421875|0.0|0.3888888955116272|0.0|0.0|0.203125|0.0|0.0078125|0.8046875|1.0|0.0|0.0|0.0|0.9765625|1.0|0.796875|0.0|0.0|0.0|0.625|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.3515625|2.0|0.5|0.0|0.0|1.0|0.5|0.0|0.0|0.0|13.0|0.5317460298538208|0.0|0.0|0.0|0.0|0.5|0.0|1.0|4.0|23.0|0.190476194024086|0.0|1.0|1.0|0.4296875|0.0|48.0|0.5|0.0|0.834645688533783|0.5|0.0|1.0|0.0|1.0|0.5278124809265137|0.75|0.0|2.0|1.0|0.3125|0.0|1.0|0.0|1.0|0.49000000953674316|0.8203125|0.0|0.0|1.0|0.5|-12.0|2.0|1.0|0.5|0.0|0.9296875|0.0|0.9299362897872925|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.023622047156095505|1.0|0.0|0.0|0.140625|0.0|0.0|0.0|0.0|0.8125|4.0|0.29593753814697266
Dual OSC Reso Noise Bass:0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3671875|1.0|0.0|0.0|0.0|0.3671875|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.6904761791229248|0.0|0.5|0.0|0.0|0.6111111044883728|1.0|0.5|0.5|0.0|0.920634925365448|-0.6666666865348816|0.03125|0.0|1.0|0.0|0.0|0.0|0.4765625|1.0|1.0|0.0|0.17052164673805237|0.7063491940498352|0.4921875|0.0|1.0|0.0|0.0|0.0|0.4657972455024719|1.0|1.0|0.0|0.0|0.523809552192688|0.0|1.0|0.0|0.0|0.0|0.7539682388305664|1.0|1.0|0.0|0.0|0.3359375|0.5634920597076416|1.0|0.0|0.0|0.0|0.7698412537574768|0.484375|0.0|0.0|1.0|0.0|0.5158730149269104|0.0|2.0|0.5|0.0|0.0|1.0|0.5|0.0|0.0|0.0|0.0|0.7086614370346069|0.0|0.0|0.0|1.0|0.5|0.0|0.0|0.0|0.0|0.5634920597076416|0.0|0.5|1.0|0.4140625|1.0|48.0|0.5|0.5476190447807312|0.8809523582458496|0.5|0.0|0.0|0.0|1.0|0.5|0.8015872836112976|0.0|0.0|1.0|1.0|0.0|2.0|0.0|0.96875|0.5396825671195984|0.7301587462425232|0.0|-1.0|1.0|0.3515625|0.0|1.0|1.0|0.5|0.0|0.484375|0.0|0.34375|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.4296875|0.0|0.0|0.0|0.579365074634552|0.296875|0.0|0.296875|0.0|0.484375|0.0|0.5421459674835205
Dual OSC Rubber Bass:0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.21259842813014984|1.0|0.0|0.0|0.0|0.203125|1.0|0.90625|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.8727272748947144|0.0|0.0|0.8015872836112976|1.0|0.5|0.0|0.0|0.8690000176429749|0.0|0.5|0.5|4.0|0.2698412835597992|0.7795275449752808|0.4375|0.0|1.0|0.0|-0.109375|0.0|0.460317462682724|0.3046875|1.0|0.0|0.841269850730896|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.5039370059967041|0.0|0.0|0.21259842813014984|1.0|0.0|0.0|0.0|0.6141732335090637|1.0|0.1171875|0.0|0.0|0.0|0.4140625|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|1.0|0.0|0.0|0.296875|0.0|2.0|0.5|0.0|0.125|1.0|0.2109375|0.0|0.0|0.0|13.0|0.761904776096344|0.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|13.0|0.5|0.0|1.0|0.6349206566810608|0.203125|1.0|48.0|0.5|0.0|0.0|0.5|0.03125|0.8125|0.015625|1.0|0.5|0.7578125|0.0|-2.0|1.0|1.0|0.0|2.0|0.0625|1.0|0.5317460298538208|0.71875|0.0|-2.0|1.0|0.5|0.0|0.0|2.0|0.1666666716337204|0.03125|0.1328125|0.0|0.8917197585105896|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.375|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.78125|0.0|0.3984375
Dual OSC Sample N Hold Bass:0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1428571343421936|0.1428571343421936|0.0079365074634552|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.1428571343421936|0.0079365074634552|1.0|0.0|0.0|0.0|0.0079365074634552|1.0|0.581818163394928|0.0|0.0|0.53125|1.0|0.5|0.0|0.0|0.6746031641960144|1.0|0.4761904776096344|0.5|0.0|0.5859375|0.0|0.0|0.578125|1.0|0.0|0.65625|0.0|0.3253968358039856|0.328125|1.0|0.0|0.4761904776096344|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.3968254029750824|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.46875|1.0|0.6363636255264282|0.0|0.0|0.7272727489471436|1.0|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.7636363506317139|0.0|0.0|0.0|0.5|0.0|2.0|0.5|0.0|0.0|1.0|0.5|0.0|0.0|3.0|15.0|0.8492063283920288|1.0|0.0|0.0|1.0|0.5|0.0|0.0|0.0|15.0|0.6535432934761047|0.0|0.1328125|0.36220473051071167|0.8062000274658203|0.0|48.0|0.5|0.0|0.0|0.5|0.0|0.5952380895614624|0.0|0.5|0.5|0.6634455919265747|0.0|-1.0|1.0|0.5|7.0|2.0|0.0|0.5|0.579365074634552|0.8872398138046265|0.0|-2.0|1.0|0.5|-12.0|1.0|2.0|0.1666666716337204|0.0|0.48407644033432007|0.0|0.5|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.5|3.0|0.8391385674476624
Dual OSC Sync Bright Lead:0.0|0.0|0.0|0.0|0.0|0.0|0.1240234375|0.0|0.0|0.3671875|1.0|0.0|0.0|0.0|0.36878690123558044|1.0|1.0|0.0|0.0|0.28125|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.8253968358039856|1.0|0.5|0.0|0.0|0.7857142686843872|0.0|0.5|0.5|6.0|0.6921752095222473|0.5634920597076416|0.4609375|0.0|1.0|0.0|0.0|0.0|0.4488189220428467|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3203125|0.0|0.0|0.0|0.0|0.0703125|0.3671875|1.0|0.0|0.0|0.0|0.3671875|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.5158730149269104|0.1953125|2.0|0.5|0.7539682388305664|0.0|1.0|0.5|0.0|0.0|0.0|0.0|0.5158730149269104|0.0|0.0|0.0|1.0|0.5|0.0|0.0|0.0|0.0|0.3436269760131836|0.0|0.5|1.0|0.4140625|0.0|48.0|0.5|0.0|0.341269850730896|0.5|0.0|0.3984375|0.0|1.0|0.5|0.8015872836112976|1.0|0.0|1.0|1.0|0.0|2.0|0.40625|1.0|0.523809552192688|0.7301587462425232|1.0|0.0|1.0|1.0|0.0|2.0|0.0|0.5|-0.7222222089767456|0.5|0.0|0.34375|0.203125|0.5|1.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.2265625|0.0|0.0|0.7142857313156128|0.3828125|0.296875|0.0|0.296875|1.0|0.484375|0.0|0.29586663842201233
Dual OSC Vibrato Bass:0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.46875|1.0|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.46875|1.0|1.0|-0.296875|0.0|0.867968738079071|1.0|0.5|-0.296875|0.0|0.8671875|1.0|0.5|0.5|6.0|0.761904776096344|0.0|0.0|1.0|1.0|0.0|0.3890625238418579|0.0|0.2777777910232544|0.0|0.0|6.0|0.60317462682724|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.1953125|0.0|0.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|1.0|0.0|0.5|0.3515625|0.0|0.5|0.0|0.9296875|1.0|0.5|0.25|1.0|0.0|10.0|0.5|1.0|0.0|0.9296875|1.0|0.5|0.25|1.0|0.0|13.0|0.5|1.0|1.0|1.0|0.8062000274658203|0.0|48.0|0.5|0.0|0.0|0.5|0.0|0.0|1.0|1.0|0.5|0.8062499761581421|1.0|-2.0|1.0|0.5|0.0|1.0|0.796875|0.0|0.5|0.805468738079071|1.0|0.0|1.0|0.5|0.0|1.0|2.0|0.5|0.0|0.5|0.0|0.5|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5873016119003296
E-Piano Muted Pure:0.0|0.0|0.421875|1.0|0.0|0.484375|0.0|0.0|0.0|0.6545454263687134|1.0|0.0|0.0|0.0|0.2615034580230713|0.265625|0.0|0.0|0.0|0.0|0.8203125|1.0|0.0|0.0|0.0|0.4296875|1.0|0.015625|0.0|0.0|0.9365079402923584|1.0|0.5079365372657776|0.0|0.0|0.4920634925365448|1.0|0.5|0.5|0.0|0.9375|-0.4375|0.109375|1.0|1.0|0.0|0.0|0.0|0.0|0.3125|5.0|6.0|1.0|1.0|0.0|0.359375|1.0|0.0|-0.375|0.0|0.0|0.0|4.0|0.0|0.0|0.5703125|0.4609375|1.0|0.0|0.0|0.0|0.5390625|1.0|0.0|0.0|0.0|0.23636363446712494|0.4453125|1.0|0.0|0.0|0.0|0.7734375|1.0|0.390625|0.0|1.0|0.0|1.0|0.3515625|1.0|0.5|0.0|0.0|1.0|0.5|0.0|1.0|0.0|13.0|0.0|0.0|0.0|0.0|1.0|0.5|0.0|1.0|0.0|16.0|0.5|1.0|1.0|0.1031746044754982|0.0|1.0|0.0|0.5|0.0|0.0|0.5|1.0|0.0|0.015625|1.0|0.5|0.704135537147522|0.0|1.0|1.0|0.921875|0.0|0.0|0.0|0.5|0.5|0.7265625|0.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.5|0.0|0.05095541477203369|0.0|0.5|0.28125|0.5|3.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.359375|0.0|0.0|0.0|0.0|0.8828125|5.0|0.30158731341362
Ensemble Brass:0.0|0.0|0.0|0.0|0.0|0.0|0.421875|0.0|0.3169291317462921|0.3671875|1.0|0.0|0.0|0.0|0.359375|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.761904776096344|1.0|0.5|0.0|0.0|0.7857142686843872|0.0|0.5|0.5|0.0|0.6904761791229248|0.4296875|0.5|0.0390625|1.0|0.0|0.0|0.0|0.2222222238779068|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3203125|0.0|0.0|0.375|0.0|0.3671875|0.265625|1.0|0.0|0.0|0.0|0.2265625|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.5158730149269104|0.0|2.0|0.5|0.34375|0.3671875|1.0|0.5|0.0|0.0|1.0|0.0|0.5555555820465088|0.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.0|0.5317460298538208|0.0|1.0|0.7777777910232544|0.4140625|1.0|48.0|0.5|0.0|0.5317460298538208|0.5|0.0|0.6875|0.0390625|1.0|0.5|0.8015872836112976|0.0|0.0|1.0|0.3515625|0.0|1.0|0.0|1.0|0.5952380895614624|0.7301587462425232|0.0|-1.0|1.0|0.3515625|0.0|1.0|0.0|0.5|0.3529411554336548|0.296875|0.4117647409439087|0.328125|0.5|0.5|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.484375|1.0|0.0|0.0|0.09375|0.296875|0.0|0.296875|1.0|0.484375|3.0|0.32255566120147705
Fifth Pad:0.0|0.0|0.0|0.0|0.03125|0.0|0.0|0.0|0.828125|1.0|1.0|0.0|0.0|0.0|0.7890625|1.0|0.53125|0.0|0.0|0.5546875|0.625|1.0|0.0|0.0|0.0|0.75|1.0|0.21875|0.0|0.0|0.4761904776096344|1.0|0.5|0.0|0.0|0.5158730149269104|1.0|0.5|0.5|5.0|0.5079365372657776|0.578125|-0.015625|0.34375|1.0|0.1875|0.125|0.0|0.380952388048172|0.6484375|0.0|0.0|0.5634920597076416|0.46875|0.0|0.078125|1.0|0.0625|0.34375|0.0|0.2698412835597992|0.0|0.0|0.203125|0.0|0.296875|0.4140625|1.0|0.0|0.0|0.0|0.59375|1.0|0.796875|0.0|0.0|0.0|0.8125|1.0|0.0|0.0|0.0|0.671875|1.0|0.0|0.0|1.0|0.0|1.0|0.3515625|1.0|0.5|0.0|0.0|1.0|0.5|0.0|0.0|0.0|13.0|0.420634925365448|0.0|0.0|0.0|1.0|0.5|0.453125|1.0|3.0|9.0|0.5|1.0|0.5|1.0|0.0078125|0.0|48.0|0.5|0.25|0.65625|0.5|0.0|0.0|0.0|0.8515625|0.5278124809265137|0.6796875|0.0|1.0|1.0|0.890625|0.0|2.0|0.0|0.5546875|0.49000000953674316|0.703125|0.0|0.0|1.0|0.5|5.0|2.0|0.0|0.5|0.029411764815449715|0.9296875|0.0|0.9299362897872925|0.125|0.28125|1.0|3.0|0.0|0.5|0.5|0.0|0.0|0.0|0.25|1.0|1.0|0.7465624809265137|0.0|0.0|0.0|0.0|1.0|0.3359375|5.0|0.500403106212616
Fourths Lead:0.0|0.0|0.234375|0.0|0.0|0.0|0.06201171875|0.0|0.16282817721366882|0.8909090757369995|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.125|0.0|0.841269850730896|1.0|0.5|0.0|0.0|0.8690000176429749|0.0|0.5|0.5|0.0|0.31496062874794006|0.703125|0.140625|0.0|1.0|0.0|0.0|-0.171875|0.25826770067214966|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.05300900340080261|0.0|0.0|0.290909081697464|1.0|0.0|1.0|0.0|0.0428764745593071|1.0|0.9272727370262146|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|0.0|0.0|0.6000000238418579|1.0|0.0|1.0|1.0|1.0|0.4220471978187561|0.0|2.0|0.5|0.0|0.0|1.0|0.5|0.0|0.0|0.0|7.0|0.5|1.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|13.0|0.5|0.0|0.5|0.0873015895485878|0.8062000274658203|0.0|48.0|0.5|0.0|0.59375|0.5|0.0|0.25|0.0|1.0|0.4444444477558136|0.8062000274658203|0.0|0.0|1.0|1.0|0.0|0.0|-1.0|1.0|0.5952380895614624|0.796875|0.0|0.0|1.0|0.84375|5.0|2.0|1.0|0.4166666865348816|0.0|0.5|0.0|0.5|0.171875|0.5|1.0|0.0|0.0|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5859375|0.0|0.0|0.0|1.0|0.546875|0.0|0.4541270136833191
