@params:LFO 1 Amt A|LFO 1 Amt B|LFO 1 Depth|LFO 1 Depth < Vel|LFO 1 Dest A|LFO 1 Dest B|LFO 1 Offset|LFO 1 On/Off|LFO 1 Rate|LFO 1 Rate < Key|LFO 1 Retrigger|LFO 1 Shape|LFO 1 Sync|LFO 1 Sync Rate|LFO 2 Amt A|LFO 2 Amt B|LFO 2 Depth|LFO 2 Depth < Vel|LFO 2 Dest A|LFO 2 Dest B|LFO 2 Offset|LFO 2 On/Off|LFO 2 Rate|LFO 2 Rate < Key|LFO 2 Retrigger|LFO 2 Shape|LFO 2 Sync|LFO 2 Sync Rate|MW Amt A|MW Amt B|MW Dest A|MW Dest B|Mallet Noise Amount|Mallet Noise Amount < Key|Mallet Noise Amount < Vel|Mallet Noise Color|Mallet On/Off|Mallet Stiffness|Mallet Stiffness < Key|Mallet Stiffness < Vel|Mallet Volume|Mallet Volume < Key|Mallet Volume < Vel|Noise Attack|Noise Decay|Noise Filter Freq|Noise Filter Q|Noise Filter Type|Noise Freq < Env|Noise Freq < Key|Noise Freq < Vel|Noise On/Off|Noise Release|Noise Sustain|Noise Volume|Noise Volume < Key|Noise Volume < Vel|Note PB Range|PB Amt A|PB Dest A|PB Range|Press Amt A|Press Amt B|Press Dest A|Press Dest B|Res 1 Bleed|Res 1 Brightness|Res 1 Decay|Res 1 Decay < Key|Res 1 Decay < Vel|Res 1 Fine Tune|Res 1 Hit|Res 1 Hit < Random|Res 1 Inharmonics|Res 1 Inharmonics < Vel|Res 1 Listening L|Res 1 Listening R|Res 1 Material|Res 1 Material < Key|Res 1 Material < Vel|Res 1 Off Decay|Res 1 On/Off|Res 1 Opening|Res 1 Opening < Vel|Res 1 Pan|Res 1 Pan < Key|Res 1 Pitch Env.|Res 1 Pitch Env. < Vel|Res 1 Pitch Env. Time|Res 1 Quality|Res 1 Radius|Res 1 Radius < Key|Res 1 Radius < Vel|Res 1 Ratio|Res 1 Tune|Res 1 Tune < Key|Res 1 Type|Res 1 Volume|Res 2 Bleed|Res 2 Brightness|Res 2 Decay|Res 2 Decay < Key|Res 2 Decay < Vel|Res 2 Fine Tune|Res 2 Hit|Res 2 Hit < Random|Res 2 Inharmonics|Res 2 Inharmonics < Vel|Res 2 Listening L|Res 2 Listening R|Res 2 Material|Res 2 Material < Key|Res 2 Material < Vel|Res 2 Off Decay|Res 2 On/Off|Res 2 Opening|Res 2 Opening < Vel|Res 2 Pan|Res 2 Pan < Key|Res 2 Pitch Env.|Res 2 Pitch Env. < Vel|Res 2 Pitch Env. Time|Res 2 Quality|Res 2 Radius|Res 2 Radius < Key|Res 2 Radius < Vel|Res 2 Ratio|Res 2 Tune|Res 2 Tune < Key|Res 2 Type|Res 2 Volume|Retrigger|Slide Amt A|Slide Amt B|Slide Dest A|Slide Dest B|Structure|Voices|Volume
Bells Atack:3.515625|0.3125|0.5|0.0|6.0|1.0|0.0|1.0|0.5|0.0|1.0|0.0|1.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.81640625|0.0|4.881889820098877|0.36220473051071167|1.0|0.4609375|0.0|4.0625|0.5634920597076416|0.0|3.417322874069214|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|1.328125|2.5|15.0|0.0|0.0|0.0|0.6525508165359497|0.0|0.0|0.0|0.36220473051071167|0.21875|1.0|0.7086614370346069|0.2777777910232544|0.8999999761581421|-1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.0|0.0|1.0|4.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|0.0|0.5|1.0|2.5|2.5|0.0|0.0|0.0|3.0|0.9285714030265808
Bells Deep:2.5|2.5|0.2109375|0.0|6.0|0.0|22.5|1.0|0.578125|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.9609375|0.0|11.0|0.0|0.0|0.0|0.4765625|0.0|1.0|2.0|0.0|4.0|2.5|2.5|0.0|0.0|0.4682539701461792|0.0|5.0|0.095238097012043|1.0|0.4585193693637848|0.0|3.828125|0.6428571343421936|0.0|3.75|0.04838709533214569|0.234375|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.4841269850730896|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|15.0|14.0|0.6507936716079712|0.6507936716079712|0.671875|-0.4375|0.859375|0.0|0.4920634925365448|0.2890625|1.0|0.0|0.920634925365448|0.2936508059501648|-0.859375|0.0|0.0|0.0|1.0|0.0|0.0|-0.20000000298023224|0.0|0.0|0.0|0.0|3.0|0.375|0.0|0.0|0.4920634925365448|0.0|1.0|2.0|0.8046875|0.5|1.0|0.1875|0.0|2.109375|0.0|0.6507936716079712|0.765625|1.0|0.0|0.4682539701461792|0.8888888955116272|-1.0|0.0|-5.0|0.0|1.0|1.0|0.0|-0.20000000298023224|0.0|0.0|0.0|0.0|3.0|0.5|0.0|0.0|0.3203125|24.0|1.0|2.0|0.3571428656578064|1.0|2.5|2.5|0.0|0.0|1.0|4.0|0.24190478026866913
Bells Glass:2.5|2.5|0.234375|0.0|6.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.6904761791229248|0.0|5.0|0.29133859276771545|1.0|0.6692913174629211|0.0|3.6499998569488525|0.579365074634552|-0.0337500125169754|3.8999998569488525|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.2698412835597992|0.6214988827705383|-0.34375|0.0|0.0|0.16535432636737823|0.0|1.0|0.0|0.10000000149011612|0.8999999761581421|-0.703125|0.0625|0.0|0.0|1.0|1.0|0.0|0.11111116409301758|0.0|0.0|0.0|0.5|1.0|0.5|0.0|0.0|0.0|0.0|1.0|2.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|0.0|0.5|1.0|2.5|2.5|0.0|0.0|1.0|2.0|0.7936508059501648
Bells Mellow:2.8125|2.5|0.5|0.0|13.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|4.0|3.4375|2.5|0.9609375|0.0|0.0|0.0|0.0|0.0|0.4765625|0.0|1.0|6.0|0.0|4.0|2.5|2.5|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.7265625|0.0|0.0|0.5396825671195984|0.0|5.0|0.09677419066429138|0.5625|0.7941176295280457|0.3684210479259491|0.0|0.0|1.34375|0.0|0.0|0.40625|0.0|0.5396825671195984|0.0|5.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.3534846305847168|0.4603174924850464|0.6722405552864075|-0.375|0.859375|0.0|0.9375|0.0|0.0|5.0|0.5952380895614624|0.4761904776096344|-1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.375|0.0|0.0|1.0|0.0|1.0|3.0|0.3650793731212616|0.0317460335791111|-0.8730158805847168|0.28125|-1.28125|0.0|0.0|1.0|1.0|0.01587301678955555|3.046875|0.453125|0.7301587462425232|-1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.1587301641702652|3.75|0.0555555559694767|3.0|0.90625|0.0|0.0|0.0|12.0|2.0|3.0|0.2142857164144516|0.0|2.5|2.5|0.0|0.0|1.0|5.0|0.4444444477558136
Bells Random:2.890625|2.5|1.0|0.0|13.0|0.0|19.6875|0.0|0.78125|0.0|1.0|0.0|0.0|4.0|1.09375|2.5|1.0|0.0|6.0|0.0|0.0|0.0|0.78125|0.0|1.0|0.0|0.0|4.0|5.0|2.5|0.0|0.0|0.3174603283405304|0.0|4.453125|0.5714285969734192|1.0|0.7698412537574768|0.0|2.265625|0.658730149269104|0.0|3.984375|0.0|0.28125|0.7421875|0.375|0.0|1.484375|0.0|0.0|1.0|0.203125|0.0|0.738095223903656|0.0|1.5625|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.20634925365447998|0.484375|0.0|4.21875|0.0|0.8015872836112976|1.0|0.03125|0.0|0.2539682686328888|0.421875|-1.0|0.0|1.328125|0.484375|0.0|0.02380952425301075|0.390625|0.0|0.0|0.0|0.0|0.0|0.0|0.796875|0.0|0.0|1.0|0.0|1.0|1.0|0.2857142984867096|0.0|0.9375|0.59375|0.0|4.765625|0.0|1.0|0.6171875|1.0|-4.296875|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.546875|2.0|0.90625|0.0|0.0|0.0|-12.0|1.0|0.0|0.5317460298538208|1.0|2.5|2.5|0.0|0.0|1.0|3.0|0.230158731341362
Carrolionica:5.0|2.5|0.28125|2.8125|2.0|0.0|0.0|1.0|0.5|0.0|1.0|4.0|1.0|19.0|2.5|2.5|0.171875|0.0|3.0|0.0|0.0|1.0|0.828125|0.0|1.0|1.0|1.0|15.0|2.5|2.5|0.0|0.0|0.5|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.5|0.0|0.0|0.3709677457809448|0.8064516186714172|0.5|0.0|0.0|0.0|0.0|2.25|1.0|0.5322580933570862|1.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.523809552192688|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|12.0|1.0|4.0|0.5|0.0|0.0|0.5368421077728271|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.02127659320831299|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.7047892212867737
Ceremonial Chime:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|3.203125|0.5|1.0|0.5|0.0|0.15625|0.5|0.0|3.90625|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|2.0|2.5|2.5|0.0|0.0|0.0|0.0|0.42105263471603394|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.3191488981246948|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|7.0|1.0|0.0|0.5|0.0|-0.2698413133621216|0.378947377204895|0.0|0.0|0.0|0.5|0.0|0.1904761791229248|0.0|0.10000000149011612|0.8999999761581421|-0.27659571170806885|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0317460298538208|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.4817460775375366
Coastal Bones Marimba:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|1.399999976158142|2.5|5.0|0.0|0.2578125|0.75|3.7795276641845703|0.8095238208770752|1.0|0.738095223903656|0.6875|3.984375|0.9682539701461792|0.5|3.7795276641845703|0.0|0.9453125|0.4485294222831726|0.0|1.0|4.375|0.53125|-8.0|0.0|0.20000000298023224|0.7421875|0.7142857313156128|2.0|3.90625|48.0|2.5|0.0|5.0|0.0|2.5|0.0|0.0|0.5952380895614624|0.3333333730697632|0.75789475440979|0.59375|0.0|2.0|0.4920634925365448|0.96875|-1.0|0.0|0.6484375|0.523809552192688|0.23404252529144287|1.28125|0.9375|0.2734375|1.0|1.0|0.0|0.390625|0.0|0.0|0.390625|0.7936508059501648|2.0|0.5|0.0|0.0|0.6111111044883728|0.0|1.0|3.0|0.3095238208770752|0.0|-0.523809552192688|0.2526315748691559|-0.40625|0.0|0.0|0.0634920671582222|0.0|0.0|0.0|0.10000000149011612|0.8730158805847168|0.27659571170806885|0.0|-3.359375|0.0859375|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.0|12.0|1.0|1.0|0.4523809552192688|0.0|2.5|2.5|0.0|0.0|0.0|3.0|0.190476194024086
Construktion:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|0.0|0.5|1.0|0.5|0.0|0.0|0.5|0.0|1.71875|0.20967741310596466|0.30645161867141724|0.5|0.0|0.0|0.0|0.0|6.25|1.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.2857142686843872|0.3515625|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.7021276354789734|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|12.0|1.0|3.0|0.5|0.0|0.04761910438537598|0.296875|0.0|0.0|0.0|0.5|0.0|0.0|0.46875|0.10000000149011612|0.8999999761581421|-0.44680851697921753|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|-0.1111111044883728|0.0|0.5|2.0|0.5|0.0|0.0|0.0|-12.0|1.0|0.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.8095238208770752
Detuned Lark:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.2222222238779068|0.1875|0.0|0.7936508059501648|1.0|0.460317462682724|0.0|0.0|0.7460317611694336|0.0|0.0|0.0|0.5322580933570862|0.6911764740943909|1.0|2.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.3095238208770752|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.6031746864318848|0.5859375|0.8125|0.0|0.0|0.5|0.0|1.0|0.0|0.3968254029750824|0.8999999761581421|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.634920597076416|0.0|0.2539682686328888|2.0|1.0|2.0|0.0|0.0|-48.0|1.0|1.0|1.0|0.0|0.6031746864318848|0.5859375|0.9375|0.0|40.0|0.5|0.0|1.0|0.0|0.3968254029750824|0.8999999761581421|0.25|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|1.0|2.0|0.0|0.0|2.0|1.0|5.0|0.296875|1.0|2.5|2.5|0.0|0.0|1.0|2.0|1.0
Digital String:1.25|2.5|0.328125|2.5|13.0|0.0|0.0|0.0|0.6875|0.0|1.0|2.0|0.0|4.0|5.0|2.5|1.0|0.0|6.0|0.0|0.0|0.0|0.59375|0.0|1.0|6.0|0.0|4.0|2.5|2.5|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.761904776096344|0.0|3.203125|0.609375|0.0|5.0|0.28125|0.4032258093357086|0.7941176295280457|0.3684210479259491|1.0|0.0|1.34375|0.0|0.0|0.40625|0.0|0.420634925365448|0.0|5.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.6746031641960144|-0.238095223903656|0.4921875|-0.46875|2.109375|0.0|0.682539701461792|0.0|0.0|0.0|0.6875|0.3174603283405304|-0.515625|-0.25|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.007936508394777775|2.0|0.375|0.0|0.0|1.0|0.0|1.0|2.0|0.4047619104385376|0.0|-0.3333333730697632|0.515625|0.40625|0.0|0.0|0.0|0.0|0.0|0.0|0.4126984179019928|0.9920634627342224|-0.359375|-0.59375|1.328125|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0555555559694767|3.0|0.90625|0.0|0.0|0.0|12.0|1.0|2.0|0.30158731341362|1.0|2.5|2.5|0.0|0.0|1.0|2.0|0.2380952388048172
Drum Circle:5.0|2.5|1.0|0.0|3.0|0.0|0.0|1.0|0.5|0.0|1.0|4.0|1.0|15.0|2.8125|2.5|1.0|0.0|3.0|0.0|0.0|1.0|0.5|0.0|1.0|4.0|1.0|13.0|2.5|2.5|0.0|0.0|0.5|0.0|3.984375|0.5|1.0|0.5|0.0|0.0|0.5555555820465088|0.0|5.0|0.0|0.27419355511665344|0.3529411852359772|0.18421052396297455|0.0|0.0|0.0|0.0|1.0|0.32258063554763794|0.5476190447807312|0.5|0.0|0.0|48.0|2.5|0.0|2.0|2.5|2.5|0.0|0.0|0.0|0.0|0.3684210479259491|0.0|0.0|0.0|0.2936508059501648|0.0|0.3968254327774048|0.0|0.10000000149011612|0.8999999761581421|-0.23404252529144287|-0.1875|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|-12.0|1.0|3.0|0.5|0.0|0.671875|0.38947367668151855|0.0|0.0|0.0|0.6269841194152832|0.0|0.234375|0.0|0.10000000149011612|0.8999999761581421|-0.6595744490623474|-1.03125|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.579365074634552|-12.0|1.0|3.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.3253968358039856
Dulcimerverb:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|3.59375|0.5|1.0|0.5|0.0|0.0|0.5390625|0.0|1.40625|0.0|0.6935483813285828|0.44117647409439087|0.21052631735801697|0.0|0.0|0.0|2.75|1.0|0.6451612710952759|0.9523809552192688|0.3968254029750824|0.0|0.0|48.0|2.5|0.0|2.0|2.5|2.5|0.0|0.0|0.8571428656578064|-0.359375|0.6947368383407593|0.0|0.0|-10.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.27659571170806885|-0.46875|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.07936513423919678|0.0|0.380952388048172|2.0|0.5|0.0|0.0|0.0|-12.0|1.0|2.0|0.5|0.0|0.3809523582458496|0.5|0.0|0.0|10.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.078125|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|-12.0|1.0|2.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|4.0|0.5828571915626526
Dynamic Wind:0.546875|2.5|0.390625|2.8125|2.0|0.0|0.0|1.0|0.5|0.0|1.0|6.0|1.0|17.0|0.3125|2.5|0.3515625|0.625|4.0|0.0|0.0|1.0|0.8515625|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.5|0.0|0.0|0.27419355511665344|0.5|0.3235294222831726|0.44736841320991516|0.0|0.0|0.0|4.375|1.0|0.20000000298023224|0.8333333134651184|0.7222222089767456|0.0|0.0|48.0|2.5|0.0|2.0|2.5|2.5|0.0|0.0|0.0|0.0|0.25|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.609375|0.0|0.9375|0.0|1.0|1.0|6.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|1.0|1.0|0.0|0.5|0.0|2.5|2.5|0.0|0.0|0.0|2.0|0.6669840812683105
E-Piano Dreamy:5.0|4.140625|0.609375|0.0|2.0|0.0|0.0|1.0|0.4140625|0.0|1.0|6.0|0.0|4.0|1.25|2.5|0.4453125|0.0|11.0|0.0|0.0|1.0|0.71875|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.0|0.0|3.90625|1.0|1.0|0.6796875|-0.90625|0.0|0.6428571343421936|0.0|2.734375|0.4140625|0.2578125|0.4375|1.0|2.0|0.0|0.0|0.0|1.0|0.75|0.9609375|0.1984127014875412|0.0|0.0|0.0|2.5|0.0|5.0|1.328125|2.5|16.0|17.0|0.8809523582458496|0.4761904776096344|0.6875|0.0|0.0|0.0|0.0|0.0|0.3492063581943512|0.0|0.5079365372657776|0.9841269850730896|-1.0|0.0|0.390625|0.625|1.0|0.0|0.0|-0.23174604773521423|0.0|0.0|0.0|0.0|1.0|0.375|0.0|0.0|0.4920634925365448|24.0|1.0|1.0|0.3333333432674408|0.0|0.0|0.7109375|0.0|0.0|0.0|0.7578125|0.2890625|0.0|0.0|0.25|1.0|-0.3617021143436432|0.0|0.0|0.0|1.0|1.0|0.0|0.35555559396743774|0.0|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.3203125|0.0|1.0|2.0|0.4523809552192688|1.0|2.5|2.5|0.0|0.0|1.0|6.0|0.31539684534072876
Electric Bass:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.523809552192688|-0.25|0.0|0.421875|1.0|0.5234375|0.0|0.9375|0.59375|0.0|1.796875|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|2.0|2.5|2.5|0.0|0.0|0.0|-0.5555555820465088|0.4609375|-0.40625|0.0|0.0|0.460317462682724|0.0|0.0952380895614624|0.703125|0.10000000149011612|0.8999999761581421|-0.40425533056259155|0.03125|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0317460298538208|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|2.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|0.0|0.5|0.0|2.5|2.5|0.0|0.0|0.0|6.0|0.4620635211467743
Engine Failure:3.4375|2.5|0.5|0.0|2.0|12.0|0.0|1.0|0.9765625|0.0|1.0|0.0|0.0|13.0|2.5|3.59375|0.5|0.0|14.0|12.0|0.0|1.0|0.5|0.0|1.0|0.0|1.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|0.5322580933570862|0.5|0.0|0.0|0.0|0.0|0.0|1.0|0.6290322542190552|1.0|0.6746031641960144|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|1.0|0.5|0.0|0.546875|0.0|0.5|0.0|0.6666667461395264|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|2.5|0.0|1.0|1.0|0.0|-0.2063491940498352|0.0|-1.0|0.0|1.0|2.0|0.5|0.0|0.0|0.0|-24.0|1.0|2.0|0.5|0.0|0.0|0.5|0.0|2.8125|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.203125|0.0|-1.0|0.0|1.0|2.0|0.5|0.0|0.0|0.0|0.0|1.0|5.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|1.0|0.898888885974884
Flick Hit:5.0|5.0|1.0|0.0|13.0|2.0|0.0|1.0|0.796875|0.0|1.0|2.0|1.0|21.0|5.0|-0.3125|1.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|1.0|1.0|21.0|2.5|2.5|0.0|0.0|0.7222222089767456|0.0|0.0|0.0|1.0|0.0396825410425663|0.0|0.0|0.578125|0.0|0.0|0.0|0.4032258093357086|0.875|0.5526315569877625|3.0|0.0|0.0|0.0|1.0|0.20000000298023224|0.0|0.4920634925365448|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|-1.0|0.3828125|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.5859375|0.0|0.921875|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|1.0|-12.0|1.0|5.0|0.4920634925365448|0.0|0.4603174924850464|0.3671875|0.0|0.0|0.0|0.0|0.0|0.9841270446777344|0.0|0.738095223903656|0.3253968358039856|-0.25|0.0|0.0|0.0|1.0|0.2380952388048172|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.421875|0.0|0.0|0.460317462682724|-12.0|1.0|3.0|0.5317460298538208|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.13531246781349182
Fuzzy Pan Steel:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.0|0.0|0.0|0.5|1.0|0.9285714030265808|0.0|0.0|0.6984127163887024|0.0|0.0|0.0|0.5967742204666138|0.47058823704719543|0.0|0.0|0.0|0.0|0.0|1.0|0.12903225421905518|0.0|0.0|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.5368421077728271|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.8723404407501221|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5744680762290955|0.0|0.0|0.0|0.0|1.0|5.0|0.6640625|0.0|0.0|0.3263157904148102|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.8723404407501221|0.0|0.0|0.0|1.0|0.7222222089767456|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.3404255211353302|0.0|0.0|0.0|-12.0|1.0|5.0|0.2777777910232544|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.6349206566810608
