@params:LFO 1 Amt A|LFO 1 Amt B|LFO 1 Depth|LFO 1 Depth < Vel|LFO 1 Dest A|LFO 1 Dest B|LFO 1 Offset|LFO 1 On/Off|LFO 1 Rate|LFO 1 Rate < Key|LFO 1 Retrigger|LFO 1 Shape|LFO 1 Sync|LFO 1 Sync Rate|LFO 2 Amt A|LFO 2 Amt B|LFO 2 Depth|LFO 2 Depth < Vel|LFO 2 Dest A|LFO 2 Dest B|LFO 2 Offset|LFO 2 On/Off|LFO 2 Rate|LFO 2 Rate < Key|LFO 2 Retrigger|LFO 2 Shape|LFO 2 Sync|LFO 2 Sync Rate|MW Amt A|MW Amt B|MW Dest A|MW Dest B|Mallet Noise Amount|Mallet Noise Amount < Key|Mallet Noise Amount < Vel|Mallet Noise Color|Mallet On/Off|Mallet Stiffness|Mallet Stiffness < Key|Mallet Stiffness < Vel|Mallet Volume|Mallet Volume < Key|Mallet Volume < Vel|Noise Attack|Noise Decay|Noise Filter Freq|Noise Filter Q|Noise Filter Type|Noise Freq < Env|Noise Freq < Key|Noise Freq < Vel|Noise On/Off|Noise Release|Noise Sustain|Noise Volume|Noise Volume < Key|Noise Volume < Vel|Note PB Range|PB Amt A|PB Dest A|PB Range|Press Amt A|Press Amt B|Press Dest A|Press Dest B|Res 1 Bleed|Res 1 Brightness|Res 1 Decay|Res 1 Decay < Key|Res 1 Decay < Vel|Res 1 Fine Tune|Res 1 Hit|Res 1 Hit < Random|Res 1 Inharmonics|Res 1 Inharmonics < Vel|Res 1 Listening L|Res 1 Listening R|Res 1 Material|Res 1 Material < Key|Res 1 Material < Vel|Res 1 Off Decay|Res 1 On/Off|Res 1 Opening|Res 1 Opening < Vel|Res 1 Pan|Res 1 Pan < Key|Res 1 Pitch Env.|Res 1 Pitch Env. < Vel|Res 1 Pitch Env. Time|Res 1 Quality|Res 1 Radius|Res 1 Radius < Key|Res 1 Radius < Vel|Res 1 Ratio|Res 1 Tune|Res 1 Tune < Key|Res 1 Type|Res 1 Volume|Res 2 Bleed|Res 2 Brightness|Res 2 Decay|Res 2 Decay < Key|Res 2 Decay < Vel|Res 2 Fine Tune|Res 2 Hit|Res 2 Hit < Random|Res 2 Inharmonics|Res 2 Inharmonics < Vel|Res 2 Listening L|Res 2 Listening R|Res 2 Material|Res 2 Material < Key|Res 2 Material < Vel|Res 2 Off Decay|Res 2 On/Off|Res 2 Opening|Res 2 Opening < Vel|Res 2 Pan|Res 2 Pan < Key|Res 2 Pitch Env.|Res 2 Pitch Env. < Vel|Res 2 Pitch Env. Time|Res 2 Quality|Res 2 Radius|Res 2 Radius < Key|Res 2 Radius < Vel|Res 2 Ratio|Res 2 Tune|Res 2 Tune < Key|Res 2 Type|Res 2 Volume|Retrigger|Slide Amt A|Slide Amt B|Slide Dest A|Slide Dest B|Structure|Voices|Volume
Glockenspiel Basic:0.0|2.5|0.75|0.0|13.0|0.0|25.3125|1.0|0.7890625|0.0|1.0|0.0|0.0|4.0|1.09375|2.5|0.0|0.0|11.0|0.0|0.0|1.0|0.6953125|0.0|1.0|0.0|0.0|4.0|5.0|2.5|0.0|0.0|0.5714285969734192|0.0|2.34375|0.7777777910232544|1.0|0.6507936716079712|0.0|4.0625|0.5555555820465088|0.0|5.0|0.0|0.203125|0.6875|1.0|0.0|0.0|0.0|0.0|1.0|0.3515625|0.0|0.6984127163887024|0.0|1.171875|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|1.0|1.0|0.703125|-0.6875|0.0|0.0|0.0|1.0|0.0|0.0|0.25|0.2936508059501648|-1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.375|0.0|0.0|1.0|12.0|1.0|0.0|0.6328125|0.8253968358039856|1.0|0.375|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.140625|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.90625|0.0|0.0|0.0|0.0|1.0|0.0|0.3174603283405304|1.0|2.5|2.5|0.0|0.0|1.0|2.0|0.3333333432674408
Glockenspiel Detuned:0.0|2.5|0.75|0.0|13.0|0.0|25.3125|1.0|0.7890625|0.0|1.0|0.0|0.0|4.0|1.09375|2.5|0.0|0.0|11.0|0.0|0.0|1.0|0.6953125|0.0|1.0|0.0|0.0|4.0|5.0|2.5|0.0|0.0|0.5714285969734192|0.0|2.34375|0.7777777910232544|1.0|0.6507936716079712|0.0|4.0625|0.5555555820465088|0.0|5.0|0.0|0.203125|0.140625|0.4921875|1.0|0.0|0.0|0.0|1.0|0.3515625|0.0|0.6666666865348816|0.0|1.171875|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.2539682686328888|1.0|0.6015625|0.46875|0.0|0.0|0.0|0.3203125|0.0|0.0|1.0|0.261904776096344|-1.0|-0.3125|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.375|0.0|0.0|1.0|12.0|1.0|0.0|0.6349206566810608|0.0|-1.0|0.6796875|0.0|0.0|0.0|0.5873016119003296|0.0|0.0|0.0|0.5396825671195984|0.625|-0.25|0.0|0.0|0.3671875|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.90625|0.0|0.0|0.0|0.0|1.0|1.0|0.7301587462425232|1.0|2.5|2.5|0.0|0.0|1.0|2.0|0.2522222399711609
Grandfather Clock:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|2.96875|0.5|1.0|0.5|0.0|0.0|0.5|0.0|1.796875|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.7157894968986511|0.0|0.0|10.0|0.5|0.0|0.2539682388305664|0.0|0.10000000149011612|0.8999999761581421|0.02127659320831299|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.0|0.0|0.7157894968986511|0.0|0.0|-15.0|0.5|0.0|-0.4126983880996704|0.0|0.10000000149011612|0.8999999761581421|0.06382977962493896|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|0.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.6246032118797302
High Pad:5.0|2.5|0.5|0.0|7.0|0.0|0.0|0.0|0.7265625|0.0|1.0|5.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|5.0|0.3125|9.0|8.0|0.0|0.0|0.0|0.6484375|1.0|0.6984126567840576|0.8125|2.1875|0.0|0.0|2.1875|0.7765376567840576|0.8548387289047241|0.5625|0.15625|0.0|0.0|0.0|0.0|1.0|0.7109375|1.0|0.5158730149269104|0.0|2.34375|48.0|0.78125|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.04761910438537598|0.5684210658073425|0.0|0.0|0.0|0.5396825671195984|0.3984375|0.317460298538208|0.0|0.5|1.0|0.109375|0.21875|0.0|0.0|1.0|1.0|0.0|0.03999999910593033|0.0|0.0|0.0|0.6746031641960144|1.0|0.359375|0.0|0.0|0.0|0.0|1.0|4.0|0.460317462682724|0.0|0.15873026847839355|0.2631579041481018|0.0|0.0|0.0|0.7460317611694336|0.140625|0.0|0.0|0.3828125|0.8888888955116272|0.1875|0.0|0.0|0.0|1.0|0.6746031641960144|1.015625|0.03999999910593033|0.0|0.0|0.0|0.5|1.0|0.1171875|0.0|0.0|0.0|0.0|1.0|3.0|0.4089781939983368|1.0|2.5|2.5|0.0|0.0|1.0|4.0|0.8333333134651184
Hold it now:5.0|5.0|1.0|0.0|13.0|2.0|0.0|1.0|0.796875|0.0|1.0|1.0|1.0|17.0|2.65625|2.5|0.359375|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|1.0|17.0|2.5|2.5|0.0|0.0|0.5476190447807312|0.0|0.0|0.01587301678955555|1.0|0.0|0.0|0.0|0.578125|0.0|0.0|0.0|0.774193525314331|1.0|0.5263158082962036|3.0|0.0|0.0|0.0|1.0|0.20000000298023224|0.0|0.4126984179019928|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|-1.0|0.671875|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.5859375|0.0|0.921875|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|1.0|0.0|1.0|5.0|0.5158730149269104|0.817460298538208|-0.920634925365448|0.015625|0.0|0.0|0.0|0.0317460335791111|0.0|-1.0|0.0|0.8333333134651184|0.3253968358039856|1.0|0.0|0.0|0.0|0.0|0.2380952388048172|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.421875|0.0|0.0|0.460317462682724|12.0|1.0|3.0|0.3968254029750824|0.0|2.5|2.5|0.0|0.0|0.0|2.0|0.13285714387893677
Magic Orchestral Bell:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|1.25|0.5|1.0|0.5|0.0|0.859375|0.5|0.0|3.515625|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.1269841194152832|0.078125|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.015625|1.796875|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|0.0|0.5|0.0|0.0|0.5|0.0|0.0|0.0|0.5|0.0|0.3809523582458496|0.0|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|4.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.47478944063186646
Make A Deal Spiel:1.484375|2.5|0.5|0.0|1.0|0.0|0.0|1.0|0.4375|0.0|1.0|2.0|1.0|6.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.6428571343421936|0.0|0.0|0.5555555820465088|1.0|0.5952380895614624|0.0|0.0|0.578125|0.0|0.0|0.0|0.4032258093357086|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.8809523582458496|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.5473684072494507|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.5744681358337402|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.4841269850730896|0.0|0.0317460298538208|0.6947368383407593|0.0|0.0|-14.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.7021276354789734|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|-12.0|1.0|1.0|0.6269841194152832|0.0|2.5|2.5|0.0|0.0|1.0|4.0|0.7577778100967407
Marimba Classic:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|13.0|0.0|0.3492063581943512|0.0|3.7795276641845703|0.5158730149269104|1.0|0.9365079402923584|-0.21875|0.625|1.0|-0.90625|3.7795276641845703|0.0|0.28125|0.43382352590560913|0.6953125|1.0|0.0|0.0|0.0|1.0|0.20000000298023224|0.0|0.5118110179901123|0.0|3.7795276641845703|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.171875|0.0|0.5275590419769287|-0.5|0.0|0.0|0.5952380895614624|0.1328125|0.007874011993408203|0.546875|0.1796875|0.8999999761581421|-1.0|0.0|0.19999980926513672|0.296875|1.0|1.0|0.0|0.03999999910593033|0.0|0.0063492064364254475|0.390625|0.4126984179019928|0.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.0|0.0|0.4453125|-0.40625|0.0|0.0|0.0634920671582222|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-1.0|0.0|0.0|0.3984375|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5|0.0|0.0|0.0|12.0|1.0|1.0|0.6269841194152832|1.0|2.5|2.5|0.0|0.0|0.0|6.0|0.27562499046325684
Marimba Glassy:-0.3125|2.5|0.5|0.0|13.0|0.0|0.0|0.0|0.671875|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.7007874250411987|-1.34375|0.0|0.6349206566810608|1.0|0.6357886791229248|-0.46875|0.7972440719604492|0.8888888955116272|-0.84375|3.188976287841797|0.15625|0.6459609866142273|0.36985787749290466|0.25|2.0|5.0|0.5|0.0|0.0|0.6459609866142273|0.0|0.0|-1.125|3.188976287841797|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.65625|-0.8125|0.9566929340362549|0.0|0.5|0.0|0.0|0.0|0.5158730149269104|0.4444444477558136|-1.0|0.0|0.0|0.1835317313671112|1.0|1.0|0.0|0.0|0.6000000238418579|0.0|0.0|0.5|1.0|0.5531914830207825|0.0|3.4375|0.0|0.0|1.0|1.0|0.5|0.0|0.0|0.9473684430122375|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.6170212626457214|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|6.0|0.4841269850730896|1.0|2.5|2.5|0.0|0.0|0.0|3.0|0.14873015880584717
Marimba Sustained:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.8253968358039856|0.0|0.0|0.5879364609718323|0.0|1.496875286102295|0.0|0.20000000298023224|0.7279411554336548|0.3684210479259491|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.2777777910232544|0.095238097012043|0.5859375|-1.2737500667572021|0.0|0.0|0.5|0.4375|0.0634920671582222|0.0|0.2578125|0.9682539701461792|-0.96875|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.2777777910232544|0.095238097012043|0.5859375|-1.2737500667572021|0.0|0.0|0.5|0.4375|0.0634920671582222|0.0|0.2578125|0.9682539701461792|-0.96875|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|0.0|1.0|1.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|4.0|0.7125396728515625
Maytage Plucks:2.5|2.5|0.203125|0.0|6.0|0.0|0.0|1.0|0.3515625|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.2109375|0.0|11.0|0.0|90.0|1.0|0.3046875|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.0|0.0|0.0|0.7063491940498352|1.0|0.7301587462425232|0.0|2.5|0.8359375|0.0|0.0|0.8387096524238586|0.774193525314331|0.5735294222831726|0.34210526943206787|0.0|0.0|0.40625|0.0|1.0|0.4838709533214569|0.380952388048172|0.8253968358039856|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.2222222089767456|0.621052622795105|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|0.0|1.0|2.0|0.5302552580833435|0.0|0.04761910438537598|0.21052631735801697|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.10638296604156494|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|3.0|0.5|0.0|0.0|0.0|3.0|1.0|2.0|0.5317460298538208|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.4303174912929535
Music Box Basic:1.0|2.5|0.5|0.0|6.0|0.0|0.0|1.0|0.5546875|0.0|1.0|0.0|0.0|4.0|1.0|2.5|0.9609375|0.0|11.0|0.0|0.0|1.0|0.4765625|0.0|1.0|2.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5158730149269104|0.0|5.0|0.2698412835597992|1.0|0.46000000834465027|0.0|3.828125|0.6904761791229248|0.0|3.828125|0.04838709533214569|0.234375|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.4841269850730896|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.8253968358039856|0.4285714626312256|0.578125|-0.4375|0.859375|0.0|0.261904776096344|0.2890625|0.841269850730896|0.0|0.3730158805847168|0.9603174328804016|-0.828125|0.0|0.0|0.0|1.0|0.0|0.0|0.42380955815315247|0.0|0.0|0.0|0.0|0.0|0.375|0.0|0.0|0.4920634925365448|0.0|1.0|0.0|0.8046875|0.523809552192688|0.3333333730697632|0.578125|0.0|2.109375|0.0|0.6507936716079712|0.765625|0.84375|0.0|0.4682539701461792|0.8888888955116272|-1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.4156250059604645|0.0|0.0|0.0|0.0|3.0|0.5|0.0|0.0|0.3203125|12.0|1.0|2.0|0.420634925365448|1.0|2.5|2.5|0.0|0.0|1.0|6.0|0.29818445444107056
Music Box Beam:5.0|2.5|0.5|0.0|7.0|0.0|0.0|0.0|0.7265625|0.0|1.0|5.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|5.0|0.3125|9.0|8.0|0.0|0.0|0.0|0.6484375|1.0|0.734375|0.8125|2.1875|0.6428571343421936|0.0|2.1875|0.0703125|0.8828125|0.2698412835597992|0.109375|0.0|0.7142857313156128|0.0|0.0|1.0|0.4609375|1.0|0.190476194024086|0.0|2.34375|48.0|0.78125|0.0|5.0|2.5|2.5|0.0|0.0|0.171875|0.4920634925365448|0.5684210658073425|0.0|0.0|0.0|0.8828125|0.203125|0.0|0.0|0.5234375|0.4375|-0.53125|0.21875|0.0|0.0234375|1.0|1.0|0.0|-0.01587301678955555|0.0|0.095238097012043|0.0|0.1015625|1.0|0.359375|0.0|0.0|0.007936508394777775|0.0|1.0|0.0|0.6984127163887024|0.0|0.15873026847839355|0.2631579041481018|0.0|0.0|0.0|0.7460317611694336|0.140625|0.0|0.0|0.3828125|0.8888888955116272|0.1875|0.0|0.0|0.0|1.0|0.6746031641960144|1.015625|0.03999999910593033|0.0|0.0|0.0|0.5|1.0|0.1171875|0.0|0.0|0.0|0.0|1.0|3.0|0.4089781939983368|1.0|2.5|2.5|0.0|0.0|1.0|5.0|0.5005933046340942
Music Box Slide:2.5|2.5|0.0634920671582222|0.0|9.0|0.0|0.0|1.0|0.5634920597076416|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|3.515625|2.5|9.0|0.0|0.3492063581943512|0.0|3.7795276641845703|0.5158730149269104|1.0|0.8873734474182129|0.59375|0.859375|1.0|-0.90625|3.7795276641845703|0.0|0.28125|0.6507936716079712|0.6953125|3.0|-0.2380952388048172|0.0|0.0|1.0|0.20000000298023224|0.0|0.579365074634552|0.0|3.7795276641845703|48.0|2.5|0.0|5.0|1.328125|2.5|13.0|0.0|0.171875|0.2063492089509964|0.7244094610214233|-0.5|0.0|0.0|0.11023622006177902|0.1328125|0.007874011993408203|0.546875|0.1796875|0.8999999761581421|0.007874011993408203|0.0|0.19999980926513672|0.296875|1.0|1.0|0.0|0.0|0.0|0.00634920597076416|0.390625|0.4126984179019928|0.0|0.5|0.0|0.0|0.0|12.0|1.0|2.0|0.5|0.0|0.2698412835597992|0.6346153616905212|-0.40625|0.0|0.0|0.0634920671582222|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|0.37254902720451355|0.0|0.0|0.3984375|1.0|1.0|0.0|0.0|0.0|-0.0476190485060215|0.0|0.28125|0.0|0.5|0.0|0.0|0.0|12.0|1.0|1.0|0.5555555820465088|0.0|2.5|2.890625|1.0|3.0|1.0|6.0|0.11206887662410736
Noisy Pad:0.78125|2.5|1.0|0.0|8.0|0.0|0.0|1.0|0.4140625|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|-3.203125|0.0|2.0|0.4841269850730896|0.0|1.171875|0.8492063283920288|0.0|0.7142857313156128|0.78125|2.1875|0.5476190447807312|0.0|1.796875|0.7421875|0.4032258093357086|0.4765625|0.18421052396297455|0.0|0.0|0.0|2.25|1.0|0.6328125|1.0|0.5|0.0|2.34375|48.0|0.78125|0.0|5.0|2.5|2.5|3.0|0.0|0.476190447807312|0.2222222089767456|0.578125|0.0|1.015625|0.0|0.7222222089767456|0.0|0.015873074531555176|0.0|0.1031746044754982|0.9047619104385376|-0.046875|0.21875|0.0|0.1484375|1.0|0.6746031641960144|1.015625|0.0|0.0|0.0634920597076416|0.546875|0.4444444477558136|0.0|0.4765625|0.0|0.0|0.0|12.0|1.0|2.0|0.5|0.0|0.5079364776611328|0.5157894492149353|0.0|1.09375|0.0|0.5|0.421875|0.0|0.0|0.1031746044754982|0.8999999761581421|-0.3191489279270172|0.0|1.09375|0.0|1.0|0.6746031641960144|1.015625|0.0|0.0|0.0|0.0|0.5|1.0|0.1171875|0.0|0.0|0.0|12.0|1.0|3.0|0.3571428656578064|1.0|2.5|2.5|0.0|0.0|1.0|3.0|0.4920634925365448
Octavestring:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|3.359375|0.5|1.0|0.5|0.0|1.484375|0.5|0.0|2.96875|0.0|0.20000000298023224|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.20000000298023224|0.0|0.5|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.0|0.0|0.5368421077728271|0.0|0.703125|0.0|0.5|0.0|0.0|0.859375|0.10000000149011612|0.8999999761581421|-0.3191488981246948|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|12.0|1.0|2.0|0.341269850730896|0.0|0.0|0.49473685026168823|0.0|0.390625|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.14893615245819092|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|-12.0|1.0|2.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.5549207329750061
Piano Coal Mine:2.5|-2.5062501430511475|0.5|0.0|6.0|11.0|0.0|1.0|0.5|0.0|0.0|6.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.4682539701461792|0.0|0.0|0.30645161867141724|0.5645161271095276|0.5|0.0|0.0|0.0|0.0|0.0|1.0|0.32258063554763794|0.190476194024086|0.7460317611694336|0.0|0.0|48.0|2.5|0.0|5.0|2.5|2.5|0.0|0.0|0.6984127163887024|0.0|0.75789475440979|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.10000000149011612|0.8999999761581421|-0.3191488981246948|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|2.0|0.5|0.0|0.0|0.0|-12.0|1.0|2.0|0.859375|0.0|0.0|0.6842105388641357|0.0|0.0|-12.0|0.682539701461792|0.0|0.015873074531555176|0.0|0.10000000149011612|0.8999999761581421|-0.10638296604156494|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.2380952388048172|2.0|0.5|0.0|0.0|0.0|-12.0|1.0|2.0|0.5|0.0|2.5|2.5|0.0|0.0|1.0|4.0|0.5831746459007263
Potzen Panz:2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.0|0.0|0.0|4.0|2.5|2.5|0.0|0.0|0.5|0.0|2.578125|0.6111111044883728|1.0|0.8809523582458496|0.0|0.0|0.8571428656578064|0.0|5.0|0.0|0.20000000298023224|0.36764705181121826|0.2368421107530594|0.0|0.0|0.0|0.0|1.0|0.20000000298023224|0.0|1.0|0.0|5.0|48.0|2.5|0.0|2.0|2.5|2.5|0.0|0.0|0.0|0.634920597076416|0.46875|-0.09375|-0.9375|0.0|0.5|0.0|0.7142857313156128|0.0|0.10000000149011612|0.8999999761581421|0.578125|0.6875|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.015625|0.0|0.5|0.0|0.5|0.0|0.0|0.0|7.0|1.0|2.0|0.230158731341362|0.0|0.0|0.3515625|0.0|0.0|0.0|0.5|0.0|0.0|1.40625|0.10000000149011612|0.8999999761581421|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|1.0|0.5|0.0|0.0|0.0|12.0|1.0|3.0|0.3730158805847168|0.0|2.5|2.5|0.0|0.0|1.0|2.0|0.21571430563926697
