@params:A Amp A Slope|A Amp Attack|A Amp D Slope|A Amp Decay|A Amp Loop Mode|A Amp R Slope|A Amp Release|A Amp Sustain|A Detune|A Filter Drive|A Filter Filter Scale Aware|A Filter Freq|A Filter On|A Filter Q|A Filter Type|A Glide Mode|A Glide Time|A Keytracking|A LFO 1 FX 1 Scale|A LFO 1 FX 1 Type|A LFO 1 FX 2 Ramp|A LFO 1 FX 2 Type|A LFO 1 Fold|A LFO 1 Phase|A LFO 1 Rate|A LFO 1 Retrigger|A LFO 1 S. Rate|A LFO 1 Shape|A LFO 1 Sync|A LFO 1 Type|A LFO 2 Phase Offset|A LFO 2 Rate|A LFO 2 Retrigger|A LFO 2 S. Rate|A LFO 2 Sync|A LFO 2 Waveform|A Mod A Slope|A Mod Attack|A Mod D Slope|A Mod Decay|A Mod Final|A Mod Initial|A Mod Loop Mode|A Mod Peak|A Mod R Slope|A Mod Release|A Mod Sustain|A Octave|A On|A Osc Scale Aware|A Osc Shape|A Osc Tone|A Osc Type|A Pan|A Reset|A Reset To Voice Offset|A Tone Filter|A Transp Scale|A Transpose|A Volume|B Amp A Slope|B Amp Attack|B Amp D Slope|B Amp Decay|B Amp Loop Mode|B Amp R Slope|B Amp Release|B Amp Sustain|B Detune|B Filter Drive|B Filter Filter Scale Aware|B Filter Freq|B Filter On|B Filter Q|B Filter Type|B Glide Mode|B Glide Time|B Keytracking|B LFO 1 FX 1 Scale|B LFO 1 FX 1 Type|B LFO 1 FX 2 Ramp|B LFO 1 FX 2 Type|B LFO 1 Fold|B LFO 1 Phase|B LFO 1 Rate|B LFO 1 Retrigger|B LFO 1 S. Rate|B LFO 1 Shape|B LFO 1 Sync|B LFO 1 Type|B LFO 2 Phase Offset|B LFO 2 Rate|B LFO 2 Retrigger|B LFO 2 S. Rate|B LFO 2 Sync|B LFO 2 Waveform|B Mod A Slope|B Mod Attack|B Mod D Slope|B Mod Decay|B Mod Final|B Mod Initial|B Mod Loop Mode|B Mod Peak|B Mod R Slope|B Mod Release|B Mod Sustain|B Octave|B On|B Osc Scale Aware|B Osc Shape|B Osc Tone|B Osc Type|B Pan|B Reset|B Reset To Voice Offset|B Tone Filter|B Transp Scale|B Transpose|B Volume|Drive|Engine B Delay|Limiter On|Link Envelopes|Mono Legato|Scale Aware|Voice Spread|Volume
Hooks Shade:0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.4098360538482666|1.0|0.5|0.15625|1.0|0.0873015895485878|1.0|0.0859375|6.0|0.0|0.25|1.0|0.0|2.0|0.5634920597076416|11.0|0.0|0.0|0.0634920597076416|0.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.31147539615631104|0.0|0.0|0.0|1.0|0.5|0.4754098355770111|0.0|1.0|1.0|1.0|0.380952388048172|0.6111111044883728|2.0|0.5|1.0|0.0|0.5952380895614624|2.0|0.0|0.6486486196517944|0.5|0.0|0.5|0.4262295067310333|0.0|0.5|0.4590163826942444|1.0|0.5|0.0078125|1.0|0.11904764175415039|1.0|0.09375|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.26229506731033325|0.0|0.0|0.0|0.782608687877655|0.5|0.5081967115402222|0.0|-1.0|1.0|1.0|0.2063492089509964|0.579365074634552|9.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5666666626930237|0.25|0.0|0.0|0.0|0.0|1.0|0.578125|0.6606927514076233
House Chords:0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.2734375|1.0|0.5|0.0|1.0|0.2936508059501648|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.75|0.5546875|0.0|0.0|0.0|1.0|0.75|0.21875|0.3515625|0.0|1.0|1.0|0.11999999731779099|0.0|24.0|0.5|1.0|1.0|0.6349206566810608|0.0|0.0|0.6351351141929626|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.1866055279970169|1.0|0.5|0.0|1.0|0.5079365968704224|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.079365074634552|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.24590164422988892|0.0|0.0|0.0|1.0|0.75|0.1866055279970169|0.54347825050354|0.0|1.0|1.0|0.11999999731779099|0.3492063581943512|24.0|0.5|1.0|1.0|0.5|0.0|0.0|0.6351351141929626|0.203125|0.0|0.0|1.0|0.0|0.0|0.078125|0.5754392743110657
HyperGlass Lead:0.5|0.09375|0.3828125|0.296875|0.0|0.5|0.4609375|0.5011871457099915|0.5|0.4609375|1.0|0.7380952835083008|1.0|0.203125|16.0|0.0|0.0|1.0|0.7777777910232544|6.0|0.2380952388048172|11.0|1.0|0.0|0.3095238208770752|1.0|15.0|0.1190476194024086|0.0|4.0|0.0|0.0703125|0.0|12.0|0.0|5.0|0.5|0.0|0.739130437374115|0.5|0.0|0.0|0.0|1.0|0.5|0.2890625|0.0|0.0|1.0|1.0|0.2777777910232544|0.0|0.0|0.5|1.0|0.0|0.6111111044883728|0.0|0.0|0.5940678715705872|0.5|0.0|0.3828125|0.2968277335166931|0.0|0.5|0.4609375|0.39810824394226074|0.5|0.2734375|1.0|0.0|1.0|0.28125|5.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.0873015895485878|0.5714285969734192|11.0|0.5|1.0|0.0|0.3253968358039856|0.0|0.0|0.6833333373069763|0.4296875|0.0|1.0|1.0|0.0|0.0|0.890625|0.679521918296814
Itchy Sub:0.0|0.14754098653793335|1.0|0.53125|0.0|0.8984375|0.2295081913471222|1.0|0.5|0.0703125|1.0|0.444444477558136|1.0|0.203125|6.0|1.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|1.0|1.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.1875|0.1796875|0.0|0.0|1.0|0.5|0.0|0.0|2.0|1.0|1.0|0.1269841343164444|0.6349206566810608|12.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6351351141929626|0.5|0.14754098653793335|0.5|0.32786884903907776|0.0|0.5|0.2734375|1.0|0.5|0.125|1.0|0.769841194152832|1.0|1.0|11.0|1.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.19672131538391113|0.0|1.0|0.0|1.0|0.5|0.1866055279970169|0.0|1.0|1.0|0.0|0.4523809552192688|0.261904776096344|5.0|0.5|1.0|0.0|0.5|0.0|0.0|0.4833333194255829|0.5390625|0.0|1.0|1.0|1.0|0.0|0.2109375|0.733896791934967
Jigsaw Approaching:0.5|0.46875|0.42424243688583374|0.375|0.0|0.8863636255264282|0.3442623019218445|0.9609375|0.5|0.09375|1.0|0.7460317611694336|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|-2.0|1.0|1.0|0.1031746044754982|1.0|19.0|0.5078125|1.0|0.0|0.460317462682724|0.0|0.0|0.5932203531265259|0.5|0.6229507923126221|1.0|0.3203125|0.0|0.5|0.21875|0.9375|0.5|0.515625|1.0|0.0634920597076416|1.0|0.5|13.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.9920634627342224|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|1.0|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|-3.0|1.0|1.0|0.6507936716079712|0.8650793433189392|9.0|0.5|1.0|0.0|0.6428571343421936|0.0|0.0|0.6833333373069763|0.3125|0.0|1.0|0.0|1.0|0.0|0.453125|0.6606927514076233
Kaneda Sunrise:0.5|0.4140625|0.75|0.6875|0.0|0.75|0.5245901346206665|0.8515625|0.5|0.0|1.0|0.5634920001029968|1.0|0.6796875|12.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|15.0|0.0|1.0|0.0|0.0|0.140625|1.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|1.0|1.0|1.0|0.6349206566810608|1.0|13.0|0.5859375|1.0|0.0|0.3730158805847168|0.0|0.0|0.5423728823661804|0.5|0.1640625|0.75|0.484375|0.0|0.75|0.4590163826942444|1.0|0.5|0.0|1.0|0.365079402923584|1.0|0.8671875|6.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|17.0|0.0|1.0|1.0|0.0|0.2224830538034439|1.0|12.0|1.0|0.0|0.5|0.6328125|0.75|0.3984375|0.0|0.0|0.0|0.760869562625885|0.38235294818878174|0.578125|0.7421875|0.0|1.0|1.0|0.2380952388048172|0.2460317462682724|8.0|0.5|1.0|0.0|0.3492063581943512|0.0|0.0|0.38333332538604736|0.046875|0.0|1.0|0.0|1.0|0.0|0.4375|0.7585775256156921
Key Ups:0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.4007359445095062|0.828125|0.5|0.125|1.0|0.579365074634552|1.0|0.1015625|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.13574859499931335|1.0|15.0|0.0|0.0|0.0|0.0|0.2826787829399109|0.0|8.0|1.0|0.0|0.4651162922382355|0.49928224086761475|0.75|0.18394437432289124|0.0|0.9772727489471436|0.0|0.9772727489471436|0.75|0.19051380455493927|0.6796875|0.0|1.0|1.0|0.6190476417541504|0.1587301641702652|0.0|0.5|1.0|1.0|0.4841269850730896|0.0|-12.0|0.5538250207901001|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.5058470368385315|0.90625|0.453125|0.234375|1.0|0.4682539999485016|1.0|0.2890625|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.06787429749965668|1.0|15.0|0.0|0.0|0.0|0.0|0.19475585222244263|0.0|12.0|0.0|0.0|0.3636363744735718|0.1445290744304657|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.46643033623695374|0.703125|0.0|1.0|1.0|0.658730149269104|0.5634920597076416|0.0|0.5|1.0|1.0|0.5952380895614624|0.0|0.0|0.4828217923641205|0.4285714328289032|0.0|1.0|1.0|1.0|0.0|0.0|0.7585775256156921
Late Reply:0.5|0.1147540956735611|0.5|0.688524603843689|0.0|0.5869565010070801|0.671875|0.6521739363670349|0.5|0.0|1.0|0.6428571939468384|1.0|0.0|0.0|0.0|0.0|1.0|0.2142857164144516|2.0|0.3333333432674408|11.0|0.3333333432674408|0.0|0.2142857164144516|1.0|15.0|0.3650793731212616|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.688524603843689|0.0|0.0|0.0|1.0|0.5|0.7377049326896667|0.3478260934352875|0.0|1.0|1.0|0.1587301641702652|0.6190476417541504|6.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5540540814399719|0.5|0.0|0.5|0.6557376980781555|0.0|0.5|0.9344262480735779|0.54347825050354|0.5|0.0|1.0|0.444444477558136|1.0|0.0|0.0|0.0|0.0|1.0|0.3492063581943512|12.0|0.230158731341362|11.0|0.0|0.0|0.095238097012043|1.0|15.0|0.0|0.0|3.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.9180327653884888|0.5|1.0|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|2.0|1.0|1.0|0.0396825410425663|0.3253968358039856|6.0|0.5|1.0|0.0|0.5|0.0|0.0|0.5391892194747925|0.359375|0.0|0.0|1.0|1.0|1.0|0.359375|0.46919482946395874
Lively Ringer:0.5|0.15948034822940826|0.75|0.40594619512557983|0.0|0.75|0.579923152923584|1.0|0.5|0.0|1.0|1.0|1.0|0.0|4.0|0.0|0.0|1.0|0.4920634925365448|15.0|0.4444444477558136|2.0|0.841269850730896|0.0|0.28507205843925476|1.0|15.0|0.1746031790971756|0.0|3.0|0.0|0.41507065296173096|0.0|12.0|0.0|4.0|0.40909090638160706|0.492939293384552|0.5|0.5509269833564758|0.0|0.0|0.0|1.0|0.75|0.6089192628860474|0.0|0.0|1.0|1.0|0.2777777910232544|0.30158731341362|10.0|0.5|1.0|1.0|0.7460317611694336|0.0|12.0|0.6122262477874756|0.5|0.15948034822940826|0.75|0.40594619512557983|0.0|0.75|0.349747896194458|1.0|0.5|0.1953125|1.0|0.555555522441864|1.0|0.4453125|3.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|15.0|0.0|0.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.349747896194458|0.5|0.0|1.0|1.0|0.5|0.01587301678955555|1.0|0.5|1.0|1.0|0.3492063581943512|0.0|0.0|0.5980256199836731|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.7585775256156921
Megatripolis:0.5|0.0625|0.75|0.349747896194458|0.0|0.75|0.5386942028999329|0.9140625|0.5|0.15625|1.0|0.7448651194572449|1.0|0.3203125|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|15.0|0.0|0.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.09090909361839294|0.14498214423656464|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.5364289283752441|0.5|0.0|1.0|1.0|0.33523431420326233|0.22627116739749908|9.0|0.4881889820098877|1.0|1.0|0.5476190447807312|0.0|0.0|0.5538250207901001|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.5058470368385315|0.90625|0.5|0.234375|1.0|0.7448651194572449|1.0|0.5390625|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2313803881406784|1.0|15.0|0.0|0.0|1.0|0.0|0.2224830538034439|0.0|12.0|0.0|0.0|0.3636363744735718|0.1445290744304657|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.46643033623695374|0.703125|0.0|1.0|1.0|0.6647657155990601|0.7737288475036621|0.0|0.5118110179901123|1.0|1.0|0.5|0.0|0.0|0.4828217923641205|0.578125|0.0|1.0|1.0|1.0|0.0|0.328125|0.5754392743110657
Myloacid:0.5|0.0|0.5|0.39344263076782227|0.0|0.5|0.1866055279970169|0.0|0.5|0.765625|1.0|0.555555522441864|1.0|0.921875|2.0|0.0|0.1875|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|0.0|2.0|0.0|1.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.78125|0.3203125|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.1984127014875412|0.2460317462682724|7.0|0.4609375|1.0|1.0|0.4444444477558136|0.0|0.0|0.5762711763381958|0.5|0.0|0.5|0.3442623019218445|0.0|0.5|0.1866055279970169|0.0|0.5|0.3671875|1.0|0.555555522441864|1.0|1.0|7.0|0.0|0.265625|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.1111110970377922|0.0|15.0|0.1031746044754982|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.21311475336551666|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.5873016119003296|0.2222222238779068|0.0|0.5390625|1.0|1.0|0.5|0.0|0.0|0.5833333134651184|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.5754392743110657
Neurotimbre:0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.28125|1.0|0.8571428060531616|1.0|0.2109375|7.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.3125|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.4761904776096344|0.5714285969734192|16.0|0.5|1.0|1.0|0.523809552192688|0.0|0.0|0.6351351141929626|0.5|0.032786883413791656|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.5703125|1.0|0.4920635223388672|1.0|0.2734375|2.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.2109375|0.5|0.2786885201931|0.0|0.0|0.0|0.97826087474823|0.5|0.4098360538482666|0.3478260934352875|1.0|1.0|1.0|0.1984127014875412|0.5|16.0|0.5|1.0|1.0|0.5079365372657776|0.0|0.0|0.6351351141929626|0.5859375|0.0|0.0|0.0|1.0|0.0|0.5078125|0.5754392743110657
Old School Raver:0.5|0.0|0.7142857313156128|0.44262295961380005|0.0|0.6086956262588501|0.421875|0.08695652335882187|0.5|0.6328125|1.0|0.1984127014875412|1.0|0.328125|2.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|1.0|0.5546875|0.0|0.0|0.0|1.0|0.5|0.453125|0.0|0.0|1.0|1.0|0.4285714328289032|0.7142857313156128|4.0|0.5|1.0|0.0|0.4761904776096344|0.0|0.0|0.6351351141929626|0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|-1.0|1.0|1.0|0.8571428656578064|0.7460317611694336|5.0|0.5|1.0|0.0|0.5|0.0|0.0|0.6351351141929626|0.859375|0.0|0.0|0.0|0.0|0.0|0.359375|0.5754392743110657
One Way Chords:0.3913043439388275|0.0|0.761904776096344|0.5573770403862|0.0|0.75|0.375|0.695652186870575|0.6171875|0.328125|1.0|0.579365074634552|1.0|0.4453125|2.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|8.0|0.0|1.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.21739131212234497|0.3125|0.75|0.7540983557701111|1.0|0.296875|0.0|1.0|0.75|0.5409836173057556|0.804347813129425|0.0|1.0|1.0|0.3253968358039856|0.2698412835597992|24.0|0.19999998807907104|1.0|1.0|0.3571428656578064|0.0|0.0|0.5423728823661804|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.75|0.1866055279970169|1.0|0.5|0.140625|1.0|0.3253968358039856|1.0|0.2109375|6.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|7.0|0.3095238208770752|1.0|2.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0707106813788414|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.1866055279970169|0.0|0.0|1.0|1.0|0.0555555559694767|0.4920634925365448|24.0|0.800000011920929|1.0|1.0|0.5555555820465088|0.0|0.0|0.6333333253860474|0.0|0.0|0.0|1.0|0.0|0.0|0.1015625|0.6606927514076233
Outskirts:0.5|0.3984375|0.5|0.26229506731033325|0.0|0.5|0.421875|0.6739130616188049|0.46875|0.0|1.0|0.222222238779068|1.0|0.0|0.0|0.0|0.0|1.0|0.2777777910232544|2.0|0.4609375|11.0|0.0|0.03125|0.3492063581943512|1.0|15.0|0.0|1.0|0.0|0.0|0.1171875|1.0|4.0|1.0|0.0|0.5|0.0|0.5|0.16393442451953888|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.0793650820851326|0.4682539701461792|7.0|0.375|1.0|0.0|0.5|0.0|0.0|0.5945945978164673|0.5|0.37704917788505554|0.5|0.4262295067310333|0.0|0.5|0.3828125|0.47826087474823|0.5|0.2890625|1.0|0.2936508059501648|1.0|0.0|2.0|0.0|0.0|1.0|0.5|2.0|0.6111111044883728|11.0|0.0634920671582222|0.0|0.2313804030418396|1.0|15.0|1.0|1.0|0.0|0.0|0.4160108268260956|0.0|3.0|1.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.0714285746216774|0.30158731341362|8.0|0.6328125|1.0|0.0|0.5|0.0|0.0|0.5945945978164673|0.4399999976158142|0.0|0.0|0.0|1.0|0.0|0.3125|0.5011872053146362
Percolator:0.5|0.0|0.5|0.2950819730758667|1.0|0.739130437374115|0.2786885201931|0.0|0.5|0.2578125|1.0|0.5476190447807312|1.0|0.390625|5.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.19672131538391113|0.0|0.0|1.0|0.97826087474823|0.5|0.1866055279970169|0.0|-2.0|1.0|1.0|0.9841269850730896|0.0634920671582222|13.0|0.6953125|1.0|0.0|0.5|0.0|4.0|0.6351351141929626|0.5|0.0|0.7890625|0.3125|1.0|0.5|0.0|0.0|0.5|0.5859375|1.0|0.02380952797830105|1.0|0.390625|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.14754098653793335|0.0|0.0|1.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.095238097012043|0.682539701461792|17.0|0.6328125|1.0|0.0|0.5|0.0|0.0|0.6351351141929626|0.25|0.0|0.0|0.0|0.0|0.0|0.2421875|0.5754392743110657
Plastic Lead:0.5|0.0|0.9375|0.3515625|0.0|0.75|0.34375|0.0|0.4921875|0.0|1.0|0.8015872836112976|1.0|0.1875|2.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.75|0.1640625|0.0|0.0|0.0|1.0|0.75|0.1866055279970169|0.0|0.0|1.0|1.0|0.2222222238779068|0.0|1.0|0.5|1.0|1.0|0.5|0.0|0.0|0.7567567825317383|0.5|0.0|0.75|0.349747896194458|0.0|0.75|0.1866055279970169|1.0|0.4921875|0.0|1.0|0.1904761791229248|1.0|0.59375|4.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.75|0.349747896194458|0.0|0.0|0.0|1.0|0.75|0.1866055279970169|0.0|0.0|1.0|1.0|0.341269850730896|0.0|6.0|0.5|1.0|1.0|0.5714285969734192|0.0|0.0|0.7567567825317383|0.234375|0.0|1.0|1.0|1.0|0.0|0.0|0.5754392743110657
Plate Kick:0.5|0.0|0.5|0.390625|0.0|1.0|0.390625|0.0|0.5|0.453125|1.0|0.6904762387275696|1.0|0.640625|8.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.16393442451953888|0.0|1.0|0.0|1.0|0.5|0.0|0.0|-3.0|1.0|1.0|0.1587301641702652|0.5317460298538208|10.0|0.5|1.0|1.0|0.4365079402923584|0.0|4.0|0.7118644118309021|0.5|0.109375|0.5|0.359375|0.0|0.5|0.28125|0.0|0.5|0.2890625|1.0|0.5396825671195984|1.0|0.2265625|16.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.2313804030418396|1.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.19672131538391113|0.0|1.0|0.0|1.0|0.5|0.1866055279970169|0.0|-2.0|1.0|1.0|0.1587301641702652|0.8015872836112976|0.0|0.5|1.0|1.0|0.5|0.0|6.0|0.7166666388511658|0.9375|0.0|1.0|0.0|1.0|0.0|0.0|0.7585775256156921
PolyPlucks:1.0|0.0|1.0|0.1640625|0.0|0.203125|0.3359375|0.40625|0.5|0.3203125|1.0|0.5634920001029968|1.0|0.6875|2.0|0.0|0.0|1.0|0.7777777910232544|6.0|0.2380952388048172|11.0|1.0|0.0|0.3095238208770752|1.0|15.0|0.1190476194024086|0.0|4.0|0.0|0.0703125|0.0|12.0|0.0|5.0|0.5|0.0|0.5|0.1015625|0.0|1.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.2142857164144516|0.1111111119389534|11.0|0.421875|1.0|1.0|0.523809552192688|0.0|0.0|0.6101694703102112|0.5|0.0|0.5|0.349747896194458|0.0|0.5|0.1866055279970169|1.0|0.5|0.0|1.0|0.4761904776096344|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|11.0|0.0|0.0|0.1111110970377922|0.0|15.0|0.0|0.0|0.0|0.0|0.4160108268260956|0.0|12.0|0.0|0.0|0.5|0.0|0.5|0.349747896194458|0.0|0.0|0.0|1.0|0.5|0.1866055279970169|0.0|0.0|1.0|1.0|0.3333333432674408|0.0|18.0|0.5703125|1.0|1.0|0.3571428656578064|0.0|0.0|0.550000011920929|0.2265625|0.0|1.0|1.0|1.0|0.0|0.0|0.654123067855835
