@params:Amp A Slope|Amp Attack|Amp D Slope|Amp Decay|Amp Loop Mode|Amp R Slope|Amp Release|Amp Sustain|Env 2 A Slope|Env 2 Attack|Env 2 D Slope|Env 2 Decay|Env 2 Final|Env 2 Initial|Env 2 Loop Mode|Env 2 Peak|Env 2 R Slope|Env 2 Release|Env 2 Sustain|Env 3 A Slope|Env 3 Attack|Env 3 D Slope|Env 3 Decay|Env 3 Final|Env 3 Initial|Env 3 Loop Mode|Env 3 Peak|Env 3 R Slope|Env 3 Release|Env 3 Sustain|Filter 1 BP/NO/Morph|Filter 1 Drive|Filter 1 Freq|Filter 1 LP/HP|Filter 1 Morph|Filter 1 On|Filter 1 Res|Filter 1 Slope|Filter 1 Type|Filter 2 BP/NO/Morph|Filter 2 Drive|Filter 2 Freq|Filter 2 LP/HP|Filter 2 Morph|Filter 2 On|Filter 2 Res|Filter 2 Slope|Filter 2 Type|FilterRouting|Glide|Global Mod Amount|LFO 1 Amount|LFO 1 Attack Time|LFO 1 Phase Offset|LFO 1 Rate|LFO 1 Retrigger|LFO 1 S. Rate|LFO 1 Shape|LFO 1 Shaping|LFO 1 Sync|LFO 2 Amount|LFO 2 Attack Time|LFO 2 Phase Offset|LFO 2 Rate|LFO 2 Retrigger|LFO 2 S. Rate|LFO 2 Shape|LFO 2 Shaping|LFO 2 Sync|MonoPoly|Osc 1 Detune|Osc 1 Effect 1|Osc 1 Effect 2|Osc 1 Gain|Osc 1 On|Osc 1 Pan|Osc 1 Pos|Osc 1 Transp|Osc 2 Detune|Osc 2 Effect 1|Osc 2 Effect 2|Osc 2 Gain|Osc 2 On|Osc 2 Pan|Osc 2 Pos|Osc 2 Transp|Osc1Class|Osc1Effect|Osc1Index|Osc2Class|Osc2Effect|Osc2Index|PolyVoices|Sub Gain|Sub On|Sub Tone|Sub Transpose|Time|Transpose|Unison Amount|UnisonMode|UnisonVoices|Volume|XyzParamMatrix
Sync Drift Pad:0.5|0.4140625|0.75|0.2578125|0.0|0.953125|0.578125|0.9921875|0.5|0.4453125|0.8515625|0.96875|0.0|0.0|0.0|0.6640625|0.3828125|0.6484375|0.9921875|0.5|0.1953125|0.75|0.59375|0.0|0.0|0.0|1.0|0.75|0.484375|0.859375|0.0|0.0|0.6904762387275696|0.0|0.0|1.0|0.261904776096344|0.0|0.0|0.0|0.0|0.579365074634552|0.0|0.0|1.0|0.2857142984867096|0.0|0.0|0|0.0|0.171875|0.4921875|0.109375|0.0|0.32078906893730164|1.0|3.0|0.0|0.5|1.0|0.5234375|0.0859375|0.1796875|0.32078906893730164|1.0|2.0|0.0|0.5|1.0|1|0.5299999713897705|0.515625|0.0390625|0.6987951993942261|1.0|0.1171875|0.5602836608886719|-12.0|0.4375|0.5234375|0.078125|0.6867470145225525|1.0|0.65625|0.758865237236023|-12.0|10|2|6|0|2|7|3|0.1875|1.0|0.4296875|1.0|0.32468748092651367|0.0|0.6796875|6|4|0.5956621766090393|Volume=0.0/0.0625/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0020833334419876337/0.0/0.0/0.0/0.0/0.0/0.041666626930236816/0.0/0.0/0.0!Filter 1 Freq=0.0/0.28125/0.25/0.15625/0.0/0.0/0.0/0.0/0.21875/-0.375/0.03125!Osc 1 Pos=0.0/0.3125/0.0/-0.015625/-0.84375/0.0/0.0/0.0/0.0/0.515625/0.0!Filter 2 Freq=0.0/0.0/-0.3125/0.0/0.0/0.0/0.0/0.0/0.109375/0.328125/0.046875!Unison Amount=0.0/0.0/0.0/0.25/0.34375/0.0/0.0/0.0/0.1875/0.625/0.375!Osc 1 Effect 1=0.0/0.0/0.0/0.125/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.0/0.0/0.375/0.328125/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Pan=0.0/-0.078125/0.0/0.578125/-0.546875/0.0/0.0/0.0/0.0/-0.515625/0.0!Osc 2 Pos=0.0/0.0/0.0/0.09375/-0.078125/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 1=0.0/0.25/0.0/0.53125/-0.15625/0.0/0.0/0.0/0.0/0.09375/0.0!Osc 2 Effect 2=0.0/-0.046875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Pan=0.0/0.0/0.0/0.03125/0.5/0.0/0.0/0.0/0.0/0.0/0.0!Amp Attack=0.0/-0.078125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Env 2 Attack=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.1875!Global Mod Amount=0.0/0.0/0.0/-0.078125/-0.21875/0.0/0.0/0.0/0.0/-0.140625/0.0
Sync Juno Lead:0.5|0.03125|0.738095223903656|0.7567567825317383|0.0|0.71875|0.15625|1.0|0.5|0.078125|1.0|0.8671875|0.0|0.09375|0.0|0.7734375|0.75|0.3359375|1.0|0.4140625|0.2421875|0.328125|0.662162184715271|0.0|0.4765625|0.0|0.9923076629638672|0.75|0.41592657566070557|0.53125|0.0|0.265625|0.49206408858299255|0.0|0.0|1.0|0.444444477558136|0.0|0.0|0.0|0.140625|0.7481088638305664|0.0|0.0|1.0|0.341269850730896|0.0|0.0|0|0.1875|0.5|0.28125|0.359375|0.0|0.18749995529651642|1.0|1.0|0.0|0.6640625|1.0|0.25|0.328125|0.0|0.2421874850988388|1.0|15.0|0.0|0.4609375|0.0|0|0.5|0.5390625|0.0|0.7142857313156128|1.0|0.5|0.4285714328289032|0.0|0.4765625|0.0|0.2265625|0.45378151535987854|0.0|0.5234375|0.6554622054100037|0.0|10|2|11|0|1|0|4|0.2931249737739563|1.0|0.84375|0.0|0.4609375|0.0|0.5234375|6|6|0.71875|Volume=0.0/0.0/0.0/0.0/0.0/0.171875/0.0/0.0/0.171875/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Filter 1 Freq=0.0/0.109375/0.921875/-0.0625/-0.125/-0.390625/0.0/0.0/0.625/0.21875/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.375/0.0/0.0/0.0/0.03125/0.0!Unison Amount=0.0/-0.4375/0.578125/0.078125/0.265625/0.171875/0.0/0.0/0.484375/0.125/0.0!Osc 1 Effect 1=0.0/0.203125/-0.109375/0.09375/-0.578125/-0.515625/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/-0.21875/0.0/0.0!Env 2 Attack=0.0/0.1875/0.0/0.0/0.0/0.0/0.0/0.0/0.5625/0.0/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.34375/1.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.703125/1.0/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0
Synced Manipulation:0.5|0.09375|1.0|0.41592657566070557|0.0|1.0|0.671875|0.7079460024833679|0.5|0.08408964425325394|0.5|0.41592657566070557|0.0|0.0|0.0|1.0|0.5|0.41592657566070557|0.5|0.6756756901741028|0.359375|0.75|0.453125|0.0|0.0|0.0|1.0|1.0|0.5|1.0|0.0|0.3203125|0.5238040685653687|3.0|0.0|1.0|0.34375|0.0|0.0|1.0|0.1796875|0.3015877604484558|0.0|0.0|1.0|0.07999999821186066|0.0|3.0|0|0.203125|0.5|1.0|0.0|0.75|0.2537502646446228|1.0|17.0|2.0|0.5|1.0|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|0|0.5|0.5|0.2578125|1.0|1.0|0.5|1.0|0.0|0.5|0.5|0.0|1.0|0.0|0.5|0.0|0.0|2|3|11|0|0|0|6|1.0|1.0|0.390625|0.0|0.5|-12.0|0.140625|3|3|0.453125|Volume=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Filter 1 Freq=0.0/0.0/0.609375/0.671875/0.0/0.0/0.0050067901611328125/0.0/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/-1.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.0/-0.6875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Sub Gain=1.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Filter 1 Drive=0.0/0.0/-1.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/0.0/0.546875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Table Bass:0.5|0.09090909361839294|0.75|0.765625|0.0|0.75|0.3046875|0.3515625|0.5|0.0|0.9769230484962463|0.30666667222976685|0.0|0.0|0.0|1.0|0.75|0.328125|0.0859375|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.0|0.0|0.4087846875190735|0.0|0.0|1.0|0.2777777910232544|1.0|0.0|0.0|0.0|0.9965791702270508|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.5|1.0|0.59375|0.0|0.515625|1.0|15.0|0.0|0.5|0.0|1.0|0.3125|0.0|0.18110235035419464|1.0|15.0|1.0|0.5703125|0.0|1|0.59375|0.5|0.0|1.0|1.0|0.5|0.1626213639974594|0.0|0.5|0.5|0.0|1.0|1.0|0.5|0.6638655662536621|0.0|0|0|24|5|0|3|6|0.5011875033378601|1.0|0.0|0.0|0.5|-12.0|0.53125|5|4|0.6965625286102295|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Filter 1 Freq=0.0/0.65625/0.0/0.0/0.0/0.390625/0.0/0.0/0.15625/-0.296875/0.0!Osc 1 Pos=0.0/0.4375/0.0/0.109375/0.0/0.5625/0.0/0.0/0.0/-0.546875/0.0!Osc 2 Pos=0.0/0.0/0.0/0.0/0.34375/-0.34375/0.0/0.0/0.0/0.765625/0.0
Take My Breath Berlin:0.640625|0.2734375|0.90625|0.71875|0.0|0.625|0.3984375|0.7109375|0.359375|0.296875|0.75|0.6328125|0.0|0.375|0.0|1.0|0.75|0.359375|0.5234375|0.1796875|0.3125|0.8515625|0.53125|0.0|0.0|0.0|1.0|0.75|0.296875|0.8671875|0.0|0.0078125|0.5873025059700012|0.0|0.0|1.0|0.5625|0.0|0.0|0.0|0.078125|0.5238040685653687|2.0|0.0|1.0|0.4765625|0.0|1.0|2|0.0|0.5078125|0.4609375|0.171875|0.0|0.125|1.0|15.0|0.0|0.1796875|0.0|0.65625|0.1484375|0.0546875|0.1015624925494194|1.0|15.0|0.0|0.25|0.0|1|0.4765625|0.5|0.1796875|0.7478991746902466|1.0|0.5|0.47058823704719543|0.0|0.5546875|0.5|0.1796875|0.924369752407074|1.0|0.5|0.38655462861061096|-12.0|5|3|4|5|3|4|6|0.6171875|0.0|0.8359375|1.0|0.5|0.0|0.515625|3|4|0.53125|Volume=0.0/0.0/0.0/0.0/0.0/0.203125/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Filter 1 Freq=0.203125/0.0/0.0/0.0/0.0/0.296875/3.5762786865234375e-07/0.0/-0.28125/-0.34375/0.0!Osc 1 Pos=0.0/0.0/0.0/-0.25/0.0/0.0/0.0/0.0/0.0/-0.734375/0.0!Osc 2 Pos=0.0/0.0/0.0/0.25/0.125/0.0/0.0/0.0/0.0/-0.296875/0.0!Osc 1 Effect 2=0.0/-0.28125/0.15625/-0.25/0.15625/0.0/0.0/0.0/0.0/0.234375/0.0!Osc 1 Pan=0.0/0.015625/0.0/0.15625/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 2=0.0/0.28125/-0.203125/-0.171875/-0.078125/0.0/0.0/0.0/0.0/0.34375/0.0!Osc 2 Pan=0.0/0.0/0.0/0.0/-0.140625/0.0/0.0/0.0/0.0/0.0/0.0!Sub Tone=0.0/0.015625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.4375/0.0!Sub Gain=0.0/0.328125/0.140625/0.0/0.0/0.0/0.0/0.0/0.0/0.15625/0.0!Filter 2 Freq=0.0/0.0/0.0/0.0/0.0/0.078125/0.0/0.0/-0.3125/-0.421875/0.0
Talk Talk Bells:0.5|0.0|0.5|0.9921875|0.0|0.390625|0.4609375|0.4140625|0.5|0.0546875|0.75|0.65625|0.0|0.0|0.0|1.0|0.75|0.546875|0.6796875|0.5|0.6484375|0.75|0.90625|0.0|0.0|0.0|1.0|0.75|0.390625|0.765625|0.0|0.0|0.6428700685501099|0.0|0.0|1.0|0.3174603283405304|0.0|0.0|0.0|0.0|0.8492236137390137|0.0|0.0|1.0|0.3650793731212616|1.0|0.0|2|0.0|0.484375|0.0546875|0.0|0.0|0.1406249850988388|1.0|15.0|0.0|0.5|0.0|0.2265625|0.0|0.0|0.2578125|1.0|15.0|0.0|0.5|0.0|1|0.4765625|0.5|0.0|0.5042017102241516|1.0|0.2578125|0.5378151535987854|-5.0|0.5|0.5|0.0|0.605042040348053|1.0|0.765625|0.31092438101768494|0.0|6|1|1|6|2|3|6|0.265625|1.0|0.3984375|0.0|0.5|0.0|0.125|1|2|0.5750000476837158|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 1 Pos=-0.109375/0.0/0.5/-0.265625/0.078125/0.0625/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.09375/0.0/0.0/0.0/-0.359375/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.125/0.296875/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Sub Gain=0.453125/0.40625/0.0/0.09375/0.0/0.234375/0.0/0.0/0.0/0.0/0.0!Osc 2 Transp=0.0/-0.0009999871253967285/0.0/0.09375/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Target Acquired:0.5|0.08408964425325394|1.0|0.5652173757553101|0.0|0.6953125|0.1171875|0.9189189076423645|0.5|0.0|0.75|1.0|0.0|0.0|0.0|0.9729729890823364|0.75|0.5652173757553101|0.0234375|0.5|0.53125|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.546875|0.0|0.0|0.6031745672225952|0.0|0.0|1.0|0.301140695810318|0.0|0.0|0.0|0.0|0.8809523582458496|0.0|0.0|1.0|0.0|0.0|0.0|0|0.0703125|0.5|0.84375|0.0|0.9453125|0.53125|1.0|8.0|1.0|0.4765625|1.0|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|1.0|1|0.6328125|0.5|0.59375|0.9579831957817078|1.0|0.15625|0.4680851101875305|0.0|0.3671875|0.2890625|0.25|0.8433734774589539|1.0|0.7265625|0.4964539110660553|0.0|2|3|0|3|3|2|0|0.4609375|1.0|0.734375|0.0|0.5|0.0|0.7421875|3|2|0.7079448103904724|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.75/0.0/0.010416666977107525/-0.004166666883975267/0.0/0.0/0.041666626930236816/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.21875/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Osc 2 Pos=0.0/-0.1875/0.0625/0.140625/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=0.0/0.25/-0.25/0.0/0.0/0.0/0.0/0.0/0.10000000149011612/0.0/0.0!Sub Tone=0.0/0.359375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Filter 1 Freq=0.0/0.484375/0.0/0.6875/-0.28125/0.0/0.0/0.0/0.515625/0.1875/0.0!Filter 2 Freq=0.0/0.0/0.109375/-0.34375/0.953125/0.0/0.0/0.0/0.703125/0.3125/0.0!Env 3 Sustain=0.0/0.0/0.0/-0.546875/0.65625/0.0/0.0/0.0/0.0/0.0/0.0!Unison Amount=0.0/0.40625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.53125/0.015625
Tear Tear:0.5|0.09375|1.0|0.41592657566070557|0.0|1.0|0.6328125|0.7079460024833679|0.5|0.0|1.0|0.671875|0.0|0.0|0.0|1.0|0.5|0.41592657566070557|0.046875|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.0|0.1171875|0.29365548491477966|4.0|0.0|1.0|0.15625|1.0|0.0|0.0|0.0|0.7381010055541992|0.0|0.0|1.0|0.0|0.0|0.0|0|0.3162277638912201|0.5|1.0|0.5078125|0.75|0.3671875|1.0|15.0|0.0|0.5|0.0|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1|0.5|0.5|0.0|0.36781609058380127|1.0|0.5|0.6761904954910278|0.0|0.5|0.5|0.0|0.4597701132297516|1.0|0.5|0.6761904954910278|0.0|0|0|0|0|0|0|6|0.5011875033378601|1.0|0.0|1.0|0.5|0.0|0.125|1|2|0.5234375|Volume=0.0/0.0/0.0/0.15625/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0!Filter 1 Freq=0.0/0.828125/0.0/0.0/0.0/0.0/0.49948692321777344/0.0/0.0/0.0/0.0
Tech Chord A:0.734375|0.125|0.23076921701431274|0.9444444179534912|0.0|0.578125|0.4609375|0.46666666865348816|0.578125|0.5625|0.78125|0.6739130616188049|0.0|0.0|1.0|1.0|0.0859375|0.5936715602874756|0.3984375|1.0|0.057692307978868484|0.6363636255264282|1.0|0.0|0.0|1.0|1.0|0.5|0.0|0.23333333432674408|0.0|0.359375|0.8809523582458496|2.0|0.0|1.0|0.34068432450294495|1.0|0.0|0.0|0.5234375|0.7063493728637695|0.0|0.0|1.0|0.4550934433937073|1.0|2.0|1|0.3125|1.0|0.8125|1.0|0.0|0.0781249925494194|1.0|12.0|0.0|0.5|0.0|0.765625|0.171875|0.171875|0.0|1.0|14.0|0.0|0.0|0.0|0|0.5|0.5|0.1328125|0.8067227005958557|1.0|0.421875|0.30756303668022156|3.0|0.5|0.4921875|0.0234375|0.756302535533905|1.0|0.640625|0.385964959859848|-5.0|9|1|12|1|1|0|6|0.609375|1.0|0.8203125|1.0|0.5390625|0.0|0.171875|2|2|0.5625|Volume=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.08000004291534424/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/0.0/0.328125/0.0/0.0/0.0/0.5/0.0!Osc 1 Effect 2=0.0/0.046875/0.0/0.0/0.0/0.0625/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0625/0.0/0.0/0.171875/0.0/0.0/0.0/0.453125/0.0!Filter 1 Freq=0.0/-0.1875/0.25/-0.359375/-0.53125/0.484375/0.0/0.0/0.265625/0.703125/0.0!Filter 1 Res=0.0/-0.140625/0.0/0.0/0.0/0.421875/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/0.0/0.671875/0.0/0.0/0.625/0.0/0.0/0.171875/0.453125/0.0!Amp Attack=-0.015625/0.0/0.015625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Amp Release=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.09375/0.0!Env 2 Decay=0.140625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.296875/0.0!Env 2 Release=0.203125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.328125/0.0!Env 2 Peak=0.0/-0.40625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.375/0.0!Env 2 Sustain=0.0/0.09375/0.0/0.0/0.0/0.015625/0.0/0.0/0.0/0.0/0.0!Unison Amount=0.0/0.0/0.0/0.140625/0.0/0.203125/0.0/0.0/0.0/0.0/0.0
Tech Chord B:0.734375|0.125|0.23076921701431274|0.9444444179534912|0.0|0.578125|0.4453125|0.8671875|0.578125|0.28125|0.78125|0.6015625|0.0|0.0|1.0|1.0|0.0859375|0.65625|1.0|1.0|0.057692307978868484|0.6363636255264282|1.0|0.0|0.0|1.0|1.0|0.5|0.0|0.23333333432674408|0.0|0.359375|0.09523873031139374|2.0|0.0|1.0|0.34068432450294495|1.0|0.0|0.0|0.5234375|1.0|0.0|0.0|1.0|0.4550934433937073|1.0|2.0|1|0.3125|1.0|0.8125|1.0|0.0|0.0781249925494194|1.0|12.0|0.0|0.5|0.0|0.765625|0.171875|0.171875|0.0|1.0|14.0|0.0|0.0|0.0|0|0.46875|0.5|0.1328125|0.8655462265014648|1.0|0.421875|0.30756303668022156|3.0|0.5703125|0.4921875|0.0234375|0.756302535533905|1.0|0.640625|0.462184876203537|-5.0|9|1|12|1|1|0|6|0.46875|1.0|0.265625|1.0|0.5390625|0.0|0.171875|2|2|0.609375|Volume=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.08000004291534424/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/0.0/0.328125/0.0/0.0/0.0/0.5/0.0!Osc 1 Effect 2=0.0/0.046875/0.0/0.0/0.0/0.0625/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0625/0.0/0.0/0.171875/0.0/0.0/0.0/0.453125/0.0!Filter 1 Freq=0.0/-0.1875/0.25/-0.359375/-0.53125/0.0625/0.0/0.0/0.265625/0.703125/0.0!Filter 1 Res=0.0/-0.140625/0.0/0.0/0.0/0.421875/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/0.0/0.671875/0.0/0.0/0.453125/0.0/0.0/0.171875/0.453125/0.0!Amp Attack=-0.015625/0.0/0.015625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Amp Release=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.09375/0.0!Env 2 Decay=0.140625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.5/0.0!Env 2 Release=0.203125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.484375/0.0!Env 2 Peak=0.0/-0.40625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.375/0.0!Env 2 Sustain=0.0/0.09375/0.0/0.0/0.0/0.015625/0.0/0.0/0.0/0.0/0.0!Unison Amount=0.0/0.0/0.0/0.140625/0.0/0.5625/0.0/0.0/0.0/0.0/0.0!Env 2 Attack=0.0/0.0/0.0/0.0/0.0/0.5625/0.0/0.0/0.0/0.0/0.0
Tech Chord C:0.734375|0.125|0.23076921701431274|0.9444444179534912|0.0|0.578125|0.3984375|0.8671875|0.578125|0.28125|0.78125|0.6015625|0.0|0.0|1.0|1.0|0.0859375|0.65625|1.0|1.0|0.057692307978868484|0.6363636255264282|1.0|0.0|0.0|1.0|1.0|0.5|0.0|0.23333333432674408|0.0|0.375|0.12698335945606232|2.0|0.0|1.0|0.34068432450294495|1.0|0.0|0.0|0.53125|0.5873025059700012|2.0|0.0|1.0|0.4550934433937073|0.0|1.0|1|0.3125|1.0|0.8125|1.0|0.0|0.0781249925494194|1.0|12.0|0.0|0.5|0.0|0.765625|0.171875|0.171875|0.0|1.0|14.0|0.0|0.0|0.0|0|0.46875|0.5|0.1328125|0.8655462265014648|1.0|0.3515625|0.30756303668022156|-7.0|0.5703125|0.4921875|0.0234375|0.756302535533905|1.0|0.640625|0.462184876203537|-4.0|10|1|0|1|1|4|6|0.3984375|1.0|0.4609375|1.0|0.5390625|0.0|0.609375|6|4|0.609375|Volume=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.08000004291534424/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.0/0.0/0.328125/0.0/0.0/0.0/0.5/0.0!Osc 1 Effect 2=0.0/0.046875/0.0/0.0/0.0/0.0625/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0625/0.0/0.0/0.140625/0.0/0.0/0.0/0.453125/0.0!Filter 1 Freq=0.0/-0.1875/0.25/-0.359375/-0.53125/0.0625/0.0/0.0/0.265625/0.109375/0.0!Filter 1 Res=0.0/-0.140625/0.0/0.0/0.0/0.390625/0.0/0.0/0.0/-0.5/0.0!Filter 2 Freq=0.0/0.0/0.671875/0.0/0.0/0.15625/0.0/0.0/0.171875/-0.484375/0.0!Amp Attack=-0.015625/0.0/0.015625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Amp Release=0.0/0.046875/0.0/0.0/0.0/0.015625/0.0/0.0/0.0/-0.109375/0.0!Env 2 Decay=0.140625/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.5/0.0!Env 2 Release=0.203125/0.0/0.0/0.0/0.0/0.109375/0.0/0.0/0.0/0.234375/0.0!Env 2 Peak=0.0/-0.40625/0.0/0.0/0.0/-0.0625/0.0/0.0/0.0/0.375/0.0!Env 2 Sustain=0.0/0.09375/0.0/0.0/0.0/0.015625/0.0/0.0/0.0/0.0/0.0!Unison Amount=0.0/0.0/0.0/0.140625/0.0/0.5625/0.0/0.0/0.0/0.0/0.0!Env 2 Attack=0.0/0.0/0.0/0.0/0.0/0.34375/0.0/0.0/0.0/0.0/0.0
