@params:Amp A Slope|Amp Attack|Amp D Slope|Amp Decay|Amp Loop Mode|Amp R Slope|Amp Release|Amp Sustain|Env 2 A Slope|Env 2 Attack|Env 2 D Slope|Env 2 Decay|Env 2 Final|Env 2 Initial|Env 2 Loop Mode|Env 2 Peak|Env 2 R Slope|Env 2 Release|Env 2 Sustain|Env 3 A Slope|Env 3 Attack|Env 3 D Slope|Env 3 Decay|Env 3 Final|Env 3 Initial|Env 3 Loop Mode|Env 3 Peak|Env 3 R Slope|Env 3 Release|Env 3 Sustain|Filter 1 BP/NO/Morph|Filter 1 Drive|Filter 1 Freq|Filter 1 LP/HP|Filter 1 Morph|Filter 1 On|Filter 1 Res|Filter 1 Slope|Filter 1 Type|Filter 2 BP/NO/Morph|Filter 2 Drive|Filter 2 Freq|Filter 2 LP/HP|Filter 2 Morph|Filter 2 On|Filter 2 Res|Filter 2 Slope|Filter 2 Type|FilterRouting|Glide|Global Mod Amount|LFO 1 Amount|LFO 1 Attack Time|LFO 1 Phase Offset|LFO 1 Rate|LFO 1 Retrigger|LFO 1 S. Rate|LFO 1 Shape|LFO 1 Shaping|LFO 1 Sync|LFO 2 Amount|LFO 2 Attack Time|LFO 2 Phase Offset|LFO 2 Rate|LFO 2 Retrigger|LFO 2 S. Rate|LFO 2 Shape|LFO 2 Shaping|LFO 2 Sync|MonoPoly|Osc 1 Detune|Osc 1 Effect 1|Osc 1 Effect 2|Osc 1 Gain|Osc 1 On|Osc 1 Pan|Osc 1 Pos|Osc 1 Transp|Osc 2 Detune|Osc 2 Effect 1|Osc 2 Effect 2|Osc 2 Gain|Osc 2 On|Osc 2 Pan|Osc 2 Pos|Osc 2 Transp|Osc1Class|Osc1Effect|Osc1Index|Osc2Class|Osc2Effect|Osc2Index|PolyVoices|Sub Gain|Sub On|Sub Tone|Sub Transpose|Time|Transpose|Unison Amount|UnisonMode|UnisonVoices|Volume|XyzParamMatrix
Brutal Quad Saw:0.5|0.046875|0.75|0.984375|0.0|0.71875|0.25|0.875|0.5|0.7734375|0.75|0.6328125|0.0|0.859375|0.0|0.3515625|0.75|0.5|0.515625|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.46875|0.0|0.046875|0.6904768943786621|1.0|0.0|1.0|0.3095238208770752|0.0|0.0|0.0|0.0703125|0.825393795967102|3.0|0.0|1.0|0.3571428656578064|0.0|0.0|0|0.15625|0.234375|0.1328125|0.75|0.0|0.32078906893730164|1.0|12.0|0.0|0.46875|1.0|0.6328125|0.671875|0.453125|0.32078906893730164|1.0|6.0|0.0|0.5|1.0|1|0.5|0.5390625|0.0|0.9159663915634155|1.0|0.2578125|0.47058823704719543|-12.0|0.5|0.625|0.0|0.9663865566253662|1.0|0.7265625|0.4789915978908539|0.0|0|3|19|0|3|11|6|0.921875|1.0|0.4921875|1.0|0.5|0.0|0.75|5|3|0.3125|Volume=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Filter 1 Freq=0.0/0.859375/-0.5/0.0/-0.046875/0.28125/0.0/0.0/0.0/0.109375/0.0!Osc 1 Effect 2=0.0/0.0/0.0/0.5/0.40625/0.0/0.0/0.0/0.046875/0.0/0.0!LFO 1 Amount=0.0/0.09375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/-0.421875/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/1.0/0.0!Filter 2 Freq=0.0/0.21875/-0.375/0.015625/0.0/0.1875/0.0/0.0/0.0/0.140625/0.0!Osc 2 Pan=0.0/0.703125/0.390625/0.390625/-0.515625/-0.015625/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=0.0/0.390625/0.453125/0.359375/-0.8125/-0.15625/0.0/0.0/-0.15625/0.0/0.0!Osc 1 Pan=0.0/0.0/0.0/-0.28125/0.390625/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.59375/0.578125/0.0/0.0/-0.28125/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 1=0.0/-0.109375/0.0/-0.578125/0.359375/-0.078125/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 2=0.0/-0.609375/0.0/-0.5625/0.125/-0.421875/0.0/0.0/-0.15625/0.0/0.0!Filter 1 Drive=0.0/0.28125/0.28125/0.0/0.4375/0.0/0.0/0.0/0.125/0.0/0.0!Filter 2 Drive=0.0/-0.015625/0.0/0.0/0.0/0.0/0.0/0.0/0.296875/0.0/0.0!Env 2 Peak=0.0/-0.203125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Bunker Kick:0.5|0.0|1.0|0.5731707215309143|1.0|0.75|0.3414634168148041|0.0|0.7849462628364563|0.24390244483947754|0.9047619104385376|0.6951219439506531|0.0|1.0|0.0|0.14009661972522736|0.75|0.1796875|0.0|0.5|0.13414634764194489|0.75|0.9512194991111755|0.0|0.0|1.0|1.0|0.75|0.125|0.2222222238779068|0.0|0.4296875|5.245208853921213e-07|2.0|0.0|1.0|0.095238097012043|0.0|0.0|0.0|0.359375|0.1587325632572174|1.0|0.0|1.0|0.9603174328804016|0.0|1.0|0|0.0|0.5|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|0|0.5|0.5078125|0.0|1.0|1.0|0.5|0.22633744776248932|0.0|0.5|0.5|0.0|1.0|1.0|0.5|0.3374485671520233|0.0|0|3|0|8|0|0|6|0.0|0.0|0.0|0.0|0.5|-32.0|0.0|0|2|0.4375|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/-1.0/1.0/0.0/0.0/0.0!Filter 1 Freq=0.0/1.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.9375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Transp=0.0/1.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Calculated Bass:0.890625|0.1484375|0.75|0.38596490025520325|0.0|0.2734375|0.2421875|0.8661417365074158|0.984375|0.11999999731779099|0.1953125|0.41592657566070557|0.09375|0.6328125|0.0|1.0|0.1796875|0.5703125|0.96875|0.75|0.4296875|0.75|0.75|0.140625|0.0|0.0|1.0|0.7265625|0.71875|0.8671875|0.0|0.2265625|0.19841328263282776|4.0|0.0|1.0|0.4365079402923584|0.0|0.0|0.0|0.1796875|0.3888896107673645|4.0|0.0|1.0|0.3095238208770752|0.0|0.0|2|0.0625|0.0546875|1.0|0.0|0.0|0.28125|1.0|12.0|0.0|0.5|1.0|0.953125|0.0|0.0|0.32078906893730164|1.0|14.0|0.0|0.5|1.0|0|0.515625|0.59375|0.0|0.6386554837226868|1.0|0.4375|0.1428571492433548|-24.0|0.46875|0.5|0.0|0.7647058963775635|1.0|0.53125|0.5798319578170776|-12.0|10|2|10|10|1|4|6|0.7734375|1.0|0.390625|1.0|0.3203125|12.0|0.265625|0|2|0.5|Volume=0.03125/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/-0.0015624761581420898/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Filter 1 Freq=1.0/-0.1875/0.359375/0.28125/0.421875/0.078125/0.0/0.0/0.0/0.40625/0.0!Osc 2 Pos=0.453125/-0.5/0.296875/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Osc 1 Pos=0.515625/0.65625/0.578125/0.0/0.0/0.765625/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=-0.015625/0.0625/0.09375/0.0/0.0/0.03125/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/-0.03125/0.0/0.0/0.0/0.859375/0.0/0.0/0.0/0.0/0.0!Osc 2 Effect 1=0.15625/-0.203125/0.125/0.0/0.0/0.015625/0.0/0.0/0.0/0.0/0.0!Filter 1 Drive=0.0/0.625/0.0/0.0/0.0/0.421875/0.0/0.0/0.0/0.46875/0.0!Filter 2 Freq=-0.15625/-0.921875/-0.71875/0.0/0.0/0.484375/0.0/0.0/0.25/0.3125/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.875/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 Amount=0.0/0.046875/0.0/0.0/0.515625/0.0/0.0/0.0/0.0/1.0/0.0
Calibrated Solo:0.890625|0.1484375|0.75|0.640625|0.0|0.2734375|0.2421875|0.8661417365074158|0.984375|0.2109375|0.1953125|0.90625|0.09375|0.6328125|0.0|1.0|0.1796875|0.5703125|0.9140625|0.75|0.4140625|0.75|0.75|0.140625|0.0|0.0|1.0|0.7265625|0.71875|0.296875|0.0|0.3125|0.5396887063980103|4.0|0.0|1.0|0.2777777910232544|0.0|0.0|0.0|0.3671875|0.6508055925369263|3.0|0.0|1.0|0.453125|0.0|0.0|2|0.0625|0.0546875|1.0|0.1484375|0.0|0.28125|1.0|13.0|0.0|0.8359375|1.0|0.8828125|0.0703125|0.0|0.32078906893730164|1.0|13.0|0.0|0.453125|1.0|0|0.515625|0.59375|0.0|0.7226890921592712|1.0|0.4375|0.1428571492433548|12.0|0.484375|0.5|0.0|0.5882353186607361|1.0|0.53125|0.5798319578170776|-12.0|10|2|10|10|1|4|6|0.703125|1.0|0.4765625|0.0|0.3203125|0.0|0.0234375|1|2|0.421875|Volume=0.03125/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/-0.0015624761581420898/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Filter 1 Freq=1.0/-0.1875/0.359375/0.296875/0.28125/0.078125/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.453125/-0.5/0.296875/0.0/0.0/0.171875/0.0/0.0/0.0/-0.21875/0.0!Osc 1 Pos=0.515625/0.65625/0.578125/0.0/0.0/0.765625/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 1=-0.015625/0.0625/0.09375/0.0/0.0/0.03125/0.0/0.0/-0.15625/0.0/0.0!Osc 1 Effect 2=0.0/-0.03125/0.0/0.0/0.0/-0.109375/0.0/0.0/0.0/0.140625/0.0!Osc 2 Effect 1=0.15625/-0.203125/0.125/0.0/0.0/0.015625/0.0/0.0/0.0/0.4375/0.0!Filter 1 Drive=0.0/0.625/0.0/0.0/0.0/0.421875/0.0/0.0/0.0/0.390625/0.0!Filter 2 Freq=-0.15625/-0.921875/-0.71875/0.0/0.0/0.328125/0.0/0.0/0.0/-0.15625/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.875/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 Amount=0.0/0.046875/0.0/0.0/0.515625/0.0/0.0/0.0/0.0/1.0/0.0!Osc 2 Pan=0.0/0.0/0.0/0.0/0.0/-0.21875/0.0/0.0/0.0/0.0/0.0!Sub Tone=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.234375/0.609375/0.0
Carpentry Skills:0.5|0.109375|0.75|0.41592657566070557|2.0|0.75|0.109375|0.71875|0.5|0.1875|0.8384615182876587|0.546875|0.0|0.0|0.0|0.9453125|0.75|0.484375|0.75|0.5|0.0625|0.75|0.41592657566070557|0.0|0.0|1.0|0.8671875|0.75|0.28125|0.65625|0.0|0.0546875|0.2698426842689514|2.0|0.0|1.0|0.095238097012043|0.0|0.0|0.0|0.0|0.6666682958602905|0.0|0.65625|1.0|0.5476190447807312|0.0|4.0|0|0.2265625|0.5|1.0|0.0|0.0|0.4296875|1.0|12.0|3.0|0.5|1.0|1.0|0.0|0.0|0.32078906893730164|1.0|17.0|0.0|0.5|1.0|0|0.5|1.0|0.046875|1.0|1.0|0.2421875|0.6302521228790283|0.0|0.546875|0.5|0.0625|0.7983193397521973|1.0|0.734375|0.6302521228790283|0.0|10|1|2|10|1|7|6|0.6328125|1.0|0.625|1.0|0.21875|-12.0|0.1875|1|4|0.890625|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.109375/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Filter 1 Freq=0.0/0.296875/0.0/0.0/0.0/0.15625/0.0/0.0/0.0/0.3125/0.0!Osc 2 Pos=0.0/-0.625/0.078125/0.046875/0.0/0.0/0.0/0.0/0.0/0.28125/0.0!Osc 1 Pos=0.0/-0.625/0.0/0.03125/0.0/0.0/0.0/0.0/0.0/0.3125/0.0!Osc 1 Effect 2=0.0/0.359375/0.0/0.390625/0.140625/0.515625/0.0/0.0/0.0/-0.3125/0.0!Filter 2 Freq=0.0/0.0/0.0/0.0/0.0/-0.171875/0.37550926208496094/0.0/0.0/-0.25/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Osc 2 Effect 2=0.0/0.546875/0.0/0.015625/-0.015625/0.65625/0.0/0.0/0.0/0.390625/0.0
Change The Table Keys:0.859375|0.10000000149011612|0.75|0.41592657566070557|0.0|0.75|0.41592657566070557|0.7079460024833679|0.5|0.472870796918869|0.5|0.3973442316055298|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.0|0.25|0.7777789235115051|4.0|0.0|1.0|0.095238097012043|1.0|0.0|0.0|0.0|0.9965791702270508|0.0|0.0|0.0|0.0|0.0|0.0|0|0.3162277638912201|0.5|1.0|0.7109375|0.0|0.32078906893730164|1.0|2.0|0.0|0.5|1.0|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1|0.5|0.5|0.0|1.0|1.0|0.5|0.0|0.0|0.5|0.5|0.0|1.0|0.0|0.5|0.0|0.0|2|0|12|0|0|0|6|0.5011875033378601|1.0|0.25|1.0|0.5|0.0|0.1875|1|3|0.3828125|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Filter 1 Freq=0.0/0.0/0.484375/0.0/0.0/0.0/0.0/0.0/0.0/-0.6875/0.0!Osc 1 Pos=0.0/1.0/0.0/0.484375/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Chaotica:0.5|0.08408964425325394|0.75|0.760869562625885|0.0|0.75|0.52173912525177|0.0|0.5|0.08408964425325394|0.75|0.6739130616188049|0.0|0.0|0.0|1.0|0.75|0.6739130616188049|0.0|0.5|0.0|0.75|0.10869564116001129|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.0|0.0|0.0|0.7460454702377319|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.9965791702270508|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.5|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|0.0|0.5|0.0|1|0.3984375|0.5|0.0|1.0|1.0|0.5|0.0|0.0|0.6171875|0.5|0.0|1.0|1.0|0.5|1.0|0.0|8|0|2|8|0|20|6|0.4609375|1.0|0.0|1.0|0.5|0.0|0.5703125|3|2|0.5859375|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/1.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Filter 1 Freq=0.0/0.0/1.0/0.0/0.0/0.10000002384185791/0.0/0.0/0.0/0.2999999523162842/0.0!Osc 1 Pos=0.0/0.484375/1.0/0.0/0.0/0.0/0.0/0.0/0.20000004768371582/0.0/0.0!Osc 2 Pos=0.0/-1.0/-1.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Chasing The LFO:0.9375|0.1171875|0.75|0.65625|0.0|0.4140625|0.28125|0.8828125|0.5|0.0546875|0.9769230484962463|0.30666667222976685|0.0|0.140625|0.0|0.59375|0.75|0.4453125|0.265625|0.5|0.515625|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.234375|0.0|0.0|0.4285644590854645|0.0|0.0|1.0|0.4920634627342224|1.0|0.0|0.0|0.0|0.666667103767395|0.0|0.0|1.0|0.4920634627342224|0.0|0.0|0|0.1328125|0.5|0.484375|0.0|0.0|0.515625|1.0|13.0|3.0|0.6875|1.0|0.6328125|0.0|0.0|0.18110235035419464|1.0|11.0|3.0|0.6328125|1.0|0|0.59375|0.5|0.5703125|0.9411764740943909|1.0|0.25|0.0|0.0|0.5|0.5|0.0|0.8571428656578064|1.0|0.5625|0.5882353186607361|0.0|0|1|24|5|0|3|6|0.40625|1.0|0.28125|1.0|0.5|-12.0|0.53125|5|4|0.734375|Volume=0.0/0.0/0.0/0.0/0.203125/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Filter 1 Freq=0.0/0.65625/-0.1875/0.28125/-0.28125/0.390625/0.0/0.0/0.203125/0.0/0.0!Osc 1 Pos=0.0/0.4375/0.0/0.109375/0.0/0.5625/0.0/0.0/0.0/0.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.0/0.03125/-0.34375/0.0/0.0/0.0/0.0/0.0!Filter 2 Freq=0.0/0.0/0.0/-0.03125/-0.046875/0.0/0.0/0.0/0.09375/0.0/0.0!Env 2 Sustain=0.0/0.484375/-0.375/0.28125/-0.546875/0.0/0.0/0.0/0.0/0.0/0.0!LFO 1 Amount=0.0/-0.265625/0.234375/0.484375/-0.359375/0.0/0.0/0.0/0.0/0.0/0.0!LFO 2 Amount=0.0/-0.296875/0.828125/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Chatterbox:0.5|0.0|0.75|0.06521739065647125|0.0|0.75|0.0|1.0|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.0|0.0|0.4920652508735657|0.0|0.0|1.0|0.4761904776096344|0.0|3.0|0.0|0.0|0.6984146237373352|0.0|0.0|1.0|0.0|0.0|3.0|1|0.296875|0.5|1.0|0.0|0.0|0.32078906893730164|1.0|15.0|4.0|0.75|1.0|1.0|0.0|0.0|0.32078906893730164|1.0|17.0|4.0|0.699999988079071|1.0|0|0.5|0.5|0.0|1.0|1.0|0.5|0.4482758641242981|-12.0|0.5|0.5|0.0|1.0|1.0|0.5|0.517241358757019|-12.0|5|0|15|5|0|10|6|0.5011875033378601|1.0|0.0|1.0|0.5|0.0|0.703125|3|3|0.75|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Filter 1 Freq=0.0/0.0/0.0/0.0/0.203125/0.10000002384185791/0.0/0.0/0.1499999761581421/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.640625/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Osc 2 Pos=0.0/0.0/0.0/0.0/0.359375/0.0/0.0/0.0/0.0/-1.0/0.0!Filter 2 Freq=0.0/0.0/0.0/-0.6000000238418579/0.0/0.0/0.0/0.0/0.0/0.0/0.0
Chip Monk:0.5|0.0|0.75|0.28409090638160706|0.0|0.75|0.35227271914482117|0.9864864945411682|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.5|0.08408964425325394|0.75|0.41592657566070557|0.0|0.0|0.0|1.0|0.75|0.41592657566070557|0.5|0.0|0.0|0.9965791702270508|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.9965791702270508|0.0|0.0|0.0|0.0|0.0|0.0|0|0.0|0.5|1.0|0.0|0.0|0.84375|1.0|19.0|3.0|0.5|1.0|1.0|0.0|0.0|0.1171874925494194|1.0|19.0|3.0|0.5|1.0|1|0.5|1.0|0.0|1.0|1.0|0.5|0.5517241358757019|0.0|0.5|0.5|0.0|1.0|0.0|0.5|0.0|0.0|6|0|13|0|0|0|6|0.5011875033378601|0.0|0.0|1.0|0.5|0.0|0.2890625|0|8|0.6279460787773132|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.34375/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Unison Amount=0.0/0.0/0.0/0.0/0.296875/0.0/0.0/0.0/0.0/0.0/0.0
Chouncer:0.5|0.09375|1.0|0.41592657566070557|0.0|1.0|0.6875|0.7079460024833679|0.5|0.0|0.5|0.0|1.0|0.0|0.0|0.0|0.5|0.0|0.0|0.5|0.04545454680919647|0.75|0.2954545319080353|1.0|0.0|0.0|0.0|0.18918919563293457|0.5|0.0|0.0|0.2734375|0.5079370737075806|3.0|0.0|1.0|0.328125|1.0|0.0|0.0|0.0|5.245208853921213e-07|0.0|0.0|0.0|0.07999999821186066|0.0|1.0|0|0.3162277638912201|0.5|1.0|0.0|0.0|0.2537502646446228|0.0|4.0|1.0|0.15625|1.0|1.0|0.0|0.421875|0.32078906893730164|1.0|18.0|2.0|0.5|1.0|1|0.5|0.5|0.6015625|1.0|1.0|0.5|0.5|0.0|0.5|0.5|0.0|1.0|0.0|0.5|0.0|0.0|2|3|2|0|0|0|2|0.341269850730896|1.0|0.380952388048172|0.0|0.5|-12.0|0.30000001192092896|1|3|0.7079460024833679|Volume=0.0/0.0/0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/-0.109375/0.0/0.0/0.0/0.0/0.046666622161865234/0.0/0.0/0.0!Osc 1 Pos=0.0/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.0/0.0/0.625/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Filter 1 Freq=0.03125/0.0/0.671875/0.0/0.40625/0.0/0.000476837158203125/0.0/0.15625/0.09000003337860107/0.0!LFO 2 Amount=0.0/0.84375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!LFO 2 S. Rate=0.0/0.0/-0.234375/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0!Time=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/-0.109375/0.0/0.0!Global Mod Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/-1.0/0.0
Circle Of Pain:0.859375|0.2109375|0.75|0.41592657566070557|0.0|0.75|0.296875|0.8671875|0.8512396812438965|0.8984375|0.5|0.5733333230018616|0.0|0.3671875|0.0|0.8769230842590332|0.75|0.40625|0.6015625|0.6846153736114502|0.2265625|0.75|0.7866666913032532|0.0|0.625|0.0|0.8692307472229004|0.75|0.328125|0.5234375|0.0|0.6953125|0.5793662071228027|3.0|0.0|1.0|0.3533858060836792|1.0|0.0|0.0|0.59375|0.23015713691711426|4.0|0.0|1.0|0.6136363744735718|1.0|1.0|0|0.25|0.6171875|1.0|0.0|0.0078125|0.8359375|1.0|11.0|3.0|0.4765625|1.0|1.0|0.0|0.1171875|0.3858267664909363|1.0|9.0|3.0|0.59375|1.0|0|0.5|0.0|1.0|0.8151260614395142|1.0|0.296875|0.22689075767993927|0.0|0.5|0.5703125|0.671875|0.8151260614395142|1.0|0.6484375|0.21848739683628082|0.0|2|1|10|0|2|10|6|0.8203125|1.0|0.6796875|1.0|0.25|0.0|0.0|4|2|0.31156253814697266|Osc 1 Pos=0.25/0.703125/0.0/0.484375/0.390625/-0.671875/0.0/0.0/0.0/0.0/0.0!Volume=0.25/0.0/0.125/0.0/0.0/0.5/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.24000000953674316/0.0/0.0/0.0!Osc 2 Pos=0.453125/0.734375/0.09375/0.0/0.0/-0.625/0.0/0.0/0.0/0.171875/0.0!Filter 1 Freq=0.078125/0.0/0.578125/0.0/0.0/-0.375/0.0/-0.1875/0.140625/-0.34375/0.0!Filter 2 Freq=-0.390625/0.515625/0.0/0.453125/0.0/-0.1875/0.0/0.0625/0.015625/-0.265625/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!LFO 2 Amount=0.0/0.0/0.21875/0.1875/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Unison Amount=0.0/0.125/0.0/0.5/0.203125/0.0/0.0/0.0/0.0/-0.125/0.0
Classic Analog Clavinette:0.5|0.078125|0.738095223903656|0.7567567825317383|0.0|0.71875|0.1953125|0.953125|0.5|0.21875|1.0|0.9609375|0.0|0.1796875|0.0|0.8515625|0.75|0.3359375|0.7578125|0.4140625|0.1953125|0.328125|0.662162184715271|0.0|0.4765625|0.0|0.9923076629638672|0.75|0.41592657566070557|0.53125|0.0|0.265625|0.5634931325912476|0.0|0.0|1.0|0.444444477558136|0.0|0.0|0.0|0.140625|0.6825407147407532|0.0|0.0|1.0|0.341269850730896|0.0|0.0|0|0.1875|0.5|0.1953125|0.359375|0.0|0.18749995529651642|1.0|0.0|0.0|0.71875|1.0|0.171875|0.109375|0.0|0.0|1.0|15.0|0.0|0.6875|0.0|1|0.5|0.5078125|0.0|0.7142857313156128|1.0|0.21875|0.5630252361297607|0.0|0.4765625|0.0|0.2265625|0.6218487620353699|1.0|0.734375|0.43697479367256165|0.0|10|2|13|10|1|13|4|0.109375|1.0|0.84375|1.0|0.4609375|12.0|0.0234375|1|3|0.65625|Osc 1 Pos=0.0/0.0/0.0/0.0/1.0/0.03125/0.0/0.0/0.0/0.03125/0.0!Volume=0.0/0.0/0.0/0.0/0.0/0.171875/0.0/0.0/0.0/0.0/0.0!Transpose=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.04200005531311035/0.0/0.0/0.0!Filter 1 Freq=0.0/-0.109375/0.9043750762939453/-0.0625/-0.125/-0.625/0.0/0.0/0.0/0.21875/0.0!Filter 2 Freq=0.0/0.140625/-0.019999980926513672/0.0/0.0/-0.009999990463256836/0.0/0.0/0.0/0.0/0.0!LFO 1 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.84375/0.0!LFO 2 Amount=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/1.0/0.0!Unison Amount=0.0/-0.4375/0.578125/0.078125/0.265625/0.171875/0.0/0.0/0.0/0.125/0.0!Osc 1 Effect 1=0.0/0.125/-0.109375/0.09375/-0.390625/-0.3125/0.0/0.0/0.0/0.0/0.0!Osc 1 Effect 2=0.0/0.1875/0.28125/-0.0625/0.0/0.484375/0.0/0.0/0.0/0.0/0.0!Env 2 Attack=0.0/-0.40625/-0.359375/0.0/0.0/-0.296875/0.0/0.0/0.0/0.0/0.0!LFO 1 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.484375/0.0!LFO 2 S. Rate=0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.0/0.390625/0.0
