@params:Cyc Env Hold|Cyc Env Rate|Cyc Env Ratio|Cyc Env Synced|Cyc Env Tilt|Cyc Env Time|Cyc Env Time Mode|Drift|Env 1 Attack|Env 1 Decay|Env 1 Release|Env 1 Sustain|Env 2 Attack|Env 2 Cyc On|Env 2 Decay|Env 2 Release|Env 2 Sustain|Glide Time|HP Freq|Key > LPF|LFO Amt|LFO Mod Amt|LFO Rate|LFO Ratio|LFO Retrig On|LFO Synced|LFO Time|LFO Time Mode|LFO Wave|LP Freq|LP Mod Amt 1|LP Mod Amt 2|LP Reso|LP Type|Legato On|Mod Matrix Amt 1|Mod Matrix Amt 2|Mod Matrix Amt 3|Noise Flt On|Noise Gain|Noise On|Note Pitch Bend On|Osc 1 Flt On|Osc 1 Gain|Osc 1 Oct|Osc 1 On|Osc 1 Shape|Osc 1 Shape Mod Amt|Osc 1 Wave|Osc 2 Detune|Osc 2 Flt On|Osc 2 Gain|Osc 2 Oct|Osc 2 On|Osc 2 Wave|Osc Retrig On|Pitch Mod Amt 1|Pitch Mod Amt 2|Poly Voice Depth|Spread|Strength|Thickness|Transpose|Vel > Vol|Volume
Dub Techno Bass:0.0|0.31225645542144775|0.0476190485060215|15.0|0.5|0.29616981744766235|0.0|0.07249999791383743|0.12722596526145935|0.39744803309440613|0.3809019923210144|0.09634707868099213|0.11075662076473236|0.0|0.39744803309440613|0.3967844247817993|0.699999988079071|0.0|0.0|1.0|1.0|0.5|0.05739879235625267|0.0476190485060215|0.0|15.0|0.29616981744766235|2.0|0.0|0.7383065223693848|0.5|0.5|0.0|1.0|0.0|0.5|0.5|0.5|1.0|0.5130729675292969|1.0|1.0|1.0|0.6128043532371521|0.0|1.0|0.0|0.5|0.0|0.5|0.0|0.0|-1.0|0.0|1.0|1.0|0.5|0.699618399143219|0.1349206417798996|0.1349206417798996|0.1349206417798996|0.1349206417798996|0.0|0.10000000149011612|0.9609375
Dub Wob Bass:0.0|0.26050516963005066|0.1111111119389534|13.0|0.3888888955116272|0.0942005068063736|3.0|0.28031253814697266|0.16535432636737823|0.9126983880996704|0.4285714328289032|0.0793650820851326|0.3095238208770752|1.0|0.5158730149269104|0.4682539701461792|0.1349206417798996|0.21875|0.055555559694767|0.640625|0.0|0.5|0.04499194771051407|0.8333333134651184|0.0|15.0|0.03174595907330513|1.0|5.0|0.2460317760705948|0.8203125|0.1640625|0.4285714328289032|1.0|0.0|0.7265625|0.796875|0.8359375|1.0|0.09991505742073059|1.0|1.0|1.0|0.6372933983802795|0.0|1.0|0.02380952425301075|0.0546875|4.0|0.5724999904632568|1.0|0.6395628452301025|-1.0|1.0|3.0|0.0|0.4296875|0.5625|0.8888888955116272|0.8650793433189392|0.0|0.8888888955116272|0.0|0.1953125|0.682539701461792
Echo Bells:0.0|0.055545624345541|0.0476190485060215|15.0|0.8888888955116272|0.2063492089509964|1.0|0.125|0.1269841343164444|0.71875|0.5634920597076416|0.0|0.0|1.0|0.1984127014875412|0.6349206566810608|0.0|0.0|0.1349206417798996|0.4921875|0.30158731341362|0.9453125|0.22619275748729706|0.1746031790971756|1.0|15.0|0.0|0.0|8.0|0.7539682388305664|0.2734375|0.2265625|0.6904761791229248|0.0|0.0|0.8359375|0.625|0.1796875|0.0|0.0|0.0|1.0|1.0|0.5061666965484619|0.0|1.0|0.6111111044883728|0.59375|0.0|0.3888888955116272|1.0|0.5886358022689819|0.0|1.0|0.0|0.0|0.6171875|0.5703125|0.1796875|0.9523809552192688|0.0|0.1796875|0.0|0.3671875|0.3571428656578064
Echo Pulse:0.1825396865606308|0.6904761791229248|0.7936508059501648|12.0|0.8333333134651184|0.29616981744766235|3.0|0.359375|0.15079365670681|0.6746031641960144|0.1269841343164444|0.5079365372657776|0.11075662076473236|1.0|0.3974480628967285|0.9126983880996704|0.8015872836112976|0.0|0.3333333730697632|0.0|1.0|0.8515625|0.3730158805847168|0.1349206417798996|0.0|17.0|0.29616981744766235|3.0|3.0|0.3174603283405304|0.8515625|0.796875|0.6746031641960144|0.0|0.0|0.0|0.6953125|0.828125|1.0|0.5158730149269104|1.0|1.0|1.0|0.5478326082229614|1.0|1.0|0.0|0.5|4.0|0.6190476417541504|1.0|1.0|0.0|1.0|1.0|0.0|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.5
Euphoria Lead:0.0|0.31225645542144775|0.0476190485060215|15.0|0.5|0.29616981744766235|0.0|0.07249999791383743|0.11075662076473236|0.39744803309440613|0.3967844247817993|0.699999988079071|0.11075661331415176|0.0|0.39744803309440613|0.3967844247817993|0.699999988079071|0.0|0.27684643864631653|0.0|1.0|0.5|0.14259850978851318|0.0476190485060215|0.0|15.0|0.29616981744766235|0.0|0.0|1.0|0.5|0.5|0.27958908677101135|1.0|0.0|0.078125|0.5|0.8083678483963013|1.0|0.4981228709220886|1.0|1.0|1.0|0.6023052930831909|0.0|1.0|0.4140625|0.6015625|6.0|0.6528552770614624|1.0|0.5217943787574768|1.0|1.0|3.0|0.0|0.5|0.5|0.6299999952316284|0.6299999952316284|0.6299999952316284|0.6299999952316284|0.0|0.10000000149011612|0.5
Floom:0.6507936716079712|0.9863064289093018|0.0476190485060215|15.0|0.0476190485060215|0.29616981744766235|0.0|0.5354330539703369|0.2380952388048172|0.380952388048172|0.3602615296840668|0.1269841343164444|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.682539701461792|0.7734375|0.05739879235625267|0.8888888955116272|1.0|15.0|0.29616981744766235|2.0|6.0|0.8031495213508606|0.375|0.703125|0.0|0.0|1.0|1.0|0.1875|0.5|1.0|0.0|1.0|1.0|1.0|0.5158730149269104|0.0|1.0|0.095238097012043|0.453125|0.0|0.0|1.0|0.5079365372657776|0.0|1.0|1.0|0.0|0.640625|0.734375|0.4761904776096344|0.296875|0.4761904776096344|0.4761904776096344|0.0|0.10000000149011612|1.0
Floot Bass:1.0|0.055545624345541|0.0476190485060215|15.0|0.4920634925365448|0.0|1.0|0.3671875|0.095238097012043|0.6428571343421936|0.261904776096344|0.1428571492433548|0.2063492089509964|0.0|0.3571428656578064|0.4523809552192688|0.4523809552192688|0.0|0.2698412835597992|0.7890625|0.3730158805847168|0.9375|0.055545624345541|0.1746031790971756|1.0|15.0|0.0|0.0|0.0|0.1796874850988388|0.8346874713897705|0.8046875|0.658730149269104|1.0|0.0|0.71875|0.8424999713897705|0.8125|1.0|0.297014445066452|1.0|1.0|1.0|0.47295185923576355|0.0|1.0|0.8333333134651184|0.65625|3.0|0.5714285969734192|1.0|0.6243606805801392|-1.0|1.0|4.0|0.0|0.6328125|0.578125|0.1796875|0.8333333134651184|0.2265625|0.6171875|0.0|0.2734375|0.4761904776096344
Flutter Pad:0.3730158805847168|0.3385826647281647|0.0476190485060215|15.0|0.5|0.29616981744766235|0.0|0.578125|0.4682539701461792|0.4523809552192688|0.6904761791229248|0.699999988079071|0.11075662076473236|1.0|0.3974480628967285|0.3967844247817993|0.699999988079071|0.0|0.0|0.265625|1.0|0.5|0.2938363552093506|0.0476190485060215|0.0|15.0|0.29616981744766235|0.0|0.0|0.6377953290939331|0.7244094610214233|0.765625|0.3492063581943512|1.0|0.0|1.0|0.0|0.9140625|1.0|0.4115138351917267|1.0|1.0|1.0|0.5478326082229614|0.0|1.0|0.0|0.7734375|2.0|1.0|1.0|0.5478326082229614|0.0|1.0|3.0|0.0|0.5859375|0.5|0.0|0.699999988079071|0.5|0.30000001192092896|0.0|0.10000000149011612|0.562341570854187
FM Four Pluck:0.0|0.055545624345541|0.0476190485060215|15.0|0.02380952425301075|0.9047619104385376|1.0|0.2421875|0.055555544793605804|0.5476190447807312|0.4365071654319763|0.0|0.0793650820851326|0.0|0.2857142984867096|0.7222222089767456|0.0714285746216774|0.0|0.17460320889949799|0.2890625|0.89682537317276|0.9453125|0.17010846734046936|0.1746031790971756|0.0|15.0|0.0|0.0|8.0|0.33068785071372986|0.8515625|0.8359375|0.7063491940498352|0.0|0.0|0.8828125|0.75|0.8203125|1.0|0.2504684627056122|1.0|1.0|1.0|0.5368634462356567|-1.0|1.0|0.6111111044883728|0.625|1.0|0.579365074634552|1.0|0.5990749597549438|0.0|1.0|2.0|0.0|0.4140625|0.578125|0.9375|0.7601587176322937|0.03125|0.1796875|0.0|0.34812498092651367|0.4558730721473694
FM Halfstep Clang:0.0|0.1901049017906189|0.0476190485060215|0.0|0.523809552192688|0.29616981744766235|3.0|0.1015625|0.07904773205518723|0.3813360929489136|0.261904776096344|0.0|0.11075662076473236|1.0|0.3974480628967285|0.3967844247817993|0.699999988079071|0.0|0.571428656578064|0.0|1.0|1.0|0.8095238208770752|0.0476190485060215|0.0|15.0|0.29616981744766235|0.0|1.0|0.6666666865348816|0.9375|0.484375|0.4523809552192688|0.0|0.0|0.5|0.5|0.21875|1.0|0.6190476417541504|1.0|1.0|1.0|0.5478326082229614|1.0|1.0|0.4920634925365448|0.5249999761581421|0.0|0.9206349849700928|1.0|0.7333330512046814|1.0|1.0|2.0|1.0|0.5|1.0|0.0|1.0|0.0|0.0|0.0|0.6875|0.5158730149269104
