@params:Body Decay|Body High-Cut|Body Low-Cut|Body Mix|Body On/Off|Body Size|Body Type|D Damping|D Mass < Key|D Pos < Key|D Pos < Vel|D Pos Abs|D Stiff < Key|D Stiffness|D Velo < Key|D Velocity|Damp Pos|Damper Gated|Damper Mass|Damper On|E Pos|E Pos < Key|E Pos < Vel|E Pos Abs|Error|Exc Damping|Exc Mass|Exc Mass < Key|Exc Mass < Vel|Exc On/Off|Exc Stiff < Key|Exc Stiff < Vel|Exc Stiffness|Exc Vel < Key|Exc Vel < Vel|Exc Velocity|Exciter Type|FEG < Vel|FEG Att < Vel|FEG Attack|FEG Decay|FEG On/Off|FEG Release|FEG Sustain|Filter Freq|Filter On/Off|Filter Reso|Filter Type|Fine Tune|Freq < Env|Freq < Key|Freq < LFO|Key Priority|LFO Delay|LFO Fade In|LFO On/Off|LFO Shape|LFO Speed|LFO Sync On|LFO SyncRate|Note PB Range|Octave|PB Range|Pickup On/Off|Pickup Pos|Porta Legato|Porta On/Off|Porta Prop|Porta Time|Press Amt A|Press Amt B|Press Dest A|Press Dest B|Reso < Env|Reso < Key|Reso < LFO|S Damp < Key|S Decay < Key|S Decay Ratio|Semitone|Slide Amt A|Slide Amt B|Slide Dest A|Slide Dest B|Str Damping|Str Inharmon|Stretch|String Decay|T Mass < Key|T Mass < Vel|Term Fng Stiff|Term Fret Stiff|Term Mass|Term On/Off|Uni Delay|Uni Detune|Unison On/Off|Unison Voices|Vib < ModWh|Vib Amount|Vib Delay|Vib Error|Vib Fade-In|Vib Speed|Vibrato On/Off|Voices|Volume
Clean Basic Guitar:0.7222222089767456|0.8333333134651184|0.9682539701461792|0.0|1.0|2.0|0.0|0.5476190447807312|0.0|0.0|0.0|0.0|0.0|0.4920634627342224|0.0|0.0|0.4921875|1.0|0.60317462682724|1.0|0.4960629940032959|0.0|0.0|0.0|0.0|0.9603174328804016|0.34375|0.0|0.5952380895614624|1.0|0.0|0.0|0.3828125|0.0|0.7301587462425232|0.35433071851730347|3.0|0.0|0.0|0.3671875|0.3671875|1.0|0.3671875|1.0|1.0|0.0|0.0|1.0|0.5|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|1.0|0.7539682388305664|0.0|0.0|1.0|0.453125|0.109375|0.5|5.0|0.0|0.0|0.0|0.0|0.4140625|-0.3984375|0.3984375|0.0|0.5|0.5|0.0|0.0|0.5634920597076416|0.203125|0.8015872836112976|0.8110235929489136|0.0|0.0|0.6507936716079712|0.6507936716079712|0.6349206566810608|0.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.0|0.0|0.0|0.0|0.5317460298538208|1.0|4.0|0.1269841343164444
Clean Bright Guitar:0.1428571492433548|0.6904761791229248|1.0|0.5|1.0|2.0|1.0|0.109375|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.7063491940498352|0.4047619104385376|1.0|1.0|0.0|0.46253693103790283|-0.5625|-0.5|1.0|0.0|0.4523809552192688|0.6111111044883728|-0.171875|0.546875|1.0|-0.5|0.03125|0.9365079402923584|0.015625|-0.203125|0.460317462682724|3.0|0.2421875|0.0859375|0.0|0.7698412537574768|1.0|0.2068965584039688|0.7063491940498352|0.1875|1.0|0.2109375|0.0|0.5|0.7383720874786377|0.21875|0.0|0.0|0.5|0.5|0.0|0.0|0.5|0.0|13.0|48.0|0.0|2.0|1.0|0.3359375|0.0|0.0|0.0|0.5|0.125|0.5|5.0|0.0|0.21875|0.0|0.0|0.59375|-0.359375|0.1796875|0.0|0.5|0.5|0.0|0.0|0.6875|0.5|0.5|0.703125|0.0|0.640625|1.0|1.0|0.8253968358039856|1.0|0.8828125|0.3203125|0.0|0.0|0.3203125|0.65625|0.1875|0.5|0.0|1.0|0.0|4.0|0.5714285969734192
Clean Chorus Guitar:0.4761904776096344|0.261904776096344|0.4761904776096344|0.11023622006177902|1.0|0.0|1.0|0.341269850730896|0.0|0.0|0.0|0.0|0.0|0.109375|0.0|0.2421875|0.7063491940498352|0.0|0.1190476194024086|1.0|0.40625|0.0|0.0|0.0|0.0|0.4047619104385376|0.5354330539703369|-0.375|0.0|1.0|0.0|0.765625|0.4488188922405243|0.0|0.682539701461792|0.5158730149269104|1.0|0.0|0.0|0.3671875|0.5|0.0|0.5|0.5|0.5|0.0|0.0|1.0|0.5|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|1.0|0.35433071851730347|0.0|0.0|1.0|0.453125|0.375|0.09375|4.0|5.0|0.0|0.0|0.0|0.5158730149269104|-0.4765625|0.3828125|0.0|0.5|0.5|0.0|0.0|0.6953125|0.1015625|0.6875|0.796875|0.0|0.0|0.6507936716079712|0.6507936716079712|0.6349206566810608|0.0|0.7637795209884644|0.2890625|1.0|0.0|0.8015872836112976|0.46875|0.296875|0.0|0.296875|0.359375|1.0|4.0|0.12598425149917603
Clicky Organ:1.0|0.453125|0.3125|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.8188976645469666|0.296875|0.328125|0.0|0.0|0.4765625|0.4453125|-0.15625|0.1796875|1.0|0.0|0.6984127163887024|0.5555555820465088|0.0|0.5317460298538208|0.5442913174629211|3.0|0.8809523582458496|0.0|0.0|0.0|1.0|0.0|0.0078125|0.3779527544975281|1.0|0.4724409580230713|1.0|0.5|0.40625|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|14.0|48.0|0.0|2.0|1.0|0.5476190447807312|0.0|0.0|1.0|0.0|0.5|0.5|0.0|0.0|0.0|-0.359375|0.0|0.453125|-0.375|0.579365074634552|0.0|0.15625|0.5|7.0|0.0|0.34375|0.3125|0.5|0.4724409580230713|0.0|0.015625|0.8650793433189392|0.5158730149269104|0.6190476417541504|0.0|0.0|0.0|0.0|0.0|0.015625|0.6507936716079712|0.296875|1.0|0.296875|1.0|0.0|4.0|0.4126984179019928
Computer Music:0.6507936716079712|0.0|0.0|0.4126984179019928|1.0|4.0|0.0|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5|0.5|0.0|0.5|0.0|1.0|0.0|0.0|1.0|0.0|0.5873016119003296|0.4523809552192688|0.0|0.0|1.0|0.0|0.0|0.7777777910232544|0.0|0.0|0.4920634925365448|3.0|0.0|0.0|0.0|0.5|0.0|0.5|0.5|0.5699999928474426|1.0|0.2545454502105713|1.0|0.5|0.0|0.0|1.0|0.0|0.5|0.5|0.0|2.0|0.5|1.0|13.0|48.0|0.0|2.0|1.0|1.0|0.0|0.0|0.0|0.5|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.5|0.5|0.0|0.0|1.0|0.4921875|0.5|0.4375|0.0|0.0|0.5|0.5|0.5|0.0|0.5|0.203125|1.0|0.0|0.5|0.5|0.5|0.5|0.5|0.5|1.0|4.0|0.4482539892196655
Crackling Strings Abstract:0.4453125|0.0|0.40625|0.523809552192688|1.0|4.0|0.0|1.0|-0.2578125|-0.8650793433189392|-0.5634920597076416|0.0|-0.40625|0.5873016119003296|-0.4140625|0.3828125|0.738095223903656|0.0|1.0|1.0|0.4488188922405243|-0.25|-0.484375|0.0|0.0|0.6428571343421936|0.9920634627342224|-0.25|0.6666666865348816|1.0|0.0|0.03125|0.841269850730896|0.0|0.6269841194152832|0.375984251499176|0.0|0.484375|0.3359375|0.0|1.0|1.0|0.5079365372657776|0.5714285969734192|0.8976377844810486|1.0|0.7086614370346069|1.0|0.5|0.0|-0.265625|0.0|2.0|0.0859375|0.03125|1.0|0.0|0.0|0.0|1.0|48.0|0.0|2.0|0.0|0.390625|0.0|0.0|0.0|0.6507936716079712|-0.34375|0.5|7.0|0.0|0.0|-0.125|0.0|0.0|-0.3984375|0.25|0.0|0.5|0.5|0.0|0.0|0.523809552192688|0.9682539701461792|0.8015872836112976|0.9448819160461426|0.0|0.0|0.4921875|0.4296875|0.841269850730896|1.0|0.0|0.0|0.0|0.0|0.7539682388305664|0.8515625|0.4453125|0.0|0.7777777910232544|0.031496062874794006|1.0|4.0|0.078125
Eastern Harp 1:0.420634925365448|0.203125|0.4682539701461792|0.817460298538208|1.0|3.0|2.0|0.190476194024086|0.0|0.0|0.0|0.0|0.0|0.0|0.125|0.3650793731212616|1.0|0.0|0.3968254029750824|1.0|0.4960629940032959|0.0|0.578125|1.0|0.0|0.3492063581943512|0.4047619104385376|0.0|0.0|1.0|0.0|0.0|0.4523809552192688|-0.359375|0.703125|0.5634920597076416|3.0|0.0|0.0|0.2931034564971924|0.5555555820465088|0.0|1.0|0.9047619104385376|0.7803887724876404|1.0|0.0661909431219101|0.0|0.5|0.0|0.0|0.0|0.0|0.1587301641702652|0.96875|0.0|0.0|0.5873016119003296|0.0|13.0|48.0|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.3359375|0.5|0.5|0.0|0.0|0.0|0.0|0.0|-0.09375|0.59375|0.71875|0.0|0.5|0.5|0.0|0.0|0.7007874250411987|0.078125|0.5|0.9685039520263672|0.0|0.0|0.5555555820465088|0.6881151795387268|0.6746031641960144|1.0|0.359375|0.25|0.0|0.0|0.40625|0.59375|0.6015625|0.5|0.1953125|0.40625|1.0|4.0|1.0
Eastern Harp 2:0.6111111044883728|0.8253968358039856|0.4444444477558136|0.682539701461792|1.0|1.0|3.0|0.15079365670681|0.0|0.0|0.0|0.0|0.0|0.1587301641702652|0.125|0.3650793731212616|0.5158730149269104|0.0|0.40625|1.0|0.7086614370346069|0.0|0.578125|1.0|0.0|0.375|0.4047619104385376|0.0|0.0|1.0|0.0|0.84375|0.3828125|-0.359375|0.796875|0.5634920597076416|3.0|0.0|0.0|0.2931034564971924|0.5555555820465088|0.0|1.0|0.9047619104385376|0.8751230239868164|1.0|0.16953739523887634|0.0|0.5|0.0|0.0|0.0|0.0|0.1587301641702652|0.96875|0.0|0.0|0.5873016119003296|0.0|13.0|48.0|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.3359375|0.5|0.5|0.0|0.0|0.0|0.0|0.0|-0.09375|-0.078125|0.1328125|0.0|0.5|0.5|0.0|0.0|1.0|0.078125|0.5|0.7637795209884644|0.0|0.0|0.4365079402923584|0.7936761379241943|0.3203125|1.0|0.359375|0.25|0.0|0.0|0.40625|0.59375|0.6015625|0.5|0.1953125|0.40625|1.0|4.0|0.703125
Electric Basic Bass:0.8888888955116272|0.9682539701461792|1.0|0.6349206566810608|1.0|2.0|1.0|0.3203125|-0.2421875|0.0|0.0|0.0|0.0|0.682539701461792|-0.2421875|0.296875|0.8650793433189392|1.0|0.34375|1.0|0.7559055089950562|-0.3515625|0.0|1.0|0.0|0.6190476417541504|0.453125|-0.1171875|0.0703125|1.0|-0.28125|0.0|0.359375|-0.109375|0.6428571343421936|0.27109989523887634|3.0|0.390625|0.5476190447807312|0.046875|0.109375|1.0|0.5079365372657776|1.0|0.09448818862438202|1.0|0.26771652698516846|1.0|0.5|0.6746031641960144|0.234375|0.0|2.0|0.0|0.0|0.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|1.0|0.2734375|1.0|1.0|0.0|0.3203125|0.5|0.5|0.0|0.0|0.0|0.21875|0.0|0.296875|0.109375|0.3828125|0.0|-0.1875|0.5|7.0|0.0|0.3203125|0.579365074634552|0.6666666865348816|0.748031497001648|0.0|0.421875|0.8095238208770752|0.5873016119003296|0.5|1.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.0|0.0|0.0|0.0|0.453125|1.0|4.0|0.8359375
Electric Damped Bass:0.6666666865348816|1.0|1.0|0.5|1.0|3.0|1.0|0.3203125|-0.2421875|0.0|0.0|0.0|0.0|0.682539701461792|-0.2421875|0.3828125|0.8650793433189392|1.0|0.34375|1.0|0.7637795209884644|-0.3515625|0.0|1.0|0.0|0.5396825671195984|0.4609375|-0.1171875|0.0703125|1.0|-0.171875|0.0|0.7460317611694336|-0.109375|0.6428571343421936|0.26771652698516846|3.0|0.5|0.5476190447807312|0.046875|0.109375|1.0|0.5079365372657776|1.0|0.17322835326194763|1.0|0.33070865273475647|0.0|0.5|0.6746031641960144|0.234375|0.0|2.0|0.0|0.0|0.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|1.0|0.5317460298538208|0.0|0.0|1.0|0.453125|0.5|0.5|0.0|0.0|0.0|0.21875|0.0|0.4375|0.359375|0.25|0.0|-0.203125|0.5|7.0|0.0|0.40625|0.375|0.7063491940498352|0.6771653294563293|0.0|0.421875|0.8095238208770752|0.5873016119003296|0.5|0.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.0|0.0|0.0|0.0|0.359375|1.0|4.0|0.7047892212867737
Electric Driven Bass:0.1428571492433548|0.007936508394777775|0.2380952388048172|0.5|0.0|4.0|1.0|1.0|-0.765625|0.0|0.0|0.0|0.640625|0.1666666716337204|0.0|0.5|0.0|0.0|0.1640625|0.0|0.4444444179534912|0.0|0.0|1.0|0.0|0.420634925365448|1.0|0.0|0.0|1.0|0.0|0.0|1.0|-0.34375|0.328125|0.579365074634552|3.0|1.0|0.578125|0.8730158805847168|0.0|1.0|0.0|1.0|0.6640625|1.0|0.2734375|1.0|0.5|1.0|0.453125|0.0|2.0|0.5|0.5|0.0|0.0|0.5|0.0|13.0|48.0|0.0|5.0|1.0|0.7637795209884644|1.0|0.0|1.0|0.171875|0.5|0.5|0.0|0.0|0.0|0.265625|0.0|0.4375|0.0|0.5|0.0|0.5|0.5|0.0|0.0|0.4173228442668915|0.5|0.5|0.75|0.0|0.0|0.1190476194024086|0.2539682686328888|0.190476194024086|0.0|0.5|0.5|0.0|0.0|0.5|0.5|0.5|0.5|0.5|0.5|0.0|1.0|0.380952388048172
Electric Nylon Guitar:0.5079365372657776|0.8333333134651184|0.4921875|0.3203125|1.0|2.0|1.0|0.5476190447807312|0.0|0.0|0.0|0.0|0.0|0.682539701461792|0.0|0.0|0.4921875|1.0|0.60317462682724|1.0|0.4960629940032959|0.0|0.0|0.0|0.0|0.9603174328804016|0.34375|0.0|0.5952380895614624|1.0|0.0|0.0|0.3828125|0.0|0.7301587462425232|0.34965550899505615|3.0|0.0|0.0|0.3671875|0.3671875|1.0|0.3671875|1.0|0.523809552192688|0.0|0.3203125|1.0|0.5|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|0.0|0.7539682388305664|0.0|0.0|1.0|0.453125|0.109375|0.5|5.0|0.0|0.0|0.0|0.0|0.4140625|-0.3984375|0.3984375|0.0|0.5|0.5|0.0|0.0|0.5634920597076416|0.203125|0.8015872836112976|0.834645688533783|0.0|0.0|0.6507936716079712|0.6507936716079712|0.6349206566810608|0.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.0|0.0|0.0|0.0|0.5317460298538208|1.0|4.0|0.1825396865606308
Ensemble Strings:0.60317462682724|0.5634920597076416|0.3799999952316284|0.9920634627342224|1.0|1.0|0.0|0.015625|0.0|0.0|0.0|0.0|0.0|0.817460298538208|0.0|0.0|0.6507936716079712|0.0|0.0|0.0|0.0|-0.3671875|0.0|1.0|0.0|0.9285714030265808|0.4609375|0.0|0.5158730149269104|1.0|0.0|0.03125|0.579365074634552|0.0|0.60317462682724|0.36183562874794006|0.0|0.60317462682724|0.0|0.6507936716079712|0.0|0.0|0.3671875|1.0|0.36220473051071167|1.0|0.16535432636737823|6.0|0.5|0.5|0.5|0.0|2.0|0.0|0.0|0.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|0.0|0.15625|0.0|0.0|1.0|0.453125|0.09375|0.5|2.0|0.0|0.0|0.0|0.0|0.4765625|0.1328125|0.25|0.0|0.5|0.5|0.0|0.0|0.5634920597076416|0.2578125|0.5|0.6771653294563293|0.0|0.0|0.46875|0.5476190447807312|0.6269841194152832|1.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.33070865273475647|0.0|0.3515625|0.0|0.5546875|1.0|4.0|0.3174603283405304
Fretless Bass:0.8015872836112976|0.6746031641960144|0.4285714328289032|0.0|1.0|3.0|0.0|0.5476190447807312|0.0|0.0|0.0|0.0|0.0|0.682539701461792|0.0|0.0|0.6190476417541504|1.0|0.60317462682724|0.0|0.8188976645469666|0.0|0.0|1.0|0.0|0.9603174328804016|0.5|0.0|0.5952380895614624|1.0|0.0|0.0|0.2578125|0.0|0.7301587462425232|0.44765010476112366|1.0|0.0|0.0|0.3671875|0.3671875|1.0|0.3671875|1.0|1.0|0.0|0.0|1.0|0.8203125|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|1.0|0.453125|0.0|0.0|1.0|0.453125|-0.203125|0.5|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3984375|0.0|0.0625|0.5|2.0|0.0|0.6190476417541504|0.203125|0.8015872836112976|0.8110235929489136|0.0|0.3125|0.4609375|0.1953125|0.4765625|1.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.0|0.0|0.0|0.0|0.5317460298538208|1.0|4.0|0.1746031790971756
Guitar Multi Strings:0.738095223903656|0.4682539701461792|0.8253968358039856|0.5634920597076416|1.0|2.0|3.0|0.5634920597076416|0.0|0.0|0.0|0.0|0.0|0.8571428656578064|0.0|0.0|0.6190476417541504|1.0|0.60317462682724|1.0|0.976190447807312|0.0|0.0|0.0|0.0|1.0|0.34375|0.0|0.59375|1.0|0.0|0.0|0.4920634925365448|0.0|0.6875|0.420634925365448|3.0|0.0|0.0|0.0|0.9482758641242981|1.0|1.0|0.29032257199287415|0.18000000715255737|1.0|0.2181818187236786|6.0|0.5|0.0|0.0|0.359375|2.0|0.5|0.5|1.0|0.0|0.7142857313156128|0.0|14.0|48.0|-2.0|2.0|1.0|0.921875|0.0|0.0|1.0|0.453125|0.5|0.5|0.0|0.0|0.0|0.0|0.21875|0.0|-0.421875|0.7142857313156128|0.0|0.5|0.5|0.0|0.0|0.5873016119003296|0.171875|0.8015872836112976|1.0|0.0|0.8125|0.1428571492433548|0.5158730149269104|1.0|0.0|0.3359375|1.0|1.0|1.0|0.8015872836112976|0.125|0.0|0.0|0.0|0.5317460298538208|1.0|3.0|0.06253042817115784
Guitarchestra:0.5317460298538208|0.0|0.0|0.5|1.0|4.0|0.0|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5|0.5|0.0|0.5|0.0|0.5|0.0|0.0|0.0|0.0|0.5|0.5625|0.0|0.0|1.0|0.0|0.53125|0.71875|0.0|0.484375|0.341269850730896|3.0|0.0|0.0|0.7241379022598267|0.5|0.0|0.7586206793785095|0.5|0.949999988079071|1.0|0.145454540848732|0.0|0.5|1.0|0.0|0.0|0.0|0.5|0.5|0.0|0.0|0.5|0.0|13.0|48.0|0.0|2.0|1.0|0.609375|0.0|0.0|0.0|0.5|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3671875|0.0|0.5|0.5|0.0|0.0|0.9375|0.5|0.5|1.0|0.0|0.0|0.5|0.5|0.5|0.0|0.0|1.0|1.0|1.0|0.5|0.5|0.5|0.5|0.5|0.5|0.0|6.0|0.46000003814697266
Hard Picked Guitar:1.0|0.4765625|0.3125|0.0|0.0|1.0|0.0|0.9047619104385376|0.0|0.0|0.0|0.0|0.0|0.4140625|0.0|0.046875|1.0|1.0|0.6666666865348816|1.0|0.4251968562602997|0.0|0.0|0.0|0.4453125|0.9682539701461792|0.4453125|0.0|0.5952380895614624|1.0|0.0|0.0|0.390625|0.0|0.7301587462425232|0.34965550899505615|3.0|0.0|0.0|0.3671875|0.3671875|0.0|0.3671875|1.0|0.523809552192688|1.0|0.3203125|5.0|0.5|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|0.0|0.15625|0.0|0.0|0.0|0.453125|0.140625|0.5|5.0|0.0|0.0|0.0|0.0|0.4765625|0.0078125|0.976190447807312|0.0|0.5|0.5|0.0|0.0|0.375|0.0|0.5|1.0|0.0|0.0|0.0234375|0.6507936716079712|1.0|0.0|0.0|0.40625|0.0|0.0|0.8015872836112976|0.0|0.0|0.0|0.0|0.5317460298538208|1.0|4.0|0.190476194024086
Harmonics Unpitched:0.4453125|0.2109375|0.3046875|1.0|1.0|0.0|0.0|0.5476190447807312|0.0|0.0|0.0|0.0|0.0|0.682539701461792|0.0|0.0|0.6190476417541504|0.0|0.60317462682724|1.0|0.8267716765403748|0.0|0.0|0.0|0.0|0.9603174924850464|0.21875|0.0|0.5952380895614624|1.0|0.0|0.0|0.3828125|0.0|0.7301587462425232|0.34645670652389526|3.0|0.0|0.0|0.3671875|0.3671875|1.0|0.3671875|1.0|1.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|0.0|0.453125|0.0|0.0|1.0|0.453125|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.3984375|0.078125|0.0|0.5|0.5|0.0|0.0|0.6190476417541504|0.203125|0.8015873432159424|0.8110235929489136|0.0|0.0|0.6507936716079712|0.6507936716079712|0.6349206566810608|0.0|0.0|0.0|0.0|0.0|0.8015873432159424|0.0|0.0|0.0|0.0|0.5317460298538208|1.0|3.0|0.5555555820465088
Harp Release:0.976190447807312|0.7301587462425232|0.14173229038715363|1.0|1.0|4.0|1.0|0.6904761791229248|0.1484375|0.0|0.0|0.0|0.0|0.6984127163887024|0.0|0.6190476417541504|0.5396825671195984|1.0|0.0|1.0|0.5873016119003296|0.0|0.0|0.0|0.0|0.28125|0.8730158805847168|0.0|0.5952380895614624|1.0|0.0|0.0|0.5873016119003296|0.0|0.7301587462425232|0.5324802994728088|2.0|0.0|0.0|0.421875|1.0|1.0|0.4765625|0.8571428656578064|0.7795275449752808|1.0|0.0|1.0|0.5|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|0.0|0.4453125|0.0|0.0|1.0|0.453125|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|-0.3984375|0.3984375|0.0|0.5|0.5|0.0|0.0|0.8730158805847168|0.1328125|0.5|1.0|-0.523809552192688|-0.60317462682724|0.5952380895614624|0.6428571343421936|0.6349206566810608|1.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.5634920597076416|0.296875|0.0|0.8253968358039856|0.265625|1.0|4.0|0.1796875
Harp Short:0.9682539701461792|0.761904776096344|0.6666666865348816|1.0|1.0|2.0|1.0|0.359375|0.0|0.0|0.0|0.0|0.0|0.682539701461792|0.0|0.0|0.9682539701461792|1.0|0.60317462682724|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5952380895614624|1.0|0.0|0.0|0.9365079402923584|0.0|0.7301587462425232|0.438484251499176|1.0|0.0|0.0|0.3671875|0.3671875|1.0|0.3671875|1.0|1.0|0.0|0.0|1.0|0.5|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|0.0|0.375|0.0|0.0|1.0|0.453125|0.109375|0.5|5.0|0.0|0.0|0.0|0.0|0.0|-0.0859375|0.046875|0.0|0.5|0.5|0.0|0.0|0.6269841194152832|0.5079365372657776|1.0|0.5433070659637451|0.0|0.0|0.6507936716079712|0.6507936716079712|0.390625|1.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.3359375|0.296875|0.0|0.296875|0.5317460298538208|0.0|4.0|0.6746031641960144
Harp Soft:0.9682539701461792|0.761904776096344|0.4881889820098877|1.0|1.0|2.0|1.0|0.359375|0.0|0.0|0.0|0.0|0.0|0.682539701461792|0.0|0.0|0.9682539701461792|1.0|0.60317462682724|0.0|0.5|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.5952380895614624|1.0|0.0|0.0|0.9365079402923584|0.0|0.7301587462425232|0.44685038924217224|1.0|0.0|0.0|0.3671875|0.3671875|1.0|0.3671875|1.0|0.523809552192688|0.0|0.0|1.0|0.5|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.6349206566810608|0.0|14.0|48.0|0.0|2.0|0.0|0.375|0.0|0.0|1.0|0.453125|0.109375|0.5|5.0|0.0|0.0|0.0|0.0|0.0|-0.0859375|0.046875|0.0|0.5|0.5|0.0|0.0|0.6269841194152832|0.5079365372657776|1.0|0.8110235929489136|0.0|0.0|0.6507936716079712|0.6507936716079712|0.390625|1.0|0.0|0.0|0.0|0.0|0.8015872836112976|0.0|0.0|0.0|0.0|0.5317460298538208|1.0|4.0|0.500403106212616
Hollow Bass:0.09448818862438202|0.7165354490280151|0.4251968562602997|0.5|1.0|3.0|2.0|0.5|0.0|0.0|0.0|0.0|0.40625|0.2222222238779068|0.0|0.341269850730896|1.0|1.0|0.09202755987644196|1.0|0.2539682686328888|-0.34375|-0.4375|1.0|0.0|0.5714285969734192|0.6190476417541504|0.0|0.484375|1.0|0.0|0.0|1.0|-0.0625|0.515625|0.6855345964431763|3.0|0.15625|0.5625|0.0|0.5517241358757019|1.0|0.6896551847457886|1.0|0.125|1.0|0.2265625|0.0|0.5|0.75|0.40625|0.0|0.0|0.5|0.5|0.0|0.0|0.5|0.0|13.0|48.0|0.0|2.0|1.0|1.0|1.0|0.0|0.0|0.3984375|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.515625|-0.265625|0.703125|0.0|0.5|0.5|0.0|0.0|0.3515625|0.5|0.5|0.78125|0.0|0.40625|0.4140625|1.0|1.0|1.0|0.5|0.5|0.0|0.0|0.5|0.5|0.5|0.5|0.5|0.5|0.0|1.0|0.2539682686328888
Ice Ballad Keys:0.5555555820465088|0.9365079402923584|0.60317462682724|0.9055117964744568|1.0|4.0|2.0|0.841269850730896|0.0|0.0|0.0|0.0|0.0|0.7265625|0.0|0.3730158805847168|0.3571428656578064|1.0|0.341269850730896|0.0|0.341269850730896|0.0|0.71875|0.0|0.0|0.4126984179019928|0.4523809552192688|0.0|0.0|1.0|0.0|0.0|0.7698412537574768|0.0|0.765625|0.3492063581943512|3.0|0.0|0.0|0.007936508394777775|0.8275862336158752|0.0|0.0|0.0|0.9453125|1.0|0.140625|1.0|0.5|0.546875|0.0|0.453125|2.0|0.3253968358039856|0.4365079402923584|1.0|1.0|0.6984127163887024|1.0|14.0|48.0|0.0|2.0|1.0|0.6875|1.0|0.0|0.0|0.3125|-0.25|0.140625|3.0|4.0|0.0|0.0|0.0|0.21875|-0.046875|0.1640625|0.0|0.5|0.5|0.0|0.0|0.685531497001648|0.078125|0.5|1.0|0.0|0.46875|0.5|0.7936508059501648|0.7698412537574768|0.0|0.359375|0.28125|1.0|0.0|0.828125|0.65625|0.640625|0.5|0.5|0.609375|1.0|9.0|0.39554134011268616
