@params:A Coarse|A Fine|A Fix Freq|A Fix Freq Mul|A Fix On |A Freq<Vel|A Quantize|Ae Attack|Ae Decay|Ae Init|Ae Loop|Ae Mode|Ae Peak|Ae R < Vel|Ae Release|Ae Retrig|Ae Sustain|Algorithm|B Coarse|B Fine|B Fix Freq|B Fix Freq Mul|B Fix On |B Freq<Vel|B Quantize|Be Attack|Be Decay|Be Init|Be Loop|Be Mode|Be Peak|Be R < Vel|Be Release|Be Retrig|Be Sustain|C Coarse|C Fine|C Fix Freq|C Fix Freq Mul|C Fix On |C Freq<Vel|C Quantize|Ce Attack|Ce Decay|Ce Init|Ce Loop|Ce Mode|Ce Peak|Ce R < Vel|Ce Release|Ce Retrig|Ce Sustain|D Coarse|D Fine|D Fix Freq|D Fix Freq Mul|D Fix On |D Freq<Vel|D Quantize|De Attack|De Decay|De Init|De Loop|De Mode|De Peak|De R < Vel|De Release|De Retrig|De Sustain|Fe A Slope|Fe Amount|Fe Attack|Fe D Slope|Fe Decay|Fe End|Fe Init|Fe Loop|Fe Mode|Fe Peak|Fe R < Vel|Fe R Slope|Fe Release|Fe Retrig|Fe Sustain|Filt < Key|Filt < LFO|Filt < Vel|Filter Circuit - BP/NO/Morph|Filter Circuit - LP/HP|Filter Drive|Filter Freq|Filter Morph|Filter On|Filter Res|Filter Slope|Filter Type|Glide On|Glide Time|LFO < Pe|LFO < Vel|LFO Amt|LFO Amt A|LFO Amt B|LFO Dst B|LFO On|LFO R < K|LFO Range|LFO Rate|LFO Retrigger|LFO Sync|LFO Type|Le Attack|Le Decay|Le End|Le Init|Le Loop|Le Mode|Le Peak|Le R < Vel|Le Release|Le Retrig|Le Sustain|Osc-A < LFO|Osc-A < Pe|Osc-A Feedb|Osc-A Lev < Key|Osc-A Lev < Vel|Osc-A Level|Osc-A On|Osc-A Phase|Osc-A Retrig|Osc-A Wave|Osc-B < LFO|Osc-B < Pe|Osc-B Feedb|Osc-B Lev < Key|Osc-B Lev < Vel|Osc-B Level|Osc-B On|Osc-B Phase|Osc-B Retrig|Osc-B Wave|Osc-C < LFO|Osc-C < Pe|Osc-C Feedb|Osc-C Lev < Key|Osc-C Lev < Vel|Osc-C Level|Osc-C On|Osc-C Phase|Osc-C Retrig|Osc-C Wave|Osc-D < LFO|Osc-D < Pe|Osc-D Feedb|Osc-D Lev < Key|Osc-D Lev < Vel|Osc-D Level|Osc-D On|Osc-D Phase|Osc-D Retrig|Osc-D Wave|PB Range|Pan < Key|Pan < Rnd|Panorama|Pe A Slope|Pe Amount|Pe Amt A|Pe Amt B|Pe Attack|Pe D Slope|Pe Decay|Pe Dst B|Pe End|Pe Init|Pe Loop|Pe Mode|Pe On|Pe Peak|Pe R < Vel|Pe R Slope|Pe Release|Pe Retrig|Pe Sustain|Shaper Drive|Shaper Mix|Shaper Type|Spread|Time|Time < Key|Tone|Transpose|Volume
Square Glide Lead:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.423006534576416|3.0|1.0|10.0|1.0|5.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.423006534576416|3.0|1.0|0.0|998.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|60.0|0.423006534576416|3.0|1.0|1.0|5.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.581428050994873|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.423006534576416|3.0|1.0|4.0|100.0|0.7386363744735718|0.0|1.0|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.625|0.0|3.0|1.0|0.0|0.0|4.0|0.0|0.0|0.0|0.625|0.0|1.0|0.4361138939857483|0.0|4.0|1.0|0.5397940278053284|1.0|0.0|0.25|100.0|100.0|0.0|1.0|0.0|0.0|105.41000366210938|1.0|3.0|0.0|0.0|0.581428050994873|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|1.0|1.0|0.0|0.0|70.0|0.7777777910232544|1.0|0.0|0.0|14.0|1.0|1.0|8.0|0.0|70.0|0.8253968358039856|1.0|0.0|0.0|13.0|1.0|1.0|2.0|0.0|70.0|0.6984127163887024|1.0|0.0|0.0|11.0|1.0|1.0|1.0|0.0|70.0|0.7460317611694336|1.0|0.0|0.0|12.0|2.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.581428050994873|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|100.0|0.0|0.0|0.699999988079071|0.0|0.3650793731212616
Square Reso Pad:1.0|2.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6023791432380676|1.0294698427060212e-07|0.5397940278053284|0.0|0.508474588394165|0.0|0.8371438980102539|3.0|1.0|1.0|1.0|0.0|0.17000000178813934|2.0|1.0|0.0|0.0|0.0|0.8713579177856445|1.0294698427060212e-07|0.5397940278053284|0.0|0.6271186470985413|0.0|1.0|3.0|1.0|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|5.0|1.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.6491580605506897|1.0294698427060212e-07|0.5397940278053284|0.0|0.508474588394165|0.0|1.0|3.0|1.0|4.0|100.0|1.0|0.0|1.0|0.0|0.22033898532390594|0.265625|1.0|0.8983050584793091|12.0|0.25984251499176025|0.9452054500579834|3.0|0.16949152946472168|62.0|0.0|0.0|0.0|0.0|0.0|0.25984251499176025|0.25|1.0|0.23025494813919067|0.0|4.0|0.0|0.0|0.0|0.0|0.17000000178813934|100.0|100.0|0.0|1.0|0.171875|0.0|85.5979995727539|1.0|3.0|0.0|0.0|0.5672949552536011|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|0.8135592937469482|0.0|1.0|3.0|0.4576271176338196|1.0|0.0|0.0|0.0|30.0|1.0|1.0|0.0|1.0|19.0|1.0|1.0|0.0|0.0|30.0|0.6062992215156555|1.0|50.0|1.0|0.0|1.0|0.0|0.0|0.0|30.0|0.5039370059967041|1.0|0.0|1.0|14.0|1.0|1.0|0.0|0.0|30.0|0.5433070659637451|1.0|50.0|1.0|5.0|5.0|0.0|0.0|0.0|0.0|0.32283464074134827|100.0|100.0|0.0|1.0|0.6491580605506897|0.0|0.0|-48.0|0.5397940278053284|0.0|1.0|-2.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|0.6377952694892883|12.0|0.3968254029750824
Square Sweep:2.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.6953125|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.5625|3.0|1.0|4.0|23.0|295.0|0.0|2.0|0.0|0.0|0.0|0.0|0.9140625|0.6484375|0.5397940278053284|0.0|1.0|0.0|0.6171875|3.0|0.5|4.0|403.0|1.0|0.0|0.0|0.0|1.0|0.0|0.515625|1.0294698427060212e-07|0.5397940278053284|3.0|1.0294698427060212e-07|0.0|0.6796875|4.0|1.0|40.0|323.0|1.0|4.0|0.0|0.0|1.0|0.0|0.65625|0.140625|0.5397940278053284|0.0|1.0|0.0|0.6328125|14.0|1.0|4.0|-98.0|0.6875|0.0|0.53125|0.0|1.0|1.0|1.0|1.0|0.0|0.8671875|0.6953125|3.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.8671875|0.75|1.0|0.8260868787765503|1.0|4.0|0.0|0.33000001311302185|1.0|-0.25|0.9340000152587891|100.0|100.0|0.0|1.0|0.0|2.0|127.0|1.0|14.0|0.0|0.6015625|0.625|1.0294698427060212e-07|1.0294698427060212e-07|0.90625|2.0|1.0|0.0|0.8828125|5.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|18.0|1.0|0.0|0.0|0.0|0.0|0.1587301641702652|1.0|0.0|1.0|22.0|0.0|0.0|0.0|0.0|0.0|0.01587301306426525|1.0|0.0|1.0|15.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|22.0|5.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0234375037252903|1.0|0.0625|0.0|0.0|0.0|0.3984375|1.0|1.0|-6.0|0.0|-1.0|0.0|2.0|-48.0|12.0|100.0|3.0|100.0|88.0|0.0|1.0|-12.0|0.5499998927116394
Squeek N Loop Bleep:0.0|0.0|0.3319999873638153|4.0|1.0|0.0|1.0|0.0|0.390625|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.0|3.0|1.0294698427060212e-07|8.0|11.0|565.0|0.1679999977350235|4.0|0.0|0.0|1.0|0.0|0.3359375|1.0294698427060212e-07|1.0|1.0|0.84375|0.0|0.0|3.0|1.0294698427060212e-07|3.0|0.0|0.0|3.0|0.0|0.0|1.0|0.0|0.703125|1.0294698427060212e-07|0.546875|1.0|1.0|0.0|0.0|3.0|1.0294698427060212e-07|48.0|623.0|0.14399999380111694|5.0|1.0|0.0|1.0|0.0|0.28125|1.0294698427060212e-07|0.0|1.0|1.0|0.0|0.0|3.0|1.0294698427060212e-07|4.0|100.0|0.0|0.0|0.765625|0.0|1.0|0.125|1.0|0.9921875|0.0|1.0|0.0|3.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|4.0|1.0|0.2879999876022339|1.0|0.0|1.0|100.0|100.0|0.0|1.0|0.0|2.0|0.0|1.0|6.0|5.0|0.0|0.953125|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0294698427060212e-07|1.0|1.0|0.0|0.0|100.0|1.0|1.0|0.0|1.0|14.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|20.0|1.0|1.0|0.0|0.0|51.0|1.0|1.0|0.0|1.0|18.0|1.0|1.0|37.0|0.0|10.0|1.0|1.0|0.0|1.0|0.0|24.0|0.0|0.0|0.0|0.0|1.0|100.0|100.0|0.7123287916183472|1.0|0.0625|0.0|0.0|48.0|0.5397940278053284|0.0|1.0|48.0|0.0|1.0|0.35557058453559875|7.0|0.0|0.0|100.0|0.0|99.0|-63.0|0.0|0.0|-48.0|0.2936508059501648
Squishy Bleep:0.0|0.0|0.20311042666435242|4.0|0.0|0.0|1.0|0.5|0.6953125|1.0|0.2890625|0.0|1.0|-36.0|0.6667765974998474|5.0|1.0294698427060212e-07|8.0|0.0|0.0|0.20311042666435242|4.0|0.0|0.0|1.0|0.6171875|0.8125|1.0|0.7265625|0.0|1.0|-36.0|0.6667765974998474|3.0|1.0294698427060212e-07|0.0|0.0|0.0|4.0|0.0|0.0|1.0|0.3828125|0.765228271484375|1.0|0.421875|0.0|1.0|0.0|0.0|3.0|1.0294698427060212e-07|0.0|2.0|0.6062992215156555|4.0|0.0|0.0|0.0|0.0|0.9999999403953552|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557055473327637|3.0|1.0|4.0|100.0|0.39772728085517883|0.0|0.6732437014579773|1.0|1.0|0.5397940278053284|0.0|0.90625|-36.0|0.02671756222844124|0.6867583394050598|3.0|0.1875|0.0|0.0|0.0|0.0|0.0|0.0|0.02671756222844124|0.5|1.0|0.3985029458999634|1.0|4.0|0.0|0.0|0.0|0.0|0.02199999801814556|100.0|100.0|0.0|0.0|0.0|0.0|72.89800262451172|1.0|3.0|0.0|0.375|0.7865711450576782|1.0294698427060212e-07|1.0|0.5397940278053284|0.0|1.0|100.0|0.234375|3.0|1.0|0.0|1.0|0.0|0.0|-12.0|1.0|1.0|0.0|1.0|9.0|1.0|1.0|0.0|0.0|-12.0|0.7857142686843872|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.9603174328804016|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.6349206566810608|0.0|0.0|1.0|0.0|5.0|0.0|26.0|0.0|0.0|1.0|100.0|100.0|0.3863636255264282|1.0|0.5|0.0|-48.0|0.0|0.5397940278053284|0.0|0.0|19.0|0.0|1.0|0.3068181872367859|7.0|-3.0|0.0|100.0|0.0|0.0|0.0|0.0|1.0|0.0|0.578125
Sticky Lead:0.0|2.0|0.0|3.0|0.0|0.0|1.0|0.0078125|0.796875|0.703125|0.5397940278053284|0.0|0.9453125|34.0|0.4609375|3.0|0.6640625|10.0|2.0|8.0|0.4345879852771759|4.0|0.0|3.125|1.0|0.1640625|0.8522727489471436|0.0|0.5397940278053284|0.0|1.0|0.0|0.5390625|3.0|0.703125|1.0|0.0|0.002000007778406143|0.0|0.0|0.0|1.0|0.125|0.6136363744735718|0.0|0.5397940278053284|0.0|1.0|0.0|0.5546875|3.0|0.75|0.0|0.0|0.3499999940395355|5.0|0.0|0.0|1.0|0.0|0.3863636255264282|0.0|0.5397940278053284|0.0|0.5|0.0|0.3671875|3.0|0.984375|0.0|55.0|0.1171875|4.0|0.7578125|0.0|0.6171875|0.5397940278053284|0.0|0.8671875|0.0|0.6349206566810608|0.53125|3.0|0.4921875|89.0|0.0|-48.0|0.0|4.0|5.4375|0.6349206566810608|0.0|1.0|0.6845238208770752|0.0|0.0|1.0|0.10199999809265137|0.0|0.0|0.1825396865606308|100.0|100.0|0.0|1.0|0.03125|2.0|77.61111450195312|0.0|3.0|0.0|0.0|0.5789896845817566|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|1.0|0.0|34.0|-9.0|19.0|1.0|1.0|0.0|0.0|19.0|1.0|1.0|73.0|0.0|0.0|0.6904761791229248|1.0|3.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|22.0|1.0|1.0|73.0|0.0|13.0|0.0|0.0|0.0|1.0|11.0|2.0|0.0|0.0|0.0|0.7333333492279053|-0.046875|100.0|100.0|0.46590909361839294|1.0|0.84375|20.0|-2.0|-14.0|0.5397940278053284|0.0|1.0|-1.0|0.0|1.0|0.17045454680919647|3.0|7.0|2.4375|23.0|1.0|38.0|-50.0|53.0|0.7698412537574768|0.0|0.6328125
Still Sky Pad:1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0781249925494194|0.6796875|0.0|0.5397940278053284|0.0|0.35593220591545105|0.0|0.7109375|3.0|1.0|7.0|2.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.90625|0.9298316240310669|0.5423728823661804|0.5397940278053284|0.0|1.0|0.0|0.8515625|3.0|0.6499998569488525|0.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.859375|1.0|0.7966101765632629|0.5397940278053284|0.0|1.0|0.0|0.7583900690078735|3.0|0.3024141490459442|10.0|2.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.6028827428817749|0.7894948720932007|0.9322034120559692|0.9375|1.0|1.0|0.0|0.7583900690078735|3.0|0.8500000238418579|4.0|-100.0|0.0|0.0|0.8947474360466003|0.0|0.0|0.5397940278053284|0.0|0.2542372941970825|0.0|0.2222222238779068|0.931506872177124|3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2222222238779068|0.75|1.0|0.13442178070545197|0.0|4.0|0.0|0.6954242587089539|1.0|0.0|0.1984127014875412|100.0|100.0|0.0|1.0|0.078125|1.0|77.61111450195312|1.0|3.0|5.0|0.0|0.581428050994873|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|1.0|0.0|0.0|9.0|0.0|0.976190447807312|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|40.0|0.341269850730896|1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.7222222089767456|1.0|0.0|1.0|19.0|0.0|1.0|0.0|31.0|77.0|0.2698412835597992|0.0|0.0|1.0|21.0|12.0|0.0|0.0|0.0|0.0|0.4645669460296631|100.0|100.0|0.08219178020954132|1.0|0.8132498264312744|0.0|0.0|46.0|0.5397940278053284|0.0|0.0|2.0|0.0|1.0|0.8160316944122314|3.0|0.0|0.0|100.0|0.0|66.0|0.0|-6.0|0.5158730149269104|12.0|0.4365079402923584
Strings 5ths Pad:2.0|1.0|0.5625|4.0|0.0|12.0|1.0|0.453125|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|0.96875|0.0|0.65625|3.0|1.0|9.0|2.0|10.0|0.4345880150794983|4.0|0.0|5.0|1.0|0.4140625|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.71875|3.0|0.694915235042572|2.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.4453125|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.703125|3.0|1.0|5.0|0.0|0.4345880150794983|4.0|0.0|7.0|1.0|0.0|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|0.01694915071129799|4.0|81.0|0.7265625|0.0|1.0|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.36507943272590637|0.7578125|3.0|0.0|100.0|1.0|0.0|0.0|0.0|0.0|0.36507943272590637|0.0|0.0|0.0|1.0|4.0|0.0|0.5397939682006836|1.0|0.0|0.32199999690055847|100.0|100.0|0.0|1.0|0.0|0.0|79.50199890136719|1.0|0.0|0.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|0.0|1.0|0.0|0.0|0.0|0.9126983880996704|1.0|0.0|1.0|8.0|0.0|1.0|0.0|0.0|0.0|0.817460298538208|1.0|0.0|1.0|10.0|0.0|1.0|0.0|0.0|0.0|0.8749424815177917|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.7734375|1.0|0.0|1.0|0.0|5.0|0.0|0.0|0.0|0.0|1.0|100.0|100.0|0.232876718044281|1.0|0.6164383292198181|0.0|0.0|12.0|0.5397940278053284|2.0|0.0|48.0|0.0|1.0|0.7534246444702148|4.0|-48.0|0.0|100.0|0.0|100.0|44.0|0.0|0.4365079402923584|-12.0|0.3816964328289032
Strings Basis Pad:1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.6015625|0.71875|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.546875|3.0|1.0|7.0|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.5|0.8359375|1.0294698427060212e-07|0.5397940278053284|0.0|0.875|0.0|0.6640625|3.0|1.0|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.4375|0.6931818127632141|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.53125|3.0|1.0294698427060212e-07|1.0|0.0|0.4345880150794983|4.0|0.0|0.0|1.0|0.0|0.7890625|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.5234375|3.0|1.0|4.0|0.0|0.0|0.0|0.5814281105995178|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.7898621559143066|0.35557058453559875|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.7898621559143066|0.0|1.0|0.05438404530286789|0.0|4.0|0.0|0.5397939682006836|1.0|0.0|0.4047619104385376|1.0|100.0|20.0|1.0|0.0|0.0|97.0|1.0|3.0|0.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|1.0|0.0|0.0|0.0|0.7142857313156128|1.0|0.0|1.0|9.0|0.0|1.0|0.0|0.0|0.0|0.4724409580230713|1.0|38.0|1.0|9.0|0.0|1.0|100.0|0.0|0.0|0.32283464074134827|1.0|60.0|1.0|21.0|0.0|1.0|0.0|0.0|0.0|1.0294698427060212e-07|0.0|92.0|1.0|9.0|5.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.5814281105995178|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|100.0|0.0|0.0|0.699999988079071|0.0|0.699999988079071
Strings Filter Pad:1.0|0.0|0.18203124403953552|1.0|1.0|0.0|1.0|0.5454545617103577|0.828906238079071|1.0294698427060212e-07|0.5397940278053284|0.0|0.765625|0.0|0.7954545617103577|3.0|1.0|7.0|1.0|3.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.8748031854629517|1.0294698427060212e-07|0.5397940278053284|0.0|0.75|0.0|0.9431818127632141|3.0|1.0|1.0|0.0|0.18046875298023224|1.0|1.0|0.0|1.0|0.5454545617103577|0.828906238079071|1.0294698427060212e-07|0.5397940278053284|0.0|0.7640625238418579|0.0|0.7954545617103577|3.0|1.0|0.0|990.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.8748031854629517|1.0294698427060212e-07|0.5397940278053284|0.0|0.75|0.0|0.9431818127632141|3.0|1.0|4.0|100.0|0.0|0.0|0.90625|0.0|0.0|0.5397940278053284|0.0|1.0|0.0|0.476377934217453|1.0|3.0|1.0|0.0|0.0|100.0|0.0|0.0|0.0|0.476377934217453|0.0|1.0|0.01754542626440525|0.0|4.0|0.0|0.6954242587089539|0.0|0.0|0.12399999797344208|100.0|100.0|0.0|1.0|0.0390625|0.0|82.3515625|0.0|3.0|2.0|0.0|0.5789896845817566|1.0|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|1.0|0.0|0.0|0.0|0.0|0.7992187738418579|1.0|25.0|1.0|22.0|1.0|0.0|0.0|0.0|0.0|0.7109375|1.0|0.0|0.0|22.0|1.0|0.0|0.0|0.0|0.0|0.800000011920929|1.0|25.0|1.0|22.0|1.0|0.0|0.0|0.0|0.0|0.7109375|1.0|0.0|0.0|22.0|12.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.4794520437717438|1.0|0.581428050994873|0.0|0.0|0.0|0.5397940278053284|0.0|0.0|0.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|10.0|1.0|0.0|0.5555555820465088
Strings Keys Attack Pad:0.0|992.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.699999988079071|3.0|1.0|8.0|1.0|0.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.699999988079071|3.0|1.0|1.0|8.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.699999988079071|3.0|1.0|1.0|0.0|0.2031104862689972|4.0|0.0|0.0|1.0|0.22507408261299133|0.2849905490875244|1.0294698427060212e-07|0.5397940278053284|0.0|0.9599999785423279|0.0|0.9750000238418579|3.0|0.800000011920929|4.0|22.0|0.0|0.0|1.0|0.0|0.10000000149011612|0.5397940278053284|0.0|1.0|0.0|0.4410130977630615|1.0|3.0|0.3199999928474426|0.0|0.0|0.0|0.0|0.0|0.0|0.4410130977630615|0.0|1.0|0.1035185158252716|0.0|4.0|0.0|0.6954242587089539|1.0|0.0|0.1190476194024086|100.0|100.0|0.0|1.0|0.0|0.0|96.0|1.0|3.0|0.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|0.35557058453559875|3.0|1.0|1.0|1.0|0.0|0.0|45.0|1.0|1.0|0.0|1.0|8.0|1.0|1.0|0.0|0.0|45.0|0.9685039520263672|1.0|0.0|1.0|8.0|1.0|1.0|0.0|0.0|45.0|0.9763779640197754|1.0|0.0|1.0|8.0|1.0|1.0|0.0|-14.0|0.0|0.36220473051071167|1.0|0.0|1.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0625|100.0|100.0|0.0|1.0|0.5814281105995178|0.0|0.0|12.0|0.5397940278053284|0.0|1.0|-3.0|0.0|1.0|0.35557058453559875|3.0|0.0|0.0|100.0|0.0|87.0|0.0|0.0|0.699999988079071|0.0|0.230158731341362
Strings Vibrato Pad:1.0|0.0|0.6439999938011169|2.0|1.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|0.4576271176338196|0.0|0.8904109597206116|3.0|1.0|3.0|1.0|0.0|0.699999988079071|2.0|1.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|1.0|0.0|0.40799999237060547|2.0|1.0|0.0|1.0|0.0|0.5814281105995178|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|1.0|0.0|0.4345879852771759|4.0|0.0|0.0|1.0|0.0|0.8947474360466003|1.0294698427060212e-07|0.5397940278053284|0.0|0.49152541160583496|0.0|0.9589040875434875|3.0|1.0|4.0|46.0|0.0|0.0|0.5672949552536011|0.0|0.0|0.5397940278053284|0.0|0.0|0.0|0.3699148893356323|0.9589040875434875|3.0|1.0|0.0|0.0|89.0|0.0|0.0|0.0|0.3699148893356323|0.0|1.0|0.5454546213150024|0.0|4.0|0.0|0.6954242587089539|1.0|0.0|0.06400000303983688|100.0|100.0|0.0|1.0|0.0|0.0|82.04199981689453|1.0|3.0|0.0|0.0|0.5814281105995178|1.0294698427060212e-07|1.0294698427060212e-07|0.5397940278053284|0.0|1.0|0.0|1.0|3.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.35433071851730347|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.3858267664909363|1.0|0.0|1.0|0.0|1.0|1.0|60.0|0.0|0.0|0.748031497001648|1.0|0.0|1.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|100.0|100.0|0.0|1.0|0.5814281105995178|0.0|0.0|12.0|0.5397940278053284|0.0|0.0|12.0|0.0|1.0|0.35557055473327637|3.0|0.0|0.0|100.0|0.0|0.0|0.0|0.0|1.0|0.0|0.3492063581943512
